CL_e, CD_e
   0.061124,   -0.048665
   0.056887,    0.042520
   0.053329,    0.133582
   0.050347,    0.224514
   0.047882,    0.315310
   0.046026,    0.405973
   0.045021,    0.496517
   0.044725,    0.586930
   0.045063,    0.677207
   0.046051,    0.767706
   0.047754,    0.857778
   0.050238,    0.947718
   0.053535,    1.037528
   0.057568,    1.127203
   0.062335,    1.216742
   0.067832,    1.306144
   0.074148,    1.395413
   0.081365,    1.484553
   0.089400,    1.573560
   0.098193,    1.662429
   0.107806,    1.751155
   0.118291,    1.838297
   0.129707,    1.919821
   0.142034,    1.992204
   0.155825,    2.052858
