Time, Thrust
   0.000000, 14954.294013
   0.100000, 14954.294013
   0.200000, 14954.294013
   0.300000, 14954.294013
   0.400000, 14954.294013
   0.500000, 14954.294013
   0.600000, 14954.294013
   0.700000, 14954.294013
   0.800000, 14954.294013
   0.900000, 14954.294013
   1.000000, 14954.294013
   1.100000, 14954.294013
   1.200000, 14954.294013
   1.300000, 14954.294013
   1.400000, 14954.294013
   1.500000, 14954.294013
   1.600000, 14954.294013
   1.700000, 14954.294013
   1.800000, 14954.294013
   1.900000, 14954.294013
   2.000000, 14954.294013
   2.100000, 14954.294013
   2.200000, 14954.294013
   2.300000, 14954.294013
   2.400000, 14954.294013
   2.500000, 14954.294013
   2.600000, 14954.294013
   2.700000, 14954.294013
   2.800000, 14954.294013
   2.900000, 14954.294013
   3.000000, 14954.294013
   3.100000, 14954.294013
   3.200000, 14954.294013
   3.300000, 14954.294013
   3.400000, 14954.294013
   3.500000, 14954.294013
   3.600000, 14954.294013
   3.700000, 14954.294013
   3.800000, 14954.294013
   3.900000, 14954.294013
   4.000000, 14954.294013
   4.100000, 14954.294013
   4.200000, 14954.294013
   4.300000, 14954.294013
   4.400000, 14954.294013
   4.500000, 14954.294013
   4.600000, 14954.294013
   4.700000, 14954.294013
   4.800000, 14954.294013
   4.900000, 14954.294013
   5.000000, 14954.294013
   5.100000, 14954.294013
   5.200000, 14954.294013
   5.300000, 14954.294013
   5.400000, 14954.294013
   5.500000, 14954.294013
   5.600000, 14954.294013
   5.700000, 14954.294013
   5.800000, 14954.294013
   5.900000, 14954.294013
   6.000000, 14954.294013
   6.100000, 14954.294013
   6.200000, 14954.294013
   6.300000, 14954.294013
   6.400000, 14954.294013
   6.500000, 14954.294013
   6.600000, 14954.294013
   6.700000, 14954.294013
   6.800000, 14954.294013
   6.900000, 14954.294013
   7.000000, 14954.294013
   7.100000, 14954.294013
   7.200000, 14954.294013
   7.300000, 14954.294013
   7.400000, 14954.294013
   7.500000, 14954.294013
   7.600000, 14954.294013
   7.700000, 14954.294013
   7.800000, 14954.294013
   7.900000, 14954.294013
   8.000000, 14954.294013
   8.100000, 14954.294013
   8.200000, 14954.294013
   8.300000, 14954.294013
   8.400000, 14954.294013
   8.500000, 14954.294013
   8.600000, 14954.294013
   8.700000, 14954.294013
   8.800000, 14954.294013
   8.900000, 14954.294013
   9.000000, 14954.294013
   9.100000, 14954.294013
   9.200000, 14954.294013
   9.300000, 14954.294013
   9.400000, 14954.294013
   9.500000, 14954.294013
   9.600000, 14954.294013
   9.700000, 14954.294013
   9.800000, 14954.294013
   9.900000, 14954.294013
  10.000000, 14954.294013
  10.100000, 14954.294013
  10.200000, 14954.294013
  10.300000, 14954.294013
  10.400000, 14954.294013
  10.500000, 14954.294013
  10.600000, 14954.294013
  10.700000, 14954.294013
  10.800000, 14954.294013
  10.900000, 14954.294013
  11.000000, 14954.294013
  11.100000, 14954.294013
  11.200000, 14954.294013
  11.300000, 14954.294013
  11.400000, 14954.294013
  11.500000, 14954.294013
  11.600000, 14954.294013
  11.700000, 14954.294013
  11.800000, 14954.294013
  11.900000, 14954.294013
  12.000000, 14954.294013
  12.100000, 14954.294013
  12.200000, 14954.294013
  12.300000, 14954.294013
  12.400000, 14954.294013
  12.500000, 14954.294013
  12.600000, 14954.294013
  12.700000, 14954.294013
  12.800000, 14954.294013
  12.900000, 14954.294013
  13.000000, 14954.294013
  13.100000, 14954.294013
  13.200000, 14954.294013
  13.300000, 14954.294013
  13.400000, 14954.294013
  13.500000, 14954.294013
  13.600000, 14954.294013
  13.700000, 14954.294013
  13.800000, 14954.294013
  13.900000, 14954.294013
  14.000000, 14954.294013
  14.100000, 14954.294013
  14.200000, 14954.294013
  14.300000, 14954.294013
  14.400000, 14954.294013
  14.500000, 14954.294013
  14.600000, 14954.294013
  14.700000, 14954.294013
  14.800000, 14954.294013
  14.900000, 14954.294013
  15.000000, 14954.294013
  15.100000, 14954.294013
  15.200000, 14954.294013
  15.300000, 14954.294013
  15.400000, 14954.294013
  15.500000, 14954.294013
  15.600000, 14954.294013
  15.700000, 14954.294013
  15.800000, 14954.294013
  15.900000, 14954.294013
  16.000000, 14954.294013
  16.100000, 14954.294013
  16.200000, 14954.294013
  16.300000, 14954.294013
  16.400000, 14954.294013
  16.500000, 14954.294013
  16.600000, 14954.294013
  16.700000, 14954.294013
  16.800000, 14954.294013
  16.900000, 14954.294013
  17.000000, 14954.294013
  17.100000, 14954.294013
  17.200000, 14954.294013
  17.300000, 14954.294013
  17.400000, 14954.294013
  17.500000, 14954.294013
  17.600000, 14954.294013
  17.700000, 14954.294013
  17.800000, 14954.294013
  17.900000, 14954.294013
  18.000000, 14954.294013
  18.100000, 14954.294013
  18.200000, 14954.294013
  18.300000, 14954.294013
  18.400000, 14954.294013
  18.500000, 14954.294013
  18.600000, 14954.294013
  18.700000, 14954.294013
  18.800000, 14954.294013
  18.900000, 14954.294013
  19.000000, 14954.294013
  19.100000, 14954.294013
  19.200000, 14954.294013
  19.300000, 14954.294013
  19.400000, 14954.294013
  19.500000, 14954.294013
  19.600000, 14954.294013
  19.700000, 14954.294013
  19.800000, 14954.294013
  19.900000, 14954.294013
  20.000000, 14954.294013
  20.100000, 14954.294013
  20.200000, 14954.294013
  20.300000, 14954.294013
  20.400000, 14954.294013
  20.500000, 14954.294013
  20.600000, 14954.294013
  20.700000, 14954.294013
  20.800000, 14954.294013
  20.900000, 14954.294013
  21.000000, 14954.294013
  21.100000, 14954.294013
  21.200000, 14954.294013
  21.300000, 14954.294013
  21.400000, 14954.294013
  21.500000, 14954.294013
  21.600000, 14954.294013
  21.700000, 14954.294013
  21.800000, 14954.294013
  21.900000, 14954.294013
  22.000000, 14954.294013
  22.100000, 14954.294013
  22.200000, 14954.294013
  22.300000, 14954.294013
  22.400000, 14954.294013
  22.500000, 14954.294013
  22.600000, 14954.294013
  22.700000, 14954.294013
  22.800000, 14954.294013
  22.900000, 14954.294013
  23.000000, 14954.294013
  23.100000, 14954.294013
  23.200000, 14954.294013
  23.300000, 14954.294013
  23.400000, 14954.294013
  23.500000, 14954.294013
  23.600000, 14954.294013
  23.700000, 14954.294013
  23.800000, 14954.294013
  23.900000, 14954.294013
  24.000000, 14954.294013
  24.100000, 14954.294013
  24.200000, 14954.294013
  24.300000, 14954.294013
  24.400000, 14954.294013
  24.500000, 14954.294013
  24.600000, 14954.294013
  24.700000, 14954.294013
  24.800000, 14954.294013
  24.900000, 14954.294013
  25.000000, 14954.294013
  25.100000, 14954.294013
  25.200000, 14954.294013
  25.300000, 14954.294013
  25.400000, 14954.294013
  25.500000, 14954.294013
  25.600000, 14954.294013
  25.700000, 14954.294013
  25.800000, 14954.294013
  25.900000, 14954.294013
  26.000000, 14954.294013
  26.100000, 14954.294013
  26.200000, 14954.294013
  26.300000, 14954.294013
  26.400000, 14954.294013
  26.500000, 14954.294013
  26.600000, 14954.294013
  26.700000, 14954.294013
  26.800000, 14954.294013
  26.900000, 14954.294013
  27.000000, 14954.294013
  27.100000, 14954.294013
  27.200000, 14954.294013
  27.300000, 14954.294013
  27.400000, 14954.294013
  27.500000, 14954.294013
  27.600000, 14954.294013
  27.700000, 14954.294013
  27.800000, 14954.294013
  27.900000, 14954.294013
  28.000000, 14954.294013
  28.100000, 14954.294013
  28.200000, 14954.294013
  28.300000, 14954.294013
  28.400000, 14954.294013
  28.500000, 14954.294013
  28.600000, 14954.294013
  28.700000, 14954.294013
  28.800000, 14954.294013
  28.900000, 14954.294013
  29.000000, 14954.294013
  29.100000, 14954.294013
  29.200000, 14954.294013
  29.300000, 14954.294013
  29.400000, 14954.294013
  29.500000, 14954.294013
  29.600000, 14954.294013
  29.700000, 14954.294013
  29.800000, 14954.294013
  29.900000, 14954.294013
  30.000000, 14954.294013
  30.100000, 14954.294013
  30.200000, 14954.294013
  30.300000, 14954.294013
  30.400000, 14954.294013
  30.500000, 14954.294013
  30.600000, 14954.294013
  30.700000, 14954.294013
  30.800000, 14954.294013
  30.900000, 14954.294013
  31.000000, 14954.294013
  31.100000, 14954.294013
  31.200000, 14954.294013
  31.300000, 14954.294013
  31.400000, 14954.294013
  31.500000, 14954.294013
  31.600000, 14954.294013
  31.700000, 14954.294013
  31.800000, 14954.294013
  31.900000, 14954.294013
  32.000000, 14954.294013
  32.100000, 14954.294013
  32.200000, 14954.294013
  32.300000, 14954.294013
  32.400000, 14954.294013
  32.500000, 14954.294013
  32.600000, 14954.294013
  32.700000, 14954.294013
  32.800000, 14954.294013
  32.900000, 14954.294013
  33.000000, 14954.294013
  33.100000, 14954.294013
  33.200000, 14954.294013
  33.300000, 14954.294013
  33.400000, 14954.294013
  33.500000, 14954.294013
  33.600000, 14954.294013
  33.700000, 14954.294013
  33.800000, 14954.294013
  33.900000, 14954.294013
  34.000000, 14954.294013
  34.100000, 14954.294013
  34.200000, 14954.294013
  34.300000, 14954.294013
  34.400000, 14954.294013
  34.500000, 14954.294013
  34.600000, 14954.294013
  34.700000, 14954.294013
  34.800000, 14954.294013
  34.900000, 14954.294013
  35.000000, 14954.294013
  35.100000, 14954.294013
  35.200000, 14954.294013
  35.300000, 14954.294013
  35.400000, 14954.294013
  35.500000, 14954.294013
  35.600000, 14954.294013
  35.700000, 14954.294013
  35.800000, 14954.294013
  35.900000, 14954.294013
  36.000000, 14954.294013
  36.100000, 14954.294013
  36.200000, 14954.294013
  36.300000, 14954.294013
  36.400000, 14954.294013
  36.500000, 14954.294013
  36.600000, 14954.294013
  36.700000, 14954.294013
  36.800000, 14954.294013
  36.900000, 14954.294013
  37.000000, 14954.294013
  37.100000, 14954.294013
  37.200000, 14954.294013
  37.300000, 14954.294013
  37.400000, 14954.294013
  37.500000, 14954.294013
  37.600000, 14954.294013
  37.700000, 14954.294013
  37.800000, 14954.294013
  37.900000, 14954.294013
  38.000000, 14954.294013
  38.100000, 14954.294013
  38.200000, 14954.294013
  38.300000, 14954.294013
  38.400000, 14954.294013
  38.500000, 14954.294013
  38.600000, 14954.294013
  38.700000, 14954.294013
  38.800000, 14954.294013
  38.900000, 14954.294013
  39.000000, 14954.294013
  39.100000, 14954.294013
  39.200000, 14954.294013
  39.300000, 14954.294013
  39.400000, 14954.294013
  39.500000, 14954.294013
  39.600000, 14954.294013
  39.700000, 14954.294013
  39.800000, 14954.294013
  39.900000, 14954.294013
  40.000000, 14954.294013
  40.100000, 14954.294013
  40.200000, 14954.294013
  40.300000, 14954.294013
  40.400000, 14954.294013
  40.500000, 14954.294013
  40.600000, 14954.294013
  40.700000, 14954.294013
  40.800000, 14954.294013
  40.900000, 14954.294013
  41.000000, 14954.294013
  41.100000, 14954.294013
  41.200000, 14954.294013
  41.300000, 14954.294013
  41.400000, 14954.294013
  41.500000, 14954.294013
  41.600000, 14954.294013
  41.700000, 14954.294013
  41.800000, 14954.294013
  41.900000, 14954.294013
  42.000000, 14954.294013
  42.100000, 14954.294013
  42.200000, 14954.294013
  42.300000, 14954.294013
  42.400000, 14954.294013
  42.500000, 14954.294013
  42.600000, 14954.294013
  42.700000, 14954.294013
  42.800000, 14954.294013
  42.900000, 14954.294013
  43.000000, 14954.294013
  43.100000, 14954.294013
  43.200000, 14954.294013
  43.300000, 14954.294013
  43.400000, 14954.294013
  43.500000, 14954.294013
  43.600000, 14954.294013
  43.700000, 14954.294013
  43.800000, 14954.294013
  43.900000, 14954.294013
  44.000000, 14954.294013
  44.100000, 14954.294013
  44.200000, 14954.294013
  44.300000, 14954.294013
  44.400000, 14954.294013
  44.500000, 14954.294013
  44.600000, 14954.294013
