Ground Roll Distance, Acceleration
1083.406240, -4778.095713
1107.420384, -4771.277990
1271.101815, -4725.396323
1303.575928, -4716.415116
1335.963196, -4707.497932
1368.263852, -4698.644338
1400.478128, -4689.853909
1401.764905, -4689.503600
1404.338047, -4688.803282
1405.367149, -4688.523268
1405.804446, -4688.404293
1406.678993, -4688.166378
1406.751491, -4688.146657
1406.813538, -4688.129779
1406.847612, -4688.120510
1406.870830, -4688.114194
1406.878621, -4688.112075
1406.883076, -4688.110863
1406.885252, -4688.110271
1406.886598, -28394.510771
1406.887837, -28394.557656
1406.900230, -28395.026511
1407.024161, -28399.715430
1408.263179, -28446.641032
1420.624632, -28919.554560
1522.609738, -33178.488833
1620.215114, -37953.082867
1709.340831, -43061.686387
1789.930728, -48457.708872
1862.221035, -54092.908950
1926.550529, -59911.973629
1983.320891, -65853.641841
1998.345541, -67580.210785
2010.764819, -69063.189049
2016.189351, -69727.734712
2018.901147, -70062.184636
2021.901266, -70421.209393
2050.861652, -74047.456514
2066.849106, -76186.576819
2077.914021, -77731.556076
2081.388148, -78226.076393
2084.641752, -78690.881674
2115.304913, -83347.781344
2124.755743, -84898.138774
2131.099024, -85974.240667
2138.580026, -87283.524304
2140.715707, -87665.833992
2144.543661, -88316.452032
2147.967470, -88906.920403
2175.272674, -94005.379928
2196.866030, -98767.353714
2200.683815, -99723.662441
2202.615222, -100227.219754
2203.663374, -100536.969074
2204.596358, -100818.793800
2212.563547, -103498.634117
2219.973511, -107116.587467
2220.710729, -107761.490624
2221.067024, -108198.217982
2221.268089, -108580.712048
2221.346334, -108920.357787
2221.349411, -108991.631228
2221.349447, -109000.515052
