Mach, Efficiency
   0.234620,   14.635897
   0.236492,   14.727149
   0.238365,   14.816241
   0.240237,   14.903424
   0.242110,   14.984558
   0.243982,   15.063998
   0.245855,   15.140284
   0.247727,   15.211928
   0.249600,   15.282506
   0.251472,   15.346874
   0.253345,   15.410072
   0.255217,   15.468597
   0.257090,   15.524627
   0.258962,   15.576987
   0.260835,   15.626152
   0.262707,   15.672065
   0.264580,   15.714757
   0.266453,   15.753986
   0.268325,   15.790682
   0.270198,   15.823031
   0.272070,   15.854291
   0.273943,   15.879610
   0.275815,   15.905185
   0.277688,   15.924253
   0.279560,   15.942602
   0.281433,   15.957601
   0.283305,   15.968676
   0.285178,   15.979841
   0.287050,   15.984195
   0.288923,   15.988017
   0.290795,   15.990035
   0.292668,   15.986563
   0.294540,   15.983070
   0.296413,   15.976473
   0.298286,   15.965735
   0.300158,   15.954944
   0.302031,   15.940951
   0.303903,   15.923025
   0.305776,   15.905030
   0.307648,   15.884964
   0.309521,   15.859998
   0.311393,   15.834960
   0.313266,   15.809850
   0.315138,   15.778426
   0.317011,   15.746568
   0.318883,   15.714651
   0.320756,   15.680247
   0.322628,   15.641843
   0.324501,   15.603405
   0.326373,   15.564935
   0.328246,   15.522885
   0.330119,   15.478253
   0.331991,   15.433625
   0.333864,   15.389004
   0.335736,   15.341393
   0.337609,   15.290975
   0.339481,   15.240609
   0.341354,   15.190298
   0.343226,   15.139220
   0.345099,   15.083501
   0.346971,   15.027891
   0.348844,   14.972392
   0.350716,   14.917006
   0.352589,   14.859397
   0.354461,   14.799063
   0.356334,   14.738901
   0.358207,   14.678913
   0.360079,   14.619101
   0.361952,   14.557681
   0.363824,   14.493389
   0.365697,   14.429335
   0.367569,   14.365521
   0.369442,   14.301946
   0.371314,   14.238613
   0.373187,   14.171708
   0.375059,   14.104418
   0.376932,   14.037432
   0.378804,   13.970751
   0.380677,   13.904374
   0.382549,   13.838303
   0.384422,   13.769125
   0.386294,   13.699599
   0.388167,   13.630440
   0.390040,   13.561645
   0.391912,   13.493215
   0.393785,   13.425150
   0.395657,   13.356608
   0.397530,   13.285556
   0.399402,   13.214926
   0.401275,   13.144716
   0.403147,   13.074925
   0.405020,   13.005552
   0.406892,   12.936595
   0.408765,   12.868052
   0.410637,   12.796800
   0.412510,   12.725803
   0.414382,   12.655272
   0.416255,   12.585204
   0.418127,   12.515597
   0.420000,   12.446448
