"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 20/04/16, 13.00.57"


6
X,Y
0.0511700,1.07447,
0.0851794,1.79078,
0.113573,2.38652,
0.144774,3.02837,
0.170671,3.54610,
0.20,4.13121,
