"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 20/04/16, 12.57.35"


14
X,Y
0.0,0.0,
0.00561622,0.156028,
0.0106084,0.312057,
0.0184087,0.528369,
0.0288612,0.822695,
0.0410296,1.14894,
0.0528861,1.44681,
0.0658346,1.76950,
0.0862714,2.25532,
0.114977,2.95035,
0.139158,3.53546,
0.162871,4.12057,
0.183619,4.60993,
0.20,5,
