"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 20/04/16, 13.02.57"


7
X,Y
0.0,0.0,
0.0240250,0.273050,
0.0556942,0.652482,
0.0900156,1.05319,
0.126833,1.48936,
0.170359,2.00709,
0.20,2.35461,
