"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 20/04/16, 13.03.46"


8
X,Y
0.0,0.0,
0.0223089,0.124113,
0.0564743,0.333333,
0.0797192,0.471631,
0.0989080,0.588652,
0.131357,0.780142,
0.166771,0.992908,
0.2,1.19149,
