Time, Altitude
   0.000000, 1000.000000
   0.500000, 1000.000002
   1.000000, 1000.000019
   1.500000, 1000.000069
   2.000000, 1000.000164
   2.500000, 1000.000317
   3.000000, 1000.000536
   3.500000, 1000.000826
   4.000000, 1000.001190
   4.500000, 1000.001630
   5.000000, 1000.002146
   5.500000, 1000.002740
   6.000000, 1000.003409
   6.500000, 1000.004155
   7.000000, 1000.004974
   7.500000, 1000.005867
   8.000000, 1000.006832
   8.500000, 1000.007867
   9.000000, 1000.008972
   9.500000, 1000.010144
  10.000000, 1000.011383
  10.500000, 1000.012686
  11.000000, 1000.014053
  11.500000, 1000.015482
  12.000000, 1000.016971
  12.500000, 1000.018519
  13.000000, 1000.020125
  13.500000, 1000.021787
  14.000000, 1000.023504
  14.500000, 1000.025275
  15.000000, 1000.027097
  15.500000, 1000.200115
  16.000000, 1001.099439
  16.500000, 1002.852034
  17.000000, 1005.341254
  17.500000, 1008.405212
  18.000000, 1011.898992
  18.500000, 1015.708204
  19.000000, 1019.747010
  19.500000, 1023.952404
  20.000000, 1028.278563
  20.500000, 1032.692260
  21.000000, 1037.169407
  21.500000, 1041.692510
  22.000000, 1046.248840
  22.500000, 1050.829108
  23.000000, 1055.426516
  23.500000, 1060.036076
  24.000000, 1064.654113
  24.500000, 1069.277914
  25.000000, 1073.905466
  25.500000, 1078.535275
  26.000000, 1083.166225
  26.500000, 1087.797486
  27.000000, 1092.428437
  27.500000, 1097.058614
  28.000000, 1101.687677
  28.500000, 1106.315376
  29.000000, 1110.941530
  29.500000, 1115.566015
  30.000000, 1120.188752
  30.500000, 1124.809694
  31.000000, 1129.428822
  31.500000, 1134.046141
  32.000000, 1138.661674
  32.500000, 1143.275457
  33.000000, 1147.887541
  33.500000, 1152.497985
  34.000000, 1157.106858
  34.500000, 1161.714236
  35.000000, 1166.320198
  35.500000, 1170.924830
  36.000000, 1175.528222
  36.500000, 1180.130464
  37.000000, 1184.731650
  37.500000, 1189.331875
  38.000000, 1193.931234
  38.500000, 1198.529825
  39.000000, 1203.127743
  39.500000, 1207.725084
  40.000000, 1212.321943
  40.500000, 1216.918414
  41.000000, 1221.514589
  41.500000, 1226.110560
  42.000000, 1230.706416
  42.500000, 1235.302244
  43.000000, 1239.898131
  43.500000, 1244.494159
  44.000000, 1249.090411
  44.500000, 1253.686964
  45.000000, 1258.283896
  45.500000, 1262.881281
  46.000000, 1267.479190
  46.500000, 1272.077693
  47.000000, 1276.676856
  47.500000, 1281.276744
  48.000000, 1285.877419
  48.500000, 1290.478939
  49.000000, 1295.081361
  49.500000, 1299.684740
  50.000000, 1304.289128
  50.500000, 1308.894573
  51.000000, 1313.501122
  51.500000, 1318.108821
  52.000000, 1322.717711
  52.500000, 1327.327832
  53.000000, 1331.939222
  53.500000, 1336.551917
  54.000000, 1341.165949
  54.500000, 1345.781351
  55.000000, 1350.398150
  55.500000, 1355.016375
  56.000000, 1359.636051
  56.500000, 1364.257200
  57.000000, 1368.879845
  57.500000, 1373.504004
  58.000000, 1378.129696
  58.500000, 1382.756937
  59.000000, 1387.385742
  59.500000, 1392.016123
  60.000000, 1396.648091
  60.500000, 1401.281657
  61.000000, 1405.916829
  61.500000, 1410.553613
  62.000000, 1415.192017
  62.500000, 1419.832043
  63.000000, 1424.473695
  63.500000, 1429.116974
  64.000000, 1433.761882
  64.500000, 1438.408418
  65.000000, 1443.056581
  65.500000, 1447.706367
  66.000000, 1452.357774
  66.500000, 1457.010796
  67.000000, 1461.665428
  67.500000, 1466.321665
  68.000000, 1470.979498
  68.500000, 1475.638920
  69.000000, 1480.299921
  69.500000, 1484.962494
  70.000000, 1489.626627
  70.500000, 1494.292309
  71.000000, 1498.959529
  71.500000, 1503.628276
  72.000000, 1508.298536
  72.500000, 1512.970295
  73.000000, 1517.643542
  73.500000, 1522.318261
  74.000000, 1526.994437
  74.500000, 1531.672057
  75.000000, 1536.351103
  75.500000, 1541.031562
  76.000000, 1545.713415
  76.500000, 1550.396648
