Time, Fuel Flow
   0.378518,   20.097067
   0.380185,   20.096262
   0.381852,   20.095458
   0.383518,   20.094653
   0.385185,   20.093848
   0.386852,   20.093117
   0.388518,   20.092386
   0.390185,   20.091655
   0.391852,   20.090924
   0.393518,   20.090193
   0.395185,   20.089579
   0.396852,   20.088964
   0.398518,   20.088350
   0.400185,   20.087736
   0.401852,   20.087122
   0.403518,   20.086689
   0.405185,   20.086255
   0.406852,   20.085822
   0.408518,   20.085389
   0.410185,   20.084956
   0.410185,   17.213147
   1.604481,   16.967991
   2.823272,   16.707980
   4.081386,   16.255521
   5.429985,   15.480229
   6.915721,   14.774997
   8.560390,   14.184758
  10.397371,   13.610815
  12.485334,   13.024584
  14.968358,   12.316910
  14.968358,   12.053109
  15.830802,   12.050896
  16.693245,   12.048683
  17.555688,   12.046470
  18.418132,   12.044257
  19.280575,   12.042044
  20.143018,   12.039831
  21.005461,   12.037618
  21.867905,   12.035405
  22.730348,   12.033192
  23.592791,   12.030980
  24.455235,   12.028767
  25.317678,   12.026554
  26.180121,   12.024342
  27.042565,   12.022129
  27.905008,   12.019917
  28.767451,   12.017705
  29.629895,   12.015492
  30.492338,   12.013280
  31.354781,   12.011068
  32.217225,   12.008856
  33.079668,   12.006644
  33.942111,   12.004432
  34.804555,   12.002220
  35.666998,   12.000008
  36.529441,   11.997797
  37.391885,   11.995585
  38.254328,   11.993373
  39.116771,   11.991162
  39.979215,   11.988950
  39.979215,    7.794626
  41.139143,    7.566642
  42.301874,    7.531353
  43.463193,    7.455286
  44.619342,    7.286863
  45.768081,    7.248918
  46.905098,    7.136899
  48.026307,    6.921818
  49.143709,    6.880488
  50.253604,    6.803758
  50.253604,   17.024035
  50.833005,   16.896980
  51.418049,   16.766461
  52.008556,   16.632957
  52.607292,   16.423965
  53.225054,   16.037366
  53.871173,   15.648721
  54.548638,   15.259047
  55.259779,   14.914813
  56.006440,   14.590670
  56.006440,    9.476753
  57.858634,    9.468968
  59.711637,    9.461179
  61.565449,    9.453387
  63.420072,    9.445592
  65.275506,    9.437793
  67.131752,    9.429991
  68.988810,    9.422187
  70.846682,    9.414379
  72.705368,    9.406568
  72.705368,    7.293126
  73.351774,    9.134509
  73.988012,    7.348367
  74.626788,    7.346539
  75.268241,    7.322523
  75.912514,    7.274413
  76.559398,    7.272796
  77.208755,    7.280648
  77.860123,    7.278744
  78.512585,    7.274105
  78.512585,    9.086173
  83.512585,    9.068425
  88.512585,    9.050695
  93.512585,    9.033153
  98.512585,    9.016077
 103.512585,    8.999019
 108.512585,    8.981978
 113.512585,    8.964956
 118.512585,    8.947952
 123.512585,    8.930965
 123.512585,    0.000000
 123.514252,    8.439394
 123.515918,    8.439537
 123.517585,    8.439681
 123.519252,    8.439824
 123.520918,    8.439967
 123.522585,    8.440109
 123.524252,    8.440252
 123.525918,    8.440395
 123.527585,    8.440537
 123.529252,    8.440680
 123.530918,    8.440823
 123.532585,    8.440965
 123.534252,    8.441108
 123.535918,    8.441250
 123.537585,    8.441392
 123.539252,    8.441534
 123.540918,    8.441676
 123.542585,    8.441819
 123.544252,    8.441961
 123.545918,    8.442103
 123.547585,    8.442245
 123.549252,    8.442387
 123.550918,    8.442529
 123.552585,    8.442671
 123.554252,    8.442813
 123.555918,    8.442955
 123.557585,    8.443097
 123.559252,    8.443239
 123.560918,    8.443381
 123.562585,    8.443523
 123.564252,    8.443665
 123.565918,    8.443807
 123.567585,    8.443949
 123.569252,    8.444089
 123.570918,    8.444228
 123.572585,    8.444367
 123.574252,    8.444507
 123.575918,    8.444646
 123.577585,    8.444786
 123.579252,    8.444925
 123.580918,    8.445064
 123.582585,    8.445204
 123.584252,    8.445343
 123.585918,    8.445484
 123.587585,    8.445626
 123.589252,    8.445767
 123.590918,    8.445909
 123.592585,    8.446050
 123.594252,    8.446192
 123.595918,    8.446334
 123.597585,    8.446475
 123.599252,    8.446617
 123.600918,    8.446758
 123.602585,    8.446899
 123.604252,    8.447039
 123.605918,    8.447180
 123.607585,    8.447320
 123.609252,    8.447460
 123.610918,    8.447601
 123.612585,    8.447741
 123.614252,    8.447881
 123.615918,    8.448022
 123.617585,    8.448162
 123.619252,    8.448302
 123.620918,    8.448442
 123.622585,    8.448582
 123.624252,    8.448722
 123.625918,    8.448862
 123.627585,    8.449002
 123.629252,    8.449142
 123.630918,    8.449282
 123.632585,    8.449422
 123.634252,    8.449562
 123.635918,    8.449703
 123.637585,    8.449844
 123.639252,    8.449985
 123.640918,    8.450126
 123.642585,    8.450268
 123.644252,    8.450409
 123.645918,    8.450550
 123.647585,    8.450691
 123.649252,    8.450833
 123.650918,    8.450974
 123.652585,    8.451114
 123.654252,    8.451254
 123.655918,    8.451394
 123.657585,    8.451533
 123.659252,    8.451673
 123.660918,    8.451813
 123.662585,    8.451953
 123.664252,    8.452093
 123.665918,    8.452233
 123.667585,    8.452373
 123.669252,    8.452513
 123.670918,    8.452652
 123.672585,    8.452792
 123.674252,    8.452932
 123.675918,    8.453072
 123.677585,    8.453212
 123.679252,    8.453352
 123.680918,    8.453491
 123.682585,    8.453631
 123.684252,    8.453771
 123.685918,    8.453909
 123.687585,    8.454046
 123.689252,    8.454183
 123.690918,    8.454321
 123.692585,    8.454458
 123.694252,    8.454595
 123.695918,    8.454732
 123.697585,    8.454870
 123.699252,    8.455007
 123.700918,    8.455144
 123.702585,    8.455282
 123.704252,    8.455419
 123.705918,    8.455557
 123.707585,    8.455694
 123.709252,    8.455832
 123.710918,    8.455970
 123.712585,    8.456107
 123.714252,    8.456245
 123.715918,    8.456382
 123.717585,    8.456520
 123.719252,    8.456656
 123.720918,    8.456793
 123.722585,    8.456929
 123.724252,    8.457066
 123.725918,    8.457202
 123.727585,    8.457339
 123.729252,    8.457475
 123.730918,    8.457612
 123.732585,    8.457748
 123.734252,    8.457885
 123.735918,    8.458022
 123.737585,    8.458160
 123.739252,    8.458298
 123.740918,    8.458436
 123.742585,    8.458573
 123.744252,    8.458711
 123.745918,    8.458849
 123.747585,    8.458987
 123.749252,    8.459124
 123.750918,    8.459262
 123.752585,    8.459399
 123.754252,    8.459535
 123.755918,    8.459672
 123.757585,    8.459808
 123.759252,    8.459945
 123.760918,    8.460081
 123.762585,    8.460218
 123.764252,    8.460354
 123.765918,    8.460490
 123.767585,    8.460627
 123.769252,    8.460763
 123.770918,    8.460899
 123.772585,    8.461035
 123.774252,    8.461171
 123.775918,    8.461307
 123.777585,    8.461443
 123.779252,    8.461579
 123.780918,    8.461715
 123.782585,    8.461851
 123.784252,    8.461987
 123.785918,    8.462124
 123.787585,    8.462261
 123.789252,    8.462399
 123.790918,    8.462536
 123.792585,    8.462674
 123.794252,    8.462811
 123.795918,    8.462948
 123.797585,    8.463086
 123.799252,    8.463223
 123.800918,    8.463361
 123.802585,    8.463497
 123.804252,    8.463633
 123.805918,    8.463770
 123.807585,    8.463906
 123.809252,    8.464042
 123.810918,    8.464178
 123.812585,    8.464315
 123.814252,    8.464451
 123.815918,    8.464587
 123.817585,    8.464723
 123.819252,    8.464860
 123.820918,    8.464996
 123.822585,    8.465133
 123.824252,    8.465270
 123.825918,    8.465406
 123.827585,    8.465543
 123.829252,    8.465679
 123.830918,    8.465816
 123.832585,    8.465953
 123.834252,    8.466089
 123.835918,    8.466226
 123.837585,    8.466363
 123.839252,    8.466499
 123.840918,    8.466636
 123.842585,    8.466772
 123.844252,    8.466909
 123.845918,    8.467046
 123.847585,    8.467182
 123.849252,    8.467319
 123.850918,    8.467456
 123.852585,    8.467592
 123.854252,    8.467728
 123.855918,    8.467864
 123.857585,    8.468001
 123.859252,    8.468137
 123.860918,    8.468273
 123.862585,    8.468409
 123.864252,    8.468546
 123.865918,    8.468682
 123.867585,    8.468818
 123.869252,    8.468955
 123.870918,    8.469091
 123.872585,    8.469228
 123.874252,    8.469364
 123.875918,    8.469501
 123.877585,    8.469638
 123.879252,    8.469774
 123.880918,    8.469911
 123.882585,    8.470047
 123.884252,    8.470184
 123.885918,    8.470321
 123.887585,    8.470457
 123.889252,    8.470594
 123.890918,    8.470730
 123.892585,    8.470867
 123.894252,    8.471004
 123.895918,    8.471140
 123.897585,    8.471277
 123.899252,    8.471413
 123.900918,    8.471550
 123.902585,    8.471686
 123.904252,    8.471822
 123.905918,    8.471959
 123.907585,    8.472095
 123.909252,    8.472231
 123.910918,    8.472367
 123.912585,    8.472503
 123.914252,    8.472639
 123.915918,    8.472776
 123.917585,    8.472912
 123.919252,    8.473048
 123.920918,    8.473183
 123.922585,    8.473319
 123.924252,    8.473455
 123.925918,    8.473590
 123.927585,    8.473726
 123.929252,    8.473862
 123.930918,    8.473997
 123.932585,    8.474133
 123.934252,    8.474269
 123.935918,    8.474406
 123.937585,    8.474543
 123.939252,    8.474680
 123.940918,    8.474817
 123.942585,    8.474954
 123.944252,    8.475091
 123.945918,    8.475228
 123.947585,    8.475365
 123.949252,    8.475502
 123.950918,    8.475639
 123.952585,    8.475775
 123.954252,    8.475911
 123.955918,    8.476047
 123.957585,    8.476183
 123.959252,    8.476319
 123.960918,    8.476454
 123.962585,    8.476590
 123.964252,    8.476726
 123.965918,    8.476862
 123.967585,    8.476997
 123.969252,    8.477133
 123.970918,    8.477268
 123.972585,    8.477403
 123.974252,    8.477538
 123.975918,    8.477674
 123.977585,    8.477809
 123.979252,    8.477944
 123.980918,    8.478079
 123.982585,    8.478215
 123.984252,    8.478350
 123.985918,    8.478486
 123.987585,    8.478622
 123.989252,    8.478759
 123.990918,    8.478895
 123.992585,    8.479032
 123.994252,    8.479168
 123.995918,    8.479305
 123.997585,    8.479441
 123.999252,    8.479578
 124.000918,    8.479714
 124.002585,    8.479850
 124.004252,    8.479985
 124.005918,    8.480120
 124.007585,    8.480255
 124.009252,    8.480390
 124.010918,    8.480525
 124.012585,    8.480660
 124.014252,    8.480795
 124.015918,    8.480930
 124.017585,    8.481065
 124.019252,    8.481203
 124.020918,    8.481341
 124.022585,    8.481479
 124.024252,    8.481617
 124.025918,    8.481755
 124.027585,    8.481893
 124.029252,    8.482031
 124.030918,    8.482170
 124.032585,    8.482308
 124.034252,    8.482446
 124.035918,    8.482583
 124.037585,    8.482719
 124.039252,    8.482856
 124.040918,    8.482993
 124.042585,    8.483129
 124.044252,    8.483266
 124.045918,    8.483403
 124.047585,    8.483539
 124.049252,    8.483676
 124.050918,    8.483813
 124.052585,    8.483949
 124.054252,    8.484085
 124.055918,    8.484221
 124.057585,    8.484357
 124.059252,    8.484493
 124.060918,    8.484629
 124.062585,    8.484765
 124.064252,    8.484901
 124.065918,    8.485037
 124.067585,    8.485173
 124.069252,    8.485309
 124.070918,    8.485444
 124.072585,    8.485580
 124.074252,    8.485716
 124.075918,    8.485851
 124.077585,    8.485987
 124.079252,    8.486122
 124.080918,    8.486258
 124.082585,    8.486394
 124.084252,    8.486529
 124.085918,    8.486664
 124.087585,    8.486799
 124.089252,    8.486934
 124.090918,    8.487069
 124.092585,    8.487204
 124.094252,    8.487339
 124.095918,    8.487473
 124.097585,    8.487608
 124.099252,    8.487743
 124.100918,    8.487878
 124.102585,    8.488014
 124.104252,    8.488150
 124.105918,    8.488286
 124.107585,    8.488422
 124.109252,    8.488558
 124.110918,    8.488694
 124.112585,    8.488830
 124.114252,    8.488966
 124.115918,    8.489102
 124.117585,    8.489238
 124.119252,    8.489373
 124.120918,    8.489508
 124.122585,    8.489642
 124.124252,    8.489777
 124.125918,    8.489911
 124.127585,    8.490046
 124.129252,    8.490180
 124.130918,    8.490315
 124.132585,    8.490449
 124.134252,    8.490584
 124.135918,    8.490718
 124.137585,    8.490853
 124.139252,    8.490987
 124.140918,    8.491122
 124.142585,    8.491256
 124.144252,    8.491391
 124.145918,    8.491525
 124.147585,    8.491660
 124.149252,    8.491794
 124.150918,    8.491929
 124.152585,    8.492061
 124.154252,    8.492193
 124.155918,    8.492324
 124.157585,    8.492456
 124.159252,    8.492588
 124.160918,    8.492720
 124.162585,    8.492851
 124.164252,    8.492983
 124.165918,    8.493115
 124.167585,    8.493247
 124.169252,    8.493379
 124.170918,    8.493511
 124.172585,    8.493643
 124.174252,    8.493775
 124.175918,    8.493907
 124.177585,    8.494039
 124.179252,    8.494171
 124.180918,    8.494303
 124.182585,    8.494435
 124.184252,    8.494567
 124.185918,    8.494699
 124.187585,    8.494830
 124.189252,    8.494961
 124.190918,    8.495092
 124.192585,    8.495223
 124.194252,    8.495354
 124.195918,    8.495485
 124.197585,    8.495616
 124.199252,    8.495747
 124.200918,    8.495878
 124.202585,    8.496010
 124.204252,    8.496142
 124.205918,    8.496274
 124.207585,    8.496407
 124.209252,    8.496539
 124.210918,    8.496672
 124.212585,    8.496804
 124.214252,    8.496936
 124.215918,    8.497069
 124.217585,    8.497201
 124.219252,    8.497332
 124.220918,    8.497464
 124.222585,    8.497595
 124.224252,    8.497726
 124.225918,    8.497857
 124.227585,    8.497988
 124.229252,    8.498119
 124.230918,    8.498251
 124.232585,    8.498382
 124.234252,    8.498513
 124.235918,    8.498644
 124.237585,    8.498776
 124.239252,    8.498907
 124.240918,    8.499039
 124.242585,    8.499170
 124.244252,    8.499302
 124.245918,    8.499434
 124.247585,    8.499565
 124.249252,    8.499697
 124.250918,    8.499828
 124.252585,    8.499960
 124.254252,    8.500091
 124.255918,    8.500223
 124.257585,    8.500355
 124.259252,    8.500486
 124.260918,    8.500618
 124.262585,    8.500750
 124.264252,    8.500881
 124.265918,    8.501013
 124.267585,    8.501144
 124.269252,    8.501276
 124.270918,    8.501407
 124.272585,    8.501538
 124.274252,    8.501670
 124.275918,    8.501801
 124.277585,    8.501932
 124.279252,    8.502064
 124.280918,    8.502195
 124.282585,    8.502326
 124.284252,    8.502458
 124.285918,    8.502587
 124.287585,    8.502716
 124.289252,    8.502844
 124.290918,    8.502973
 124.292585,    8.503102
 124.294252,    8.503231
 124.295918,    8.503359
 124.297585,    8.503488
 124.299252,    8.503617
 124.300918,    8.503746
 124.302585,    8.503875
 124.304252,    8.504004
 124.305918,    8.504133
 124.307585,    8.504262
 124.309252,    8.504391
 124.310918,    8.504520
 124.312585,    8.504650
 124.314252,    8.504779
 124.315918,    8.504908
 124.317585,    8.505037
 124.319252,    8.505165
 124.320918,    8.505294
 124.322585,    8.505422
 124.324252,    8.505550
 124.325918,    8.505678
 124.327585,    8.505807
 124.329252,    8.505935
 124.330918,    8.506063
 124.332585,    8.506191
 124.334252,    8.506320
 124.335918,    8.506449
 124.337585,    8.506579
 124.339252,    8.506709
 124.340918,    8.506839
 124.342585,    8.506969
 124.344252,    8.507099
 124.345918,    8.507229
 124.347585,    8.507359
 124.349252,    8.507488
 124.350918,    8.507618
 124.352585,    8.507748
 124.354252,    8.507877
 124.355918,    8.508005
 124.357585,    8.508134
 124.359252,    8.508263
 124.360918,    8.508392
 124.362585,    8.508521
 124.364252,    8.508650
 124.365918,    8.508779
 124.367585,    8.508908
 124.369252,    8.509039
 124.370918,    8.509170
 124.372585,    8.509301
 124.374252,    8.509432
 124.375918,    8.509563
 124.377585,    8.509694
 124.379252,    8.509825
 124.380918,    8.509956
 124.382585,    8.510087
 124.384252,    8.510218
 124.385918,    8.510347
 124.387585,    8.510476
 124.389252,    8.510604
 124.390918,    8.510732
 124.392585,    8.510861
 124.394252,    8.510989
 124.395918,    8.511118
 124.397585,    8.511246
 124.399252,    8.511375
 124.400918,    8.511503
 124.402585,    8.511632
 124.404252,    8.511761
 124.405918,    8.511889
 124.407585,    8.512018
 124.409252,    8.512147
 124.410918,    8.512276
 124.412585,    8.512405
 124.414252,    8.512534
 124.415918,    8.512662
 124.417585,    8.512791
 124.419252,    8.512921
 124.420918,    8.513052
 124.422585,    8.513182
 124.424252,    8.513312
 124.425918,    8.513442
 124.427585,    8.513573
 124.429252,    8.513703
 124.430918,    8.513833
 124.432585,    8.513963
 124.434252,    8.514094
 124.435918,    8.514223
 124.437585,    8.514352
 124.439252,    8.514481
 124.440918,    8.514610
 124.442585,    8.514739
 124.444252,    8.514868
 124.445918,    8.514998
 124.447585,    8.515127
 124.449252,    8.515256
 124.450918,    8.515385
 124.452585,    8.515514
 124.454252,    8.515644
 124.455918,    8.515773
 124.457585,    8.515903
 124.459252,    8.516032
 124.460918,    8.516162
 124.462585,    8.516291
 124.464252,    8.516421
 124.465918,    8.516550
 124.467585,    8.516680
 124.469252,    8.516810
 124.470918,    8.516939
 124.472585,    8.517069
 124.474252,    8.517199
 124.475918,    8.517328
 124.477585,    8.517458
 124.479252,    8.517587
 124.480918,    8.517717
 124.482585,    8.517847
 124.484252,    8.517976
 124.485918,    8.518106
 124.487585,    8.518235
 124.489252,    8.518364
 124.490918,    8.518494
 124.492585,    8.518623
 124.494252,    8.518752
 124.495918,    8.518882
 124.497585,    8.519011
 124.499252,    8.519140
 124.500918,    8.519270
 124.502585,    8.519397
 124.504252,    8.519524
 124.505918,    8.519650
 124.507585,    8.519777
 124.509252,    8.519904
 124.510918,    8.520031
 124.512585,    8.520157
 124.514252,    8.520284
 124.515918,    8.520411
 124.517585,    8.520537
 124.519252,    8.520664
 124.520918,    8.520792
 124.522585,    8.520919
 124.524252,    8.521046
 124.525918,    8.521173
 124.527585,    8.521300
 124.529252,    8.521427
 124.530918,    8.521554
 124.532585,    8.521681
 124.534252,    8.521809
 124.535918,    8.521935
 124.537585,    8.522061
 124.539252,    8.522187
 124.540918,    8.522313
 124.542585,    8.522440
 124.544252,    8.522566
 124.545918,    8.522692
 124.547585,    8.522818
 124.549252,    8.522944
 124.550918,    8.523070
 124.552585,    8.523198
 124.554252,    8.523326
 124.555918,    8.523454
 124.557585,    8.523581
 124.559252,    8.523709
 124.560918,    8.523837
 124.562585,    8.523965
 124.564252,    8.524092
 124.565918,    8.524220
 124.567585,    8.524348
 124.569252,    8.524475
 124.570918,    8.524602
 124.572585,    8.524728
 124.574252,    8.524855
 124.575918,    8.524982
 124.577585,    8.525109
 124.579252,    8.525236
 124.580918,    8.525362
 124.582585,    8.525489
 124.584252,    8.525616
 124.585918,    8.525745
 124.587585,    8.525873
 124.589252,    8.526002
 124.590918,    8.526131
 124.592585,    8.526260
 124.594252,    8.526389
 124.595918,    8.526517
 124.597585,    8.526646
 124.599252,    8.526775
 124.600918,    8.526904
 124.602585,    8.527030
 124.604252,    8.527156
 124.605918,    8.527283
 124.607585,    8.527409
 124.609252,    8.527535
 124.610918,    8.527661
 124.612585,    8.527787
 124.614252,    8.527913
 124.615918,    8.528039
 124.617585,    8.528165
 124.619252,    8.528292
 124.620918,    8.528418
 124.622585,    8.528545
 124.624252,    8.528671
 124.625918,    8.528798
 124.627585,    8.528924
 124.629252,    8.529050
 124.630918,    8.529177
 124.632585,    8.529303
 124.634252,    8.529430
 124.635918,    8.529557
 124.637585,    8.529685
 124.639252,    8.529813
 124.640918,    8.529941
 124.642585,    8.530069
 124.644252,    8.530196
 124.645918,    8.530324
 124.647585,    8.530452
 124.649252,    8.530580
 124.650918,    8.530708
 124.652585,    8.530835
 124.654252,    8.530961
 124.655918,    8.531088
 124.657585,    8.531214
 124.659252,    8.531341
 124.660918,    8.531468
 124.662585,    8.531594
 124.664252,    8.531721
 124.665918,    8.531848
 124.667585,    8.531974
 124.669252,    8.532101
 124.670918,    8.532228
 124.672585,    8.532355
 124.674252,    8.532482
 124.675918,    8.532609
 124.677585,    8.532736
 124.679252,    8.532863
 124.680918,    8.532990
 124.682585,    8.533117
 124.684252,    8.533244
 124.685918,    8.533371
 124.687585,    8.533498
 124.689252,    8.533625
 124.690918,    8.533752
 124.692585,    8.533879
 124.694252,    8.534007
 124.695918,    8.534134
 124.697585,    8.534261
 124.699252,    8.534388
 124.700918,    8.534515
 124.702585,    8.534642
 124.704252,    8.534769
 124.705918,    8.534895
 124.707585,    8.535022
 124.709252,    8.535149
 124.710918,    8.535276
 124.712585,    8.535403
 124.714252,    8.535530
 124.715918,    8.535656
 124.717585,    8.535783
 124.719252,    8.535908
 124.720918,    8.536032
 124.722585,    8.536156
 124.724252,    8.536281
 124.725918,    8.536405
 124.727585,    8.536529
 124.729252,    8.536653
 124.730918,    8.536778
 124.732585,    8.536902
 124.734252,    8.537026
 124.735918,    8.537151
 124.737585,    8.537275
 124.739252,    8.537400
 124.740918,    8.537524
 124.742585,    8.537649
 124.744252,    8.537774
 124.745918,    8.537898
 124.747585,    8.538023
 124.749252,    8.538147
 124.750918,    8.538272
 124.752585,    8.538396
 124.754252,    8.538520
 124.755918,    8.538643
 124.757585,    8.538767
 124.759252,    8.538891
 124.760918,    8.539015
 124.762585,    8.539138
 124.764252,    8.539262
 124.765918,    8.539386
 124.767585,    8.539509
 124.769252,    8.539635
 124.770918,    8.539760
 124.772585,    8.539885
 124.774252,    8.540011
 124.775918,    8.540136
 124.777585,    8.540261
 124.779252,    8.540387
 124.780918,    8.540512
 124.782585,    8.540638
 124.784252,    8.540763
 124.785918,    8.540888
 124.787585,    8.541012
 124.789252,    8.541137
 124.790918,    8.541261
 124.792585,    8.541386
 124.794252,    8.541510
 124.795918,    8.541635
 124.797585,    8.541759
 124.799252,    8.541884
 124.800918,    8.542008
 124.802585,    8.542134
 124.804252,    8.542261
 124.805918,    8.542387
 124.807585,    8.542514
 124.809252,    8.542640
 124.810918,    8.542767
 124.812585,    8.542893
 124.814252,    8.543020
 124.815918,    8.543146
 124.817585,    8.543273
 124.819252,    8.543397
 124.820918,    8.543521
 124.822585,    8.543645
 124.824252,    8.543769
 124.825918,    8.543893
 124.827585,    8.544017
 124.829252,    8.544141
 124.830918,    8.544265
 124.832585,    8.544389
 124.834252,    8.544513
 124.835918,    8.544638
 124.837585,    8.544762
 124.839252,    8.544886
 124.840918,    8.545011
 124.842585,    8.545135
 124.844252,    8.545259
 124.845918,    8.545384
 124.847585,    8.545508
 124.849252,    8.545633
 124.850918,    8.545757
 124.852585,    8.545882
 124.854252,    8.546008
 124.855918,    8.546134
 124.857585,    8.546260
 124.859252,    8.546386
 124.860918,    8.546512
 124.862585,    8.546637
 124.864252,    8.546763
 124.865918,    8.546889
 124.867585,    8.547015
 124.869252,    8.547140
 124.870918,    8.547264
 124.872585,    8.547389
 124.874252,    8.547514
 124.875918,    8.547638
 124.877585,    8.547763
 124.879252,    8.547888
 124.880918,    8.548012
 124.882585,    8.548137
 124.884252,    8.548262
 124.885918,    8.548387
 124.887585,    8.548512
