alpha body, Efficiency
 -10.000000,    6.057657
  -9.090909,    6.931951
  -8.181818,    7.818964
  -7.272727,    8.717640
  -6.363636,    9.625043
  -5.454545,   10.536293
  -4.545455,   11.448194
  -3.636364,   12.358863
  -2.727273,   13.264055
  -1.818182,   14.174943
  -0.909091,   15.026169
  -0.000000,   15.837495
   0.909091,   16.565224
   1.818182,   17.297839
   2.727273,   18.043798
