CL_e, delta_e_eq
   1.197203,  -11.934433
   1.280379,  -12.712010
   1.363715,  -13.464967
   1.447214,  -14.193610
   1.530877,  -14.898193
   1.614820,  -16.942910
   1.698805,  -22.541041
   1.782958,  -24.820329
   1.867283,  -25.000000
