x z ! SC(2)-0710
     1.0000     -0.0119
     0.9900     -0.0090
     0.9800     -0.0062
     0.9700     -0.0036
     0.9600     -0.0012
     0.9500      0.0011
     0.9400      0.0033
     0.9300      0.0054
     0.9200      0.0075
     0.9100      0.0095
     0.9000      0.0114
     0.8900      0.0133
     0.8800      0.0151
     0.8700      0.0169
     0.8600      0.0186
     0.8500      0.0203
     0.8400      0.0219
     0.8300      0.0235
     0.8200      0.0250
     0.8100      0.0265
     0.8000      0.0279
     0.7900      0.0292
     0.7800      0.0305
     0.7700      0.0317
     0.7600      0.0328
     0.7500      0.0339
     0.7400      0.0349
     0.7300      0.0359
     0.7200      0.0368
     0.7100      0.0377
     0.7000      0.0385
     0.6900      0.0393
     0.6800      0.0400
     0.6700      0.0407
     0.6600      0.0414
     0.6500      0.0421
     0.6400      0.0427
     0.6300      0.0433
     0.6200      0.0439
     0.6100      0.0444
     0.6000      0.0449
     0.5900      0.0454
     0.5800      0.0459
     0.5700      0.0463
     0.5600      0.0467
     0.5500      0.0471
     0.5400      0.0475
     0.5300      0.0478
     0.5200      0.0481
     0.5100      0.0484
     0.5000      0.0487
     0.4900      0.0489
     0.4800      0.0491
     0.4700      0.0493
     0.4600      0.0495
     0.4500      0.0496
     0.4400      0.0497
     0.4300      0.0498
     0.4200      0.0499
     0.4100      0.0500
     0.4000      0.0500
     0.3900      0.0500
     0.3800      0.0500
     0.3700      0.0500
     0.3600      0.0499
     0.3500      0.0498
     0.3400      0.0497
     0.3300      0.0496
     0.3200      0.0494
     0.3100      0.0492
     0.3000      0.0490
     0.2900      0.0488
     0.2800      0.0485
     0.2700      0.0482
     0.2600      0.0479
     0.2500      0.0475
     0.2400      0.0471
     0.2300      0.0467
     0.2200      0.0462
     0.2100      0.0457
     0.2000      0.0451
     0.1900      0.0445
     0.1800      0.0439
     0.1700      0.0432
     0.1600      0.0425
     0.1500      0.0417
     0.1400      0.0408
     0.1300      0.0399
     0.1200      0.0389
     0.1100      0.0378
     0.1000      0.0366
     0.0900      0.0354
     0.0800      0.0340
     0.0700      0.0325
     0.0600      0.0308
     0.0500      0.0289
     0.0400      0.0267
     0.0300      0.0240
     0.0200      0.0206
     0.0100      0.0155
     0.0050      0.0116
     0.0020      0.0076
     0.0000      0.0000
     0.0000      0.0000
     0.0020     -0.0076
     0.0050     -0.0116
     0.0100     -0.0155
     0.0200     -0.0206
     0.0300     -0.0240
     0.0400     -0.0267
     0.0500     -0.0289
     0.0600     -0.0308
     0.0700     -0.0325
     0.0800     -0.0340
     0.0900     -0.0354
     0.1000     -0.0366
     0.1100     -0.0378
     0.1200     -0.0389
     0.1300     -0.0399
     0.1400     -0.0408
     0.1500     -0.0417
     0.1600     -0.0425
     0.1700     -0.0432
     0.1800     -0.0439
     0.1900     -0.0446
     0.2000     -0.0452
     0.2100     -0.0458
     0.2200     -0.0463
     0.2300     -0.0468
     0.2400     -0.0472
     0.2500     -0.0476
     0.2600     -0.0480
     0.2700     -0.0483
     0.2800     -0.0486
     0.2900     -0.0489
     0.3000     -0.0491
     0.3100     -0.0493
     0.3200     -0.0495
     0.3300     -0.0496
     0.3400     -0.0497
     0.3500     -0.0498
     0.3600     -0.0498
     0.3700     -0.0498
     0.3800     -0.0498
     0.3900     -0.0497
     0.4000     -0.0496
     0.4100     -0.0495
     0.4200     -0.0493
     0.4300     -0.0491
     0.4400     -0.0489
     0.4500     -0.0486
     0.4600     -0.0483
     0.4700     -0.0479
     0.4800     -0.0475
     0.4900     -0.0470
     0.5000     -0.0465
     0.5100     -0.0459
     0.5200     -0.0453
     0.5300     -0.0446
     0.5400     -0.0438
     0.5500     -0.0430
     0.5600     -0.0421
     0.5700     -0.0411
     0.5800     -0.0401
     0.5900     -0.0390
     0.6000     -0.0379
     0.6100     -0.0367
     0.6200     -0.0355
     0.6300     -0.0342
     0.6400     -0.0329
     0.6500     -0.0315
     0.6600     -0.0301
     0.6700     -0.0287
     0.6800     -0.0272
     0.6900     -0.0257
     0.7000     -0.0242
     0.7100     -0.0226
     0.7200     -0.0210
     0.7300     -0.0194
     0.7400     -0.0178
     0.7500     -0.0162
     0.7600     -0.0147
     0.7700     -0.0132
     0.7800     -0.0117
     0.7900     -0.0103
     0.8000     -0.0089
     0.8100     -0.0076
     0.8200     -0.0064
     0.8300     -0.0053
     0.8400     -0.0044
     0.8500     -0.0036
     0.8600     -0.0030
     0.8700     -0.0026
     0.8800     -0.0023
     0.8900     -0.0022
     0.9000     -0.0023
     0.9100     -0.0026
     0.9200     -0.0032
     0.9300     -0.0040
     0.9400     -0.0050
     0.9500     -0.0063
     0.9600     -0.0078
     0.9700     -0.0096
     0.9800     -0.0117
     0.9900     -0.0141
     1.0000     -0.0168
