x z ! CS300 Fuselage
    38.7000      0.9300
    38.6316      1.1480
    38.2245      1.3637
    37.3187      1.5471
    35.9130      1.6845
    34.1238      1.7742
    32.1449      1.8235
    30.2074      1.8443
    28.5386      1.8496
    27.3222      1.8500
    18.8727      1.8500
    11.7390      1.8500
     5.9211      1.8500
     5.5448      1.8248
     4.9528      1.6815
     4.0936      1.3816
     3.0458      0.9512
     1.9638      0.4560
     1.0234     -0.0236
     0.3682     -0.4168
     0.0551     -0.6878
     0.0000     -0.8600
     0.0352     -1.0002
     0.2419     -1.1513
     0.6945     -1.3122
     1.3862     -1.4728
     2.2562     -1.6182
     3.2164     -1.7339
     4.1789     -1.8096
     5.0827     -1.8441
     5.9211     -1.8500
    11.7390     -1.8500
    18.8727     -1.8500
    27.3222     -1.8500
    28.2598     -1.8275
    29.6817     -1.7001
    31.4781     -1.4336
    33.4574     -1.0475
    35.3762     -0.5926
    36.9844     -0.1294
    38.0850      0.2902
    38.6079      0.6392
    38.7000      0.9300
