alpha_w, Cl
   0.000000,    1.430478
   0.005025,    1.433188
   0.010050,    1.438572
   0.015075,    1.443938
   0.020101,    1.449280
   0.025126,    1.454594
   0.030151,    1.459877
   0.035176,    1.465129
   0.040201,    1.470346
   0.045226,    1.475529
   0.050251,    1.480675
   0.055276,    1.485783
   0.060302,    1.490855
   0.065327,    1.495887
   0.070352,    1.500881
   0.075377,    1.505837
   0.080402,    1.510753
   0.085427,    1.515629
   0.090452,    1.520467
   0.095477,    1.525265
   0.100503,    1.530025
   0.105528,    1.534745
   0.110553,    1.539426
   0.115578,    1.544070
   0.120603,    1.548674
   0.125628,    1.553241
   0.130653,    1.557771
   0.135678,    1.562263
   0.140704,    1.566718
   0.145729,    1.571136
   0.150754,    1.575519
   0.155779,    1.579866
   0.160804,    1.584177
   0.165829,    1.588454
   0.170854,    1.592697
   0.175879,    1.596905
   0.180905,    1.601080
   0.185930,    1.605222
   0.190955,    1.609331
   0.195980,    1.613409
   0.201005,    1.617455
   0.206030,    1.621469
   0.211055,    1.625454
   0.216080,    1.629408
   0.221106,    1.633333
   0.226131,    1.637229
   0.231156,    1.641096
   0.236181,    1.644936
   0.241206,    1.648749
   0.246231,    1.652536
   0.251256,    1.656297
   0.256281,    1.660033
   0.261307,    1.663746
   0.266332,    1.667436
   0.271357,    1.671104
   0.276382,    1.674752
   0.281407,    1.678381
   0.286432,    1.681993
   0.291457,    1.685591
   0.296482,    1.689088
   0.301508,    1.691988
   0.306533,    1.693879
   0.311558,    1.695532
   0.316583,    1.697152
   0.321608,    1.698739
   0.326633,    1.700291
   0.331658,    1.701808
   0.336683,    1.703289
   0.341709,    1.704735
   0.346734,    1.706145
   0.351759,    1.707518
   0.356784,    1.708856
   0.361809,    1.710157
   0.366834,    1.711422
   0.371859,    1.712650
   0.376884,    1.713842
   0.381910,    1.714997
   0.386935,    1.716116
   0.391960,    1.717198
   0.396985,    1.718243
   0.402010,    1.719252
   0.407035,    1.720224
   0.412060,    1.721159
   0.417085,    1.722058
   0.422111,    1.722919
   0.427136,    1.723743
   0.432161,    1.724530
   0.437186,    1.725280
   0.442211,    1.725993
   0.447236,    1.726667
   0.452261,    1.727305
   0.457286,    1.727904
   0.462312,    1.728465
   0.467337,    1.728987
   0.472362,    1.729471
   0.477387,    1.729916
   0.482412,    1.730322
   0.487437,    1.730689
   0.492462,    1.731015
   0.497487,    1.731301
   0.502513,    1.731547
   0.507538,    1.731751
   0.512563,    1.731914
   0.517588,    1.732034
   0.522613,    1.732112
   0.527638,    1.732147
   0.532663,    1.732138
   0.537688,    1.732084
   0.542714,    1.731985
   0.547739,    1.731841
   0.552764,    1.731650
   0.557789,    1.731411
   0.562814,    1.731124
   0.567839,    1.730788
   0.572864,    1.730401
   0.577889,    1.729964
   0.582915,    1.729474
   0.587940,    1.728930
   0.592965,    1.728332
   0.597990,    1.727677
   0.603015,    1.726966
   0.608040,    1.726195
   0.613065,    1.725364
   0.618090,    1.724471
   0.623116,    1.723515
   0.628141,    1.722493
   0.633166,    1.721403
   0.638191,    1.720244
   0.643216,    1.719014
   0.648241,    1.717710
   0.653266,    1.716330
   0.658291,    1.714871
   0.663317,    1.713330
   0.668342,    1.711706
   0.673367,    1.709995
   0.678392,    1.708193
   0.683417,    1.706298
   0.688442,    1.704305
   0.693467,    1.702212
   0.698492,    1.700013
   0.703518,    1.697706
   0.708543,    1.695285
   0.713568,    1.692745
   0.718593,    1.690082
   0.723618,    1.687290
   0.728643,    1.684363
   0.733668,    1.681296
   0.738693,    1.678081
   0.743719,    1.674712
   0.748744,    1.671181
   0.753769,    1.667480
   0.758794,    1.663601
   0.763819,    1.659535
   0.768844,    1.655271
   0.773869,    1.650800
   0.778894,    1.646111
   0.783920,    1.641190
   0.788945,    1.636026
   0.793970,    1.630605
   0.798995,    1.624911
   0.804020,    1.618928
   0.809045,    1.612639
   0.814070,    1.606025
   0.819095,    1.599065
   0.824121,    1.591737
   0.829146,    1.584018
   0.834171,    1.575881
   0.839196,    1.567297
   0.844221,    1.558236
   0.849246,    1.548664
   0.854271,    1.538542
   0.859296,    1.527831
   0.864322,    1.516486
   0.869347,    1.504456
   0.874372,    1.491688
   0.879397,    1.478120
   0.884422,    1.463685
   0.889447,    1.448308
   0.894472,    1.431905
   0.899497,    1.414382
   0.904523,    1.395632
   0.909548,    1.375535
   0.914573,    1.353953
   0.919598,    1.330731
   0.924623,    1.305687
   0.929648,    1.278612
   0.934673,    1.249261
   0.939698,    1.217343
   0.944724,    1.182513
   0.949749,    1.144352
   0.954774,    1.102342
   0.959799,    1.055834
   0.964824,    1.003989
   0.969849,    0.945688
   0.974874,    0.879370
   0.979899,    0.802725
   0.984925,    0.712022
   0.989950,    0.600342
   0.994975,    0.451126
   1.000000,    0.000000
