alpha_w, Cl
   0.000000,    0.767711
   0.005025,    0.769164
   0.010050,    0.772051
   0.015075,    0.774927
   0.020101,    0.777788
   0.025126,    0.780632
   0.030151,    0.783458
   0.035176,    0.786265
   0.040201,    0.789052
   0.045226,    0.791819
   0.050251,    0.794564
   0.055276,    0.797288
   0.060302,    0.799989
   0.065327,    0.802669
   0.070352,    0.805325
   0.075377,    0.807959
   0.080402,    0.810570
   0.085427,    0.813157
   0.090452,    0.815722
   0.095477,    0.818264
   0.100503,    0.820782
   0.105528,    0.823277
   0.110553,    0.825750
   0.115578,    0.828199
   0.120603,    0.830626
   0.125628,    0.833029
   0.130653,    0.835411
   0.135678,    0.837769
   0.140704,    0.840105
   0.145729,    0.842419
   0.150754,    0.844711
   0.155779,    0.846981
   0.160804,    0.849228
   0.165829,    0.851454
   0.170854,    0.853659
   0.175879,    0.855842
   0.180905,    0.858003
   0.185930,    0.860143
   0.190955,    0.862262
   0.195980,    0.864360
   0.201005,    0.866437
   0.206030,    0.868493
   0.211055,    0.870529
   0.216080,    0.872544
   0.221106,    0.874538
   0.226131,    0.876512
   0.231156,    0.878465
   0.236181,    0.880398
   0.241206,    0.882311
   0.246231,    0.884203
   0.251256,    0.886076
   0.256281,    0.887928
   0.261307,    0.889760
   0.266332,    0.891572
   0.271357,    0.893364
   0.276382,    0.895136
   0.281407,    0.896888
   0.286432,    0.898621
   0.291457,    0.900333
   0.296482,    0.901978
   0.301508,    0.903287
   0.306533,    0.904036
   0.311558,    0.904641
   0.316583,    0.905215
   0.321608,    0.905759
   0.326633,    0.906273
   0.331658,    0.906759
   0.336683,    0.907215
   0.341709,    0.907643
   0.346734,    0.908044
   0.351759,    0.908416
   0.356784,    0.908761
   0.361809,    0.909079
   0.366834,    0.909370
   0.371859,    0.909634
   0.376884,    0.909872
   0.381910,    0.910084
   0.386935,    0.910270
   0.391960,    0.910429
   0.396985,    0.910563
   0.402010,    0.910672
   0.407035,    0.910755
   0.412060,    0.910813
   0.417085,    0.910846
   0.422111,    0.910853
   0.427136,    0.910836
   0.432161,    0.910794
   0.437186,    0.910726
   0.442211,    0.910635
   0.447236,    0.910518
   0.452261,    0.910377
   0.457286,    0.910211
   0.462312,    0.910020
   0.467337,    0.909805
   0.472362,    0.909565
   0.477387,    0.909300
   0.482412,    0.909011
   0.487437,    0.908697
   0.492462,    0.908357
   0.497487,    0.907993
   0.502513,    0.907603
   0.507538,    0.907188
   0.512563,    0.906748
   0.517588,    0.906282
   0.522613,    0.905790
   0.527638,    0.905272
   0.532663,    0.904728
   0.537688,    0.904157
   0.542714,    0.903560
   0.547739,    0.902936
   0.552764,    0.902284
   0.557789,    0.901604
   0.562814,    0.900897
   0.567839,    0.900161
   0.572864,    0.899396
   0.577889,    0.898602
   0.582915,    0.897778
   0.587940,    0.896924
   0.592965,    0.896039
   0.597990,    0.895123
   0.603015,    0.894174
   0.608040,    0.893194
   0.613065,    0.892179
   0.618090,    0.891131
   0.623116,    0.890048
   0.628141,    0.888929
   0.633166,    0.887774
   0.638191,    0.886581
   0.643216,    0.885350
   0.648241,    0.884079
   0.653266,    0.882768
   0.658291,    0.881415
   0.663317,    0.880019
   0.668342,    0.878579
   0.673367,    0.877093
   0.678392,    0.875560
   0.683417,    0.873978
   0.688442,    0.872346
   0.693467,    0.870661
   0.698492,    0.868923
   0.703518,    0.867128
   0.708543,    0.865275
   0.713568,    0.863362
   0.718593,    0.861386
   0.723618,    0.859344
   0.728643,    0.857234
   0.733668,    0.855053
   0.738693,    0.852798
   0.743719,    0.850465
   0.748744,    0.848051
   0.753769,    0.845553
   0.758794,    0.842965
   0.763819,    0.840284
   0.768844,    0.837505
   0.773869,    0.834623
   0.778894,    0.831633
   0.783920,    0.828528
   0.788945,    0.825304
   0.793970,    0.821952
   0.798995,    0.818466
   0.804020,    0.814839
   0.809045,    0.811061
   0.814070,    0.807123
   0.819095,    0.803017
   0.824121,    0.798731
   0.829146,    0.794253
   0.834171,    0.789571
   0.839196,    0.784672
   0.844221,    0.779540
   0.849246,    0.774159
   0.854271,    0.768512
   0.859296,    0.762577
   0.864322,    0.756334
   0.869347,    0.749760
   0.874372,    0.742827
   0.879397,    0.735506
   0.884422,    0.727764
   0.889447,    0.719567
   0.894472,    0.710872
   0.899497,    0.701635
   0.904523,    0.691804
   0.909548,    0.681321
   0.914573,    0.670119
   0.919598,    0.658124
   0.924623,    0.645247
   0.929648,    0.631387
   0.934673,    0.616426
   0.939698,    0.600223
   0.944724,    0.582611
   0.949749,    0.563386
   0.954774,    0.542298
   0.959799,    0.519031
   0.964824,    0.493179
   0.969849,    0.464197
   0.974874,    0.431328
   0.979899,    0.393447
   0.984925,    0.348737
   0.989950,    0.293828
   0.994975,    0.220644
   1.000000,    0.000000
