alpha_w, Cl
   0.000000,    0.388987
   0.005025,    0.389722
   0.010050,    0.391182
   0.015075,    0.392635
   0.020101,    0.394078
   0.025126,    0.395511
   0.030151,    0.396932
   0.035176,    0.398343
   0.040201,    0.399741
   0.045226,    0.401128
   0.050251,    0.402501
   0.055276,    0.403862
   0.060302,    0.405209
   0.065327,    0.406544
   0.070352,    0.407864
   0.075377,    0.409172
   0.080402,    0.410465
   0.085427,    0.411745
   0.090452,    0.413011
   0.095477,    0.414263
   0.100503,    0.415500
   0.105528,    0.416724
   0.110553,    0.417934
   0.115578,    0.419130
   0.120603,    0.420312
   0.125628,    0.421480
   0.130653,    0.422633
   0.135678,    0.423773
   0.140704,    0.424898
   0.145729,    0.426009
   0.150754,    0.427106
   0.155779,    0.428189
   0.160804,    0.429257
   0.165829,    0.430312
   0.170854,    0.431351
   0.175879,    0.432377
   0.180905,    0.433388
   0.185930,    0.434384
   0.190955,    0.435366
   0.195980,    0.436332
   0.201005,    0.437284
   0.206030,    0.438222
   0.211055,    0.439143
   0.216080,    0.440050
   0.221106,    0.440941
   0.226131,    0.441816
   0.231156,    0.442676
   0.236181,    0.443519
   0.241206,    0.444346
   0.246231,    0.445156
   0.251256,    0.445949
   0.256281,    0.446725
   0.261307,    0.447482
   0.266332,    0.448221
   0.271357,    0.448941
   0.276382,    0.449641
   0.281407,    0.450321
   0.286432,    0.450979
   0.291457,    0.451615
   0.296482,    0.452201
   0.301508,    0.452600
   0.306533,    0.452696
   0.311558,    0.452703
   0.316583,    0.452680
   0.321608,    0.452628
   0.326633,    0.452549
   0.331658,    0.452445
   0.336683,    0.452316
   0.341709,    0.452163
   0.346734,    0.451986
   0.351759,    0.451786
   0.356784,    0.451564
   0.361809,    0.451320
   0.366834,    0.451055
   0.371859,    0.450768
   0.376884,    0.450461
   0.381910,    0.450134
   0.386935,    0.449786
   0.391960,    0.449419
   0.396985,    0.449032
   0.402010,    0.448626
   0.407035,    0.448201
   0.412060,    0.447758
   0.417085,    0.447296
   0.422111,    0.446816
   0.427136,    0.446317
   0.432161,    0.445801
   0.437186,    0.445267
   0.442211,    0.444716
   0.447236,    0.444147
   0.452261,    0.443561
   0.457286,    0.442958
   0.462312,    0.442338
   0.467337,    0.441701
   0.472362,    0.441047
   0.477387,    0.440377
   0.482412,    0.439690
   0.487437,    0.438987
   0.492462,    0.438267
   0.497487,    0.437531
   0.502513,    0.436778
   0.507538,    0.436010
   0.512563,    0.435225
   0.517588,    0.434423
   0.522613,    0.433606
   0.527638,    0.432772
   0.532663,    0.431922
   0.537688,    0.431056
   0.542714,    0.430174
   0.547739,    0.429275
   0.552764,    0.428360
   0.557789,    0.427429
   0.562814,    0.426481
   0.567839,    0.425517
   0.572864,    0.424536
   0.577889,    0.423538
   0.582915,    0.422524
   0.587940,    0.421492
   0.592965,    0.420443
   0.597990,    0.419377
   0.603015,    0.418294
   0.608040,    0.417193
   0.613065,    0.416074
   0.618090,    0.414937
   0.623116,    0.413781
   0.628141,    0.412607
   0.633166,    0.411414
   0.638191,    0.410202
   0.643216,    0.408970
   0.648241,    0.407719
   0.653266,    0.406447
   0.658291,    0.405155
   0.663317,    0.403841
   0.668342,    0.402506
   0.673367,    0.401149
   0.678392,    0.399769
   0.683417,    0.398367
   0.688442,    0.396940
   0.693467,    0.395490
   0.698492,    0.394014
   0.703518,    0.392512
   0.708543,    0.390984
   0.713568,    0.389429
   0.718593,    0.387845
   0.723618,    0.386232
   0.728643,    0.384589
   0.733668,    0.382915
   0.738693,    0.381208
   0.743719,    0.379467
   0.748744,    0.377692
   0.753769,    0.375880
   0.758794,    0.374030
   0.763819,    0.372141
   0.768844,    0.370210
   0.773869,    0.368236
   0.778894,    0.366217
   0.783920,    0.364150
   0.788945,    0.362033
   0.793970,    0.359865
   0.798995,    0.357641
   0.804020,    0.355359
   0.809045,    0.353016
   0.814070,    0.350608
   0.819095,    0.348132
   0.824121,    0.345584
   0.829146,    0.342959
   0.834171,    0.340252
   0.839196,    0.337458
   0.844221,    0.334571
   0.849246,    0.331585
   0.854271,    0.328494
   0.859296,    0.325289
   0.864322,    0.321962
   0.869347,    0.318505
   0.874372,    0.314906
   0.879397,    0.311155
   0.884422,    0.307239
   0.889447,    0.303143
   0.894472,    0.298853
   0.899497,    0.294351
   0.904523,    0.289617
   0.909548,    0.284627
   0.914573,    0.279357
   0.919598,    0.273777
   0.924623,    0.267853
   0.929648,    0.261544
   0.934673,    0.254806
   0.939698,    0.247583
   0.944724,    0.239809
   0.949749,    0.231405
   0.954774,    0.222273
   0.959799,    0.212287
   0.964824,    0.201288
   0.969849,    0.189060
   0.974874,    0.175304
   0.979899,    0.159574
   0.984925,    0.141146
   0.989950,    0.118678
   0.994975,    0.088941
   1.000000,    0.000000
