alpha_w, Cl
   0.000000,    1.809202
   0.005025,    1.812629
   0.010050,    1.819441
   0.015075,    1.826230
   0.020101,    1.832990
   0.025126,    1.839715
   0.030151,    1.846403
   0.035176,    1.853051
   0.040201,    1.859657
   0.045226,    1.866220
   0.050251,    1.872738
   0.055276,    1.879210
   0.060302,    1.885635
   0.065327,    1.892012
   0.070352,    1.898342
   0.075377,    1.904624
   0.080402,    1.910857
   0.085427,    1.917042
   0.090452,    1.923178
   0.095477,    1.929266
   0.100503,    1.935306
   0.105528,    1.941298
   0.110553,    1.947242
   0.115578,    1.953138
   0.120603,    1.958988
   0.125628,    1.964791
   0.130653,    1.970548
   0.135678,    1.976259
   0.140704,    1.981925
   0.145729,    1.987546
   0.150754,    1.993124
   0.155779,    1.998657
   0.160804,    2.004148
   0.165829,    2.009597
   0.170854,    2.015004
   0.175879,    2.020370
   0.180905,    2.025695
   0.185930,    2.030981
   0.190955,    2.036228
   0.195980,    2.041437
   0.201005,    2.046607
   0.206030,    2.051741
   0.211055,    2.056839
   0.216080,    2.061902
   0.221106,    2.066930
   0.226131,    2.071924
   0.231156,    2.076885
   0.236181,    2.081815
   0.241206,    2.086714
   0.246231,    2.091583
   0.251256,    2.096423
   0.256281,    2.101237
   0.261307,    2.106024
   0.266332,    2.110787
   0.271357,    2.115527
   0.276382,    2.120247
   0.281407,    2.124948
   0.286432,    2.129635
   0.291457,    2.134310
   0.296482,    2.138865
   0.301508,    2.142675
   0.306533,    2.145218
   0.311558,    2.147470
   0.316583,    2.149688
   0.321608,    2.151870
   0.326633,    2.154015
   0.331658,    2.156121
   0.336683,    2.158188
   0.341709,    2.160216
   0.346734,    2.162202
   0.351759,    2.164148
   0.356784,    2.166053
   0.361809,    2.167916
   0.366834,    2.169737
   0.371859,    2.171516
   0.376884,    2.173253
   0.381910,    2.174948
   0.386935,    2.176599
   0.391960,    2.178209
   0.396985,    2.179775
   0.402010,    2.181298
   0.407035,    2.182778
   0.412060,    2.184214
   0.417085,    2.185607
   0.422111,    2.186957
   0.427136,    2.188262
   0.432161,    2.189523
   0.437186,    2.190739
   0.442211,    2.191911
   0.447236,    2.193038
   0.452261,    2.194120
   0.457286,    2.195157
   0.462312,    2.196147
   0.467337,    2.197091
   0.472362,    2.197989
   0.477387,    2.198840
   0.482412,    2.199643
   0.487437,    2.200398
   0.492462,    2.201105
   0.497487,    2.201763
   0.502513,    2.202372
   0.507538,    2.202930
   0.512563,    2.203437
   0.517588,    2.203892
   0.522613,    2.204296
   0.527638,    2.204646
   0.532663,    2.204943
   0.537688,    2.205185
   0.542714,    2.205371
   0.547739,    2.205501
   0.552764,    2.205573
   0.557789,    2.205586
   0.562814,    2.205540
   0.567839,    2.205432
   0.572864,    2.205262
   0.577889,    2.205028
   0.582915,    2.204728
   0.587940,    2.204362
   0.592965,    2.203928
   0.597990,    2.203423
   0.603015,    2.202846
   0.608040,    2.202196
   0.613065,    2.201470
   0.618090,    2.200666
   0.623116,    2.199781
   0.628141,    2.198814
   0.633166,    2.197763
   0.638191,    2.196623
   0.643216,    2.195393
   0.648241,    2.194070
   0.653266,    2.192650
   0.658291,    2.191131
   0.663317,    2.189508
   0.668342,    2.187779
   0.673367,    2.185938
   0.678392,    2.183983
   0.683417,    2.181909
   0.688442,    2.179711
   0.693467,    2.177383
   0.698492,    2.174922
   0.703518,    2.172322
   0.708543,    2.169576
   0.713568,    2.166678
   0.718593,    2.163623
   0.723618,    2.160402
   0.728643,    2.157009
   0.733668,    2.153434
   0.738693,    2.149671
   0.743719,    2.145710
   0.748744,    2.141540
   0.753769,    2.137153
   0.758794,    2.132536
   0.763819,    2.127678
   0.768844,    2.122566
   0.773869,    2.117187
   0.778894,    2.111527
   0.783920,    2.105569
   0.788945,    2.099297
   0.793970,    2.092692
   0.798995,    2.085736
   0.804020,    2.078407
   0.809045,    2.070683
   0.814070,    2.062539
   0.819095,    2.053949
   0.824121,    2.044884
   0.829146,    2.035313
   0.834171,    2.025201
   0.839196,    2.014512
   0.844221,    2.003206
   0.849246,    1.991238
   0.854271,    1.978560
   0.859296,    1.965119
   0.864322,    1.950858
   0.869347,    1.935711
   0.874372,    1.919608
   0.879397,    1.902470
   0.884422,    1.884211
   0.889447,    1.864731
   0.894472,    1.843924
   0.899497,    1.821665
   0.904523,    1.797819
   0.909548,    1.772228
   0.914573,    1.744715
   0.919598,    1.715078
   0.924623,    1.683082
   0.929648,    1.648455
   0.934673,    1.610880
   0.939698,    1.569983
   0.944724,    1.525315
   0.949749,    1.476333
   0.954774,    1.422368
   0.959799,    1.362579
   0.964824,    1.295881
   0.969849,    1.220825
   0.974874,    1.135393
   0.979899,    1.036598
   0.984925,    0.919613
   0.989950,    0.775493
   0.994975,    0.582829
   1.000000,    0.000000
