alpha_w, Cl
   0.000000,    1.619840
   0.005025,    1.622909
   0.010050,    1.629007
   0.015075,    1.635084
   0.020101,    1.641135
   0.025126,    1.647154
   0.030151,    1.653140
   0.035176,    1.659090
   0.040201,    1.665002
   0.045226,    1.670874
   0.050251,    1.676706
   0.055276,    1.682497
   0.060302,    1.688245
   0.065327,    1.693950
   0.070352,    1.699612
   0.075377,    1.705230
   0.080402,    1.710805
   0.085427,    1.716336
   0.090452,    1.721823
   0.095477,    1.727266
   0.100503,    1.732665
   0.105528,    1.738021
   0.110553,    1.743334
   0.115578,    1.748604
   0.120603,    1.753831
   0.125628,    1.759016
   0.130653,    1.764159
   0.135678,    1.769261
   0.140704,    1.774321
   0.145729,    1.779341
   0.150754,    1.784321
   0.155779,    1.789262
   0.160804,    1.794163
   0.165829,    1.799026
   0.170854,    1.803850
   0.175879,    1.808637
   0.180905,    1.813388
   0.185930,    1.818102
   0.190955,    1.822780
   0.195980,    1.827423
   0.201005,    1.832031
   0.206030,    1.836605
   0.211055,    1.841146
   0.216080,    1.845655
   0.221106,    1.850131
   0.226131,    1.854576
   0.231156,    1.858991
   0.236181,    1.863376
   0.241206,    1.867732
   0.246231,    1.872059
   0.251256,    1.876360
   0.256281,    1.880635
   0.261307,    1.884885
   0.266332,    1.889111
   0.271357,    1.893316
   0.276382,    1.897499
   0.281407,    1.901665
   0.286432,    1.905814
   0.291457,    1.909950
   0.296482,    1.913977
   0.301508,    1.917332
   0.306533,    1.919549
   0.311558,    1.921501
   0.316583,    1.923420
   0.321608,    1.925304
   0.326633,    1.927153
   0.331658,    1.928964
   0.336683,    1.930739
   0.341709,    1.932475
   0.346734,    1.934173
   0.351759,    1.935833
   0.356784,    1.937454
   0.361809,    1.939036
   0.366834,    1.940579
   0.371859,    1.942083
   0.376884,    1.943547
   0.381910,    1.944972
   0.386935,    1.946358
   0.391960,    1.947703
   0.396985,    1.949009
   0.402010,    1.950275
   0.407035,    1.951501
   0.412060,    1.952687
   0.417085,    1.953833
   0.422111,    1.954938
   0.427136,    1.956003
   0.432161,    1.957027
   0.437186,    1.958010
   0.442211,    1.958952
   0.447236,    1.959853
   0.452261,    1.960712
   0.457286,    1.961530
   0.462312,    1.962306
   0.467337,    1.963039
   0.472362,    1.963730
   0.477387,    1.964378
   0.482412,    1.964983
   0.487437,    1.965543
   0.492462,    1.966060
   0.497487,    1.966532
   0.502513,    1.966959
   0.507538,    1.967340
   0.512563,    1.967675
   0.517588,    1.967963
   0.522613,    1.968204
   0.527638,    1.968397
   0.532663,    1.968540
   0.537688,    1.968635
   0.542714,    1.968678
   0.547739,    1.968671
   0.552764,    1.968611
   0.557789,    1.968499
   0.562814,    1.968332
   0.567839,    1.968110
   0.572864,    1.967832
   0.577889,    1.967496
   0.582915,    1.967101
   0.587940,    1.966646
   0.592965,    1.966130
   0.597990,    1.965550
   0.603015,    1.964906
   0.608040,    1.964195
   0.613065,    1.963417
   0.618090,    1.962568
   0.623116,    1.961648
   0.628141,    1.960653
   0.633166,    1.959583
   0.638191,    1.958434
   0.643216,    1.957204
   0.648241,    1.955890
   0.653266,    1.954490
   0.658291,    1.953001
   0.663317,    1.951419
   0.668342,    1.949742
   0.673367,    1.947967
   0.678392,    1.946088
   0.683417,    1.944103
   0.688442,    1.942008
   0.693467,    1.939798
   0.698492,    1.937468
   0.703518,    1.935014
   0.708543,    1.932430
   0.713568,    1.929712
   0.718593,    1.926852
   0.723618,    1.923846
   0.728643,    1.920686
   0.733668,    1.917365
   0.738693,    1.913876
   0.743719,    1.910211
   0.748744,    1.906360
   0.753769,    1.902316
   0.758794,    1.898068
   0.763819,    1.893606
   0.768844,    1.888919
   0.773869,    1.883994
   0.778894,    1.878819
   0.783920,    1.873380
   0.788945,    1.867662
   0.793970,    1.861649
   0.798995,    1.855323
   0.804020,    1.848668
   0.809045,    1.841661
   0.814070,    1.834282
   0.819095,    1.826507
   0.824121,    1.818311
   0.829146,    1.809665
   0.834171,    1.800541
   0.839196,    1.790905
   0.844221,    1.780721
   0.849246,    1.769951
   0.854271,    1.758551
   0.859296,    1.746475
   0.864322,    1.733672
   0.869347,    1.720084
   0.874372,    1.705648
   0.879397,    1.690295
   0.884422,    1.673948
   0.889447,    1.656520
   0.894472,    1.637914
   0.899497,    1.618024
   0.904523,    1.596725
   0.909548,    1.573881
   0.914573,    1.549334
   0.919598,    1.522904
   0.924623,    1.494384
   0.929648,    1.463533
   0.934673,    1.430071
   0.939698,    1.393663
   0.944724,    1.353914
   0.949749,    1.310342
   0.954774,    1.262355
   0.959799,    1.209207
   0.964824,    1.149935
   0.969849,    1.083256
   0.974874,    1.007381
   0.979899,    0.919662
   0.984925,    0.815817
   0.989950,    0.687918
   0.994975,    0.516978
   1.000000,    0.000000
