alpha_w, Cl
   0.000000,    1.525159
   0.005025,    1.528048
   0.010050,    1.533789
   0.015075,    1.539511
   0.020101,    1.545207
   0.025126,    1.550874
   0.030151,    1.556509
   0.035176,    1.562109
   0.040201,    1.567674
   0.045226,    1.573201
   0.050251,    1.578690
   0.055276,    1.584140
   0.060302,    1.589550
   0.065327,    1.594919
   0.070352,    1.600247
   0.075377,    1.605533
   0.080402,    1.610779
   0.085427,    1.615983
   0.090452,    1.621145
   0.095477,    1.626266
   0.100503,    1.631345
   0.105528,    1.636383
   0.110553,    1.641380
   0.115578,    1.646337
   0.120603,    1.651253
   0.125628,    1.656129
   0.130653,    1.660965
   0.135678,    1.665762
   0.140704,    1.670519
   0.145729,    1.675239
   0.150754,    1.679920
   0.155779,    1.684564
   0.160804,    1.689170
   0.165829,    1.693740
   0.170854,    1.698273
   0.175879,    1.702771
   0.180905,    1.707234
   0.185930,    1.711662
   0.190955,    1.716056
   0.195980,    1.720416
   0.201005,    1.724743
   0.206030,    1.729037
   0.211055,    1.733300
   0.216080,    1.737531
   0.221106,    1.741732
   0.226131,    1.745902
   0.231156,    1.750044
   0.236181,    1.754156
   0.241206,    1.758240
   0.246231,    1.762298
   0.251256,    1.766329
   0.256281,    1.770334
   0.261307,    1.774316
   0.266332,    1.778274
   0.271357,    1.782210
   0.276382,    1.786126
   0.281407,    1.790023
   0.286432,    1.793903
   0.291457,    1.797771
   0.296482,    1.801532
   0.301508,    1.804660
   0.306533,    1.806714
   0.311558,    1.808516
   0.316583,    1.810286
   0.321608,    1.812022
   0.326633,    1.813722
   0.331658,    1.815386
   0.336683,    1.817014
   0.341709,    1.818605
   0.346734,    1.820159
   0.351759,    1.821676
   0.356784,    1.823155
   0.361809,    1.824597
   0.366834,    1.826001
   0.371859,    1.827367
   0.376884,    1.828695
   0.381910,    1.829985
   0.386935,    1.831237
   0.391960,    1.832451
   0.396985,    1.833626
   0.402010,    1.834764
   0.407035,    1.835863
   0.412060,    1.836923
   0.417085,    1.837945
   0.422111,    1.838928
   0.427136,    1.839873
   0.432161,    1.840778
   0.437186,    1.841645
   0.442211,    1.842472
   0.447236,    1.843260
   0.452261,    1.844008
   0.457286,    1.844717
   0.462312,    1.845385
   0.467337,    1.846013
   0.472362,    1.846601
   0.477387,    1.847147
   0.482412,    1.847652
   0.487437,    1.848116
   0.492462,    1.848538
   0.497487,    1.848917
   0.502513,    1.849253
   0.507538,    1.849546
   0.512563,    1.849794
   0.517588,    1.849999
   0.522613,    1.850158
   0.527638,    1.850272
   0.532663,    1.850339
   0.537688,    1.850359
   0.542714,    1.850332
   0.547739,    1.850256
   0.552764,    1.850131
   0.557789,    1.849955
   0.562814,    1.849728
   0.567839,    1.849449
   0.572864,    1.849117
   0.577889,    1.848730
   0.582915,    1.848287
   0.587940,    1.847788
   0.592965,    1.847231
   0.597990,    1.846614
   0.603015,    1.845936
   0.608040,    1.845195
   0.613065,    1.844390
   0.618090,    1.843520
   0.623116,    1.842581
   0.628141,    1.841573
   0.633166,    1.840493
   0.638191,    1.839339
   0.643216,    1.838109
   0.648241,    1.836800
   0.653266,    1.835410
   0.658291,    1.833936
   0.663317,    1.832375
   0.668342,    1.830724
   0.673367,    1.828981
   0.678392,    1.827141
   0.683417,    1.825200
   0.688442,    1.823156
   0.693467,    1.821005
   0.698492,    1.818741
   0.703518,    1.816360
   0.708543,    1.813858
   0.713568,    1.811229
   0.718593,    1.808467
   0.723618,    1.805568
   0.728643,    1.802525
   0.733668,    1.799330
   0.738693,    1.795978
   0.743719,    1.792461
   0.748744,    1.788771
   0.753769,    1.784898
   0.758794,    1.780835
   0.763819,    1.776570
   0.768844,    1.772095
   0.773869,    1.767397
   0.778894,    1.762465
   0.783920,    1.757285
   0.788945,    1.751844
   0.793970,    1.746127
   0.798995,    1.740117
   0.804020,    1.733798
   0.809045,    1.727150
   0.814070,    1.720153
   0.819095,    1.712786
   0.824121,    1.705024
   0.829146,    1.696842
   0.834171,    1.688211
   0.839196,    1.679101
   0.844221,    1.669479
   0.849246,    1.659307
   0.854271,    1.648547
   0.859296,    1.637153
   0.864322,    1.625079
   0.869347,    1.612270
   0.874372,    1.598668
   0.879397,    1.584207
   0.884422,    1.568816
   0.889447,    1.552414
   0.894472,    1.534910
   0.899497,    1.516203
   0.904523,    1.496178
   0.909548,    1.474708
   0.914573,    1.451644
   0.919598,    1.426818
   0.924623,    1.400036
   0.929648,    1.371073
   0.934673,    1.339666
   0.939698,    1.305503
   0.944724,    1.268214
   0.949749,    1.227347
   0.954774,    1.182349
   0.959799,    1.132520
   0.964824,    1.076962
   0.969849,    1.014472
   0.974874,    0.943376
   0.979899,    0.861193
   0.984925,    0.763920
   0.989950,    0.644130
   0.994975,    0.484052
   1.000000,    0.000000
