alpha_w, Cl
   0.000000,    1.146435
   0.005025,    1.148606
   0.010050,    1.152920
   0.015075,    1.157219
   0.020101,    1.161497
   0.025126,    1.165753
   0.030151,    1.169983
   0.035176,    1.174187
   0.040201,    1.178363
   0.045226,    1.182510
   0.050251,    1.186627
   0.055276,    1.190714
   0.060302,    1.194770
   0.065327,    1.198794
   0.070352,    1.202786
   0.075377,    1.206746
   0.080402,    1.210674
   0.085427,    1.214570
   0.090452,    1.218433
   0.095477,    1.222265
   0.100503,    1.226063
   0.105528,    1.229830
   0.110553,    1.233565
   0.115578,    1.237268
   0.120603,    1.240939
   0.125628,    1.244579
   0.130653,    1.248188
   0.135678,    1.251765
   0.140704,    1.255312
   0.145729,    1.258829
   0.150754,    1.262315
   0.155779,    1.265772
   0.160804,    1.269199
   0.165829,    1.272597
   0.170854,    1.275966
   0.175879,    1.279306
   0.180905,    1.282618
   0.185930,    1.285902
   0.190955,    1.289159
   0.195980,    1.292388
   0.201005,    1.295590
   0.206030,    1.298765
   0.211055,    1.301914
   0.216080,    1.305038
   0.221106,    1.308135
   0.226131,    1.311207
   0.231156,    1.314254
   0.236181,    1.317277
   0.241206,    1.320276
   0.246231,    1.323250
   0.251256,    1.326202
   0.256281,    1.329131
   0.261307,    1.332038
   0.266332,    1.334923
   0.271357,    1.337787
   0.276382,    1.340631
   0.281407,    1.343456
   0.286432,    1.346262
   0.291457,    1.349052
   0.296482,    1.351755
   0.301508,    1.353973
   0.306533,    1.355375
   0.311558,    1.356579
   0.316583,    1.357751
   0.321608,    1.358890
   0.326633,    1.359998
   0.331658,    1.361072
   0.336683,    1.362115
   0.341709,    1.363124
   0.346734,    1.364101
   0.351759,    1.365046
   0.356784,    1.365958
   0.361809,    1.366838
   0.366834,    1.367685
   0.371859,    1.368500
   0.376884,    1.369283
   0.381910,    1.370034
   0.386935,    1.370753
   0.391960,    1.371440
   0.396985,    1.372095
   0.402010,    1.372718
   0.407035,    1.373309
   0.412060,    1.373868
   0.417085,    1.374395
   0.422111,    1.374891
   0.427136,    1.375354
   0.432161,    1.375786
   0.437186,    1.376186
   0.442211,    1.376553
   0.447236,    1.376889
   0.452261,    1.377193
   0.457286,    1.377464
   0.462312,    1.377703
   0.467337,    1.377909
   0.472362,    1.378083
   0.477387,    1.378224
   0.482412,    1.378332
   0.487437,    1.378406
   0.492462,    1.378447
   0.497487,    1.378455
   0.502513,    1.378428
   0.507538,    1.378367
   0.512563,    1.378271
   0.517588,    1.378140
   0.522613,    1.377974
   0.527638,    1.377772
   0.532663,    1.377533
   0.537688,    1.377258
   0.542714,    1.376946
   0.547739,    1.376596
   0.552764,    1.376207
   0.557789,    1.375780
   0.562814,    1.375312
   0.567839,    1.374805
   0.572864,    1.374256
   0.577889,    1.373666
   0.582915,    1.373033
   0.587940,    1.372356
   0.592965,    1.371635
   0.597990,    1.370868
   0.603015,    1.370055
   0.608040,    1.369194
   0.613065,    1.368285
   0.618090,    1.367325
   0.623116,    1.366315
   0.628141,    1.365251
   0.633166,    1.364133
   0.638191,    1.362960
   0.643216,    1.361729
   0.648241,    1.360439
   0.653266,    1.359089
   0.658291,    1.357675
   0.663317,    1.356197
   0.668342,    1.354652
   0.673367,    1.353037
   0.678392,    1.351350
   0.683417,    1.349589
   0.688442,    1.347751
   0.693467,    1.345833
   0.698492,    1.343832
   0.703518,    1.341744
   0.708543,    1.339566
   0.713568,    1.337295
   0.718593,    1.334927
   0.723618,    1.332456
   0.728643,    1.329879
   0.733668,    1.327192
   0.738693,    1.324388
   0.743719,    1.321463
   0.748744,    1.318411
   0.753769,    1.315225
   0.758794,    1.311900
   0.763819,    1.308427
   0.768844,    1.304800
   0.773869,    1.301010
   0.778894,    1.297049
   0.783920,    1.292907
   0.788945,    1.288574
   0.793970,    1.284039
   0.798995,    1.279292
   0.804020,    1.274318
   0.809045,    1.269105
   0.814070,    1.263638
   0.819095,    1.257901
   0.824121,    1.251877
   0.829146,    1.245547
   0.834171,    1.238891
   0.839196,    1.231887
   0.844221,    1.224509
   0.849246,    1.216733
   0.854271,    1.208529
   0.859296,    1.199865
   0.864322,    1.190707
   0.869347,    1.181015
   0.874372,    1.170747
   0.879397,    1.159856
   0.884422,    1.148290
   0.889447,    1.135990
   0.894472,    1.122891
   0.899497,    1.108919
   0.904523,    1.093991
   0.909548,    1.078014
   0.914573,    1.060882
   0.919598,    1.042471
   0.924623,    1.022641
   0.929648,    1.001230
   0.934673,    0.978046
   0.939698,    0.952863
   0.944724,    0.925412
   0.949749,    0.895367
   0.954774,    0.862323
   0.959799,    0.825776
   0.964824,    0.785070
   0.969849,    0.739335
   0.974874,    0.687352
   0.979899,    0.627320
   0.984925,    0.556328
   0.989950,    0.468979
   0.994975,    0.352348
   1.000000,    0.000000
