Time, Speed
   0.000000,    0.000000
   1.000000,    3.701955
   2.000000,    7.349008
   3.000000,   10.940679
   4.000000,   14.476534
   5.000000,   17.956187
   6.000000,   21.379311
   7.000000,   24.745618
   8.000000,   28.054865
   9.000000,   31.306876
  10.000000,   34.501518
  11.000000,   37.638698
  12.000000,   40.718445
  13.000000,   43.740858
  14.000000,   46.706155
  15.000000,   49.614631
  16.000000,   52.466660
  17.000000,   55.262614
  18.000000,   58.002835
  18.461566,   59.248850
  19.461566,   61.929322
  20.089012,   63.605962
  20.688845,   65.165969
  21.188845,   66.364381
  22.188845,   68.070022
  23.188845,   68.938286
  23.421772,   69.060124
  24.406463,   69.285409
  25.406463,   69.284752
  26.406463,   69.284197
  27.406463,   69.283774
  28.406463,   69.283490
  29.406463,   69.283524
  30.406463,   69.283949
  31.406463,   69.283716
  32.406463,   69.283790
  33.406463,   69.283906
  34.406463,   69.284054
  35.406463,   69.284218
  35.421772,   69.284214
  36.022823,   69.284010
  37.022823,   69.284000
  38.022823,   69.284261
  39.022823,   69.284386
  40.022823,   69.284483
  41.022823,   69.284637
  42.022823,   69.284768
  43.022823,   69.284900
  44.022823,   69.285015
  44.423899,   69.284952
  45.423899,   69.284187
  46.423899,   69.283620
  47.423899,   69.283558
  48.423899,   69.283906
  49.423899,   69.284575
  50.423899,   69.285049
  51.423899,   69.285394
  52.423899,   69.285631
  53.423899,   69.285888
  54.423899,   69.285830
  55.423899,   69.286149
  56.423899,   69.285847
  57.423899,   69.286161
  58.423899,   69.285793
  59.423899,   69.286141
  60.423899,   69.285758
  61.423899,   69.286092
  62.423899,   69.285767
  63.423899,   69.286039
  64.423899,   69.285764
  65.423899,   69.285945
  66.423899,   69.285763
  67.423899,   69.285869
  68.423899,   69.285787
  69.423899,   69.285835
  70.423899,   69.285790
  71.423899,   69.285753
  72.423899,   69.285795
  73.423899,   69.285700
  74.423899,   69.285803
  75.423899,   69.285650
  76.423899,   69.285823
  77.423899,   69.285624
  78.423899,   69.285842
  79.423899,   69.285591
  80.423899,   69.285889
  81.423899,   69.285621
  82.423899,   69.285961
  83.423899,   69.285657
  84.423899,   69.286030
  85.423899,   69.285692
  86.423899,   69.286069
  87.423899,   69.285702
  88.423899,   69.285967
  89.423899,   69.285740
  90.423899,   69.285925
  91.423899,   69.285784
  92.423899,   69.285866
  93.423899,   69.285831
  94.423899,   69.285837
  95.423899,   69.285876
  96.423899,   69.285804
  97.423899,   69.285950
  98.423899,   69.285833
  99.423899,   69.286004
 100.423899,   69.285799
 101.423899,   69.286045
 102.423899,   69.285794
 103.423899,   69.286088
 104.423899,   69.285784
 105.423899,   69.286121
 106.423899,   69.285696
 107.423899,   69.286015
 108.423899,   69.285623
 109.423899,   69.285842
 110.423899,   69.285565
 111.423899,   69.285690
 112.423899,   69.285546
 113.423899,   69.285596
 114.423899,   69.285520
 115.423899,   69.285470
 116.423899,   69.285510
 117.423899,   69.285391
 118.423899,   69.285492
 119.423899,   69.285289
 120.423899,   69.285470
 121.423899,   69.285202
 122.423899,   69.285448
 123.423899,   69.285121
 124.423899,   69.285418
 125.423899,   69.285037
 125.895753,   69.285088
