Ground Roll distance, Vertical Forces
 342.412694, 537005.012013
 350.625848, 534171.925002
 407.598808, 514816.295920
 418.868016, 511048.628370
 430.095946, 507314.542141
 441.282814, 503613.660174
 452.428835, 499945.610601
 454.746258, 499185.382399
 454.788631, 499171.489621
 454.816852, 499162.237087
 454.825125, 499159.488876
 454.832728, 499156.678908
 454.908758, 499128.575654
 455.668941, 498847.185254
 463.258876, 495997.226167
 507.195748, 477950.779825
 550.712229, 457118.816164
 591.730809, 434266.948819
 603.800089, 426862.002735
 616.578084, 418649.726778
 651.865446, 393783.596927
 685.693640, 366508.522552
 716.875625, 337846.710103
 745.382036, 308159.271599
 771.265875, 277814.797254
 794.608591, 247212.548393
 815.513841, 216768.438355
 834.101720, 186900.436596
 850.502215, 158016.787868
 853.972513, 151566.364171
 856.169135, 147418.062142
 857.375665, 145117.528703
 858.531043, 142900.047867
 869.584695, 120951.291384
 873.368480, 113116.761027
 875.681071, 108243.047317
 876.544734, 106405.880159
 877.442305, 104486.516296
 885.960219, 85738.344941
 889.700516, 77184.258979
 894.244646, 66507.823934
 894.923135, 64885.825172
 895.246541, 64110.086642
 895.547652, 63386.389386
 898.464127, 56304.041319
 906.337632, 36484.827104
 912.584677, 19948.974773
 913.730432, 16827.595603
 913.929176, 16283.100034
 914.058654, 15927.867835
 914.190581, 15565.467031
 915.425986, 12149.037566
 918.726392, 2790.953381
 919.176542, 1481.608860
 919.378526,  890.318763
 919.517410,  482.030475
 919.609101,  211.491049
 919.661200,   57.277225
 919.680139,    1.066136
 919.680459,    0.116921
 919.680498,    0.000706
 919.680498,    0.000000
