Ground Roll distance, Vertical Forces
 342.412694, 509962.471305
 350.625848, 509962.471305
 407.598808, 509962.471305
 418.868016, 509962.471305
 430.095946, 509962.471305
 441.282814, 509962.471305
 452.428835, 509962.471305
 454.746258, 509962.471305
 454.788631, 509962.471305
 454.816852, 509962.471305
 454.825125, 509962.471305
 454.832728, 509962.471305
 454.908758, 509962.471305
 455.668941, 509962.471305
 463.258876, 509962.471305
 507.195748, 509962.471305
 550.712229, 509962.471305
 591.730809, 509962.471305
 603.800089, 509962.471305
 616.578084, 509962.471305
 651.865446, 509962.471305
 685.693640, 509962.471305
 716.875625, 509962.471305
 745.382036, 509962.471305
 771.265875, 509962.471305
 794.608591, 509962.471305
 815.513841, 509962.471305
 834.101720, 509962.471305
 850.502215, 509962.471305
 853.972513, 509962.471305
 856.169135, 509962.471305
 857.375665, 509962.471305
 858.531043, 509962.471305
 869.584695, 509962.471305
 873.368480, 509962.471305
 875.681071, 509962.471305
 876.544734, 509962.471305
 877.442305, 509962.471305
 885.960219, 509962.471305
 889.700516, 509962.471305
 894.244646, 509962.471305
 894.923135, 509962.471305
 895.246541, 509962.471305
 895.547652, 509962.471305
 898.464127, 509962.471305
 906.337632, 509962.471305
 912.584677, 509962.471305
 913.730432, 509962.471305
 913.929176, 509962.471305
 914.058654, 509962.471305
 914.190581, 509962.471305
 915.425986, 509962.471305
 918.726392, 509962.471305
 919.176542, 509962.471305
 919.378526, 509962.471305
 919.517410, 509962.471305
 919.609101, 509962.471305
 919.661200, 509962.471305
 919.680139, 509962.471305
 919.680459, 509962.471305
 919.680498, 509962.471305
 919.680498, 509962.471305
