Mach, Specific Range
   0.424134,    0.087687
   0.428078,    0.088745
   0.432021,    0.089860
   0.435965,    0.090993
   0.439909,    0.092031
   0.443852,    0.093068
   0.447796,    0.094118
   0.451740,    0.095113
   0.455683,    0.096058
   0.459627,    0.097012
   0.463571,    0.097975
   0.467514,    0.098837
   0.471458,    0.099683
   0.475402,    0.100534
   0.479345,    0.101391
   0.483289,    0.102152
   0.487233,    0.102883
   0.491176,    0.103615
   0.495120,    0.104350
   0.499064,    0.105058
   0.503008,    0.105602
   0.506951,    0.106127
   0.510895,    0.106651
   0.514839,    0.107174
   0.518782,    0.107676
   0.522726,    0.108063
   0.526670,    0.108447
   0.530613,    0.108827
   0.534557,    0.109205
   0.538501,    0.109579
   0.542444,    0.109898
   0.546388,    0.110136
   0.550332,    0.110369
   0.554275,    0.110597
   0.558219,    0.110822
   0.562163,    0.111041
   0.566106,    0.111257
   0.570050,    0.111364
   0.573994,    0.111446
   0.577937,    0.111523
   0.581881,    0.111596
   0.585825,    0.111663
   0.589769,    0.111726
   0.593712,    0.111784
   0.597656,    0.111812
   0.601600,    0.111735
   0.605543,    0.111639
   0.609487,    0.111540
   0.613431,    0.111436
   0.617374,    0.111329
   0.621318,    0.111217
   0.625262,    0.111101
   0.629205,    0.110982
   0.633149,    0.110831
   0.637093,    0.110599
   0.641036,    0.110365
   0.644980,    0.110127
   0.648924,    0.109886
   0.652867,    0.109643
   0.656811,    0.109396
   0.660755,    0.109148
   0.664698,    0.108896
   0.668642,    0.108643
   0.672586,    0.108386
   0.676530,    0.108082
   0.680473,    0.107731
   0.684417,    0.107378
   0.688361,    0.107023
   0.692304,    0.106668
   0.696248,    0.106312
   0.700192,    0.105954
   0.704135,    0.105582
   0.708079,    0.105208
   0.712023,    0.104833
   0.715966,    0.104456
   0.719910,    0.104075
   0.723854,    0.103689
   0.727797,    0.103280
   0.731741,    0.102806
   0.735685,    0.102322
   0.739628,    0.101827
   0.743572,    0.101292
   0.747516,    0.100739
   0.751459,    0.100166
   0.755403,    0.099571
   0.759347,    0.098950
   0.763291,    0.098301
   0.767234,    0.097618
   0.771178,    0.096897
   0.775122,    0.096136
   0.779065,    0.095330
   0.783009,    0.109547
   0.786953,    0.136946
   0.790896,    0.183240
   0.794840,    0.278500
   0.798784,    0.589304
   0.802727,    0.317989
   0.806671,    0.162666
   0.810615,    Infinity
   0.814558,    Infinity
