Mach, Specific Range
   0.411470,    0.091412
   0.415542,    0.092596
   0.419613,    0.093842
   0.423685,    0.095097
   0.427757,    0.096244
   0.431828,    0.097405
   0.435900,    0.098583
   0.439971,    0.099644
   0.444043,    0.100704
   0.448115,    0.101775
   0.452186,    0.102792
   0.456258,    0.103735
   0.460329,    0.104686
   0.464401,    0.105643
   0.468473,    0.106515
   0.472544,    0.107333
   0.476616,    0.108153
   0.480687,    0.108977
   0.484759,    0.109749
   0.488831,    0.110426
   0.492902,    0.111102
   0.496974,    0.111777
   0.501045,    0.112429
   0.505117,    0.112930
   0.509188,    0.113366
   0.513260,    0.113798
   0.517332,    0.114227
   0.521403,    0.114652
   0.525475,    0.115046
   0.529546,    0.115318
   0.533618,    0.115585
   0.537690,    0.115846
   0.541761,    0.116103
   0.545833,    0.116354
   0.549904,    0.116597
   0.553976,    0.116699
   0.558048,    0.116796
   0.562119,    0.116886
   0.566191,    0.116971
   0.570262,    0.117050
   0.574334,    0.117123
   0.578406,    0.117191
   0.582477,    0.117141
   0.586549,    0.117068
   0.590620,    0.116990
   0.594692,    0.116907
   0.598764,    0.116819
   0.602835,    0.116708
   0.606907,    0.116584
   0.610978,    0.116456
   0.615050,    0.116271
   0.619122,    0.116016
   0.623193,    0.115758
   0.627265,    0.115497
   0.631336,    0.115232
   0.635408,    0.114964
   0.639480,    0.114692
   0.643551,    0.114418
   0.647623,    0.114140
   0.651694,    0.113860
   0.655766,    0.113542
   0.659838,    0.113154
   0.663909,    0.112765
   0.667981,    0.112374
   0.672052,    0.111981
   0.676124,    0.111588
   0.680196,    0.111193
   0.684267,    0.110797
   0.688339,    0.110400
   0.692410,    0.110001
   0.696482,    0.109602
   0.700554,    0.109201
   0.704625,    0.108785
   0.708697,    0.108296
   0.712768,    0.107796
   0.716840,    0.107296
   0.720912,    0.106793
   0.724983,    0.106288
   0.729055,    0.105779
   0.733126,    0.105263
   0.737198,    0.104739
   0.741270,    0.104193
   0.745341,    0.103613
   0.749413,    0.103015
   0.753484,    0.102398
   0.757556,    0.101756
   0.761628,    0.101087
   0.765699,    0.100386
   0.769771,    0.099647
   0.773842,    0.098808
   0.777914,    0.097922
   0.781986,    0.106684
   0.786057,    0.132636
   0.790129,    0.175892
   0.794200,    0.262667
   0.798272,    0.526289
   0.802344,    0.358401
   0.806415,    0.172076
   0.810487,    Infinity
   0.814558,    Infinity
