Mach, Specific Range
   0.460038,    0.078349
   0.463398,    0.079099
   0.466759,    0.079895
   0.470120,    0.080702
   0.473480,    0.081493
   0.476841,    0.082227
   0.480201,    0.082968
   0.483562,    0.083718
   0.486923,    0.084450
   0.490283,    0.085119
   0.493644,    0.085793
   0.497005,    0.086473
   0.500365,    0.087153
   0.503726,    0.087706
   0.507087,    0.088248
   0.510447,    0.088793
   0.513808,    0.089340
   0.517169,    0.089891
   0.520529,    0.090348
   0.523890,    0.090804
   0.527251,    0.091261
   0.530611,    0.091719
   0.533972,    0.092178
   0.537332,    0.092583
   0.540693,    0.092944
   0.544054,    0.093305
   0.547414,    0.093665
   0.550775,    0.094025
   0.554136,    0.094384
   0.557496,    0.094694
   0.560857,    0.094954
   0.564218,    0.095212
   0.567578,    0.095468
   0.570939,    0.095722
   0.574300,    0.095975
   0.577660,    0.096225
   0.581021,    0.096415
   0.584382,    0.096566
   0.587742,    0.096715
   0.591103,    0.096861
   0.594464,    0.097005
   0.597824,    0.097147
   0.601185,    0.097280
   0.604545,    0.097399
   0.607906,    0.097444
   0.611267,    0.097467
   0.614627,    0.097487
   0.617988,    0.097505
   0.621349,    0.097520
   0.624709,    0.097533
   0.628070,    0.097543
   0.631431,    0.097550
   0.634791,    0.097555
   0.638152,    0.097499
   0.641513,    0.097414
   0.644873,    0.097327
   0.648234,    0.097237
   0.651595,    0.097145
   0.654955,    0.097051
   0.658316,    0.096955
   0.661676,    0.096857
   0.665037,    0.096756
   0.668398,    0.096654
   0.671758,    0.096549
   0.675119,    0.096367
   0.678480,    0.096182
   0.681840,    0.095994
   0.685201,    0.095805
   0.688562,    0.095613
   0.691922,    0.095418
   0.695283,    0.095219
   0.698644,    0.095016
   0.702004,    0.094801
   0.705365,    0.094575
   0.708726,    0.094341
   0.712086,    0.094099
   0.715447,    0.093838
   0.718807,    0.093507
   0.722168,    0.093162
   0.725529,    0.092803
   0.728889,    0.092426
   0.732250,    0.092030
   0.735611,    0.091612
   0.738971,    0.091170
   0.742332,    0.090686
   0.745693,    0.090166
   0.749053,    0.089615
   0.752414,    0.089030
   0.755775,    0.088408
   0.759135,    0.087747
   0.762496,    0.087044
   0.765857,    0.086296
   0.769217,    0.085488
   0.772578,    0.084594
   0.775938,    0.083652
   0.779299,    0.082659
   0.782660,    0.092918
   0.786020,    0.110983
   0.789381,    0.138371
   0.792742,    0.184957
