Mach, Specific Range
   0.448389,    0.081197
   0.451978,    0.082040
   0.455566,    0.082933
   0.459155,    0.083838
   0.462743,    0.084704
   0.466332,    0.085529
   0.469920,    0.086363
   0.473509,    0.087207
   0.477097,    0.087986
   0.480686,    0.088741
   0.484274,    0.089502
   0.487863,    0.090270
   0.491451,    0.090987
   0.495040,    0.091658
   0.498628,    0.092333
   0.502217,    0.092974
   0.505805,    0.093595
   0.509394,    0.094116
   0.512982,    0.094632
   0.516571,    0.095149
   0.520159,    0.095668
   0.523748,    0.096187
   0.527336,    0.096618
   0.530925,    0.097028
   0.534513,    0.097439
   0.538102,    0.097848
   0.541690,    0.098257
   0.545279,    0.098654
   0.548867,    0.098953
   0.552456,    0.099249
   0.556044,    0.099544
   0.559633,    0.099836
   0.563221,    0.100126
   0.566810,    0.100415
   0.570398,    0.100634
   0.573987,    0.100812
   0.577575,    0.100987
   0.581164,    0.101158
   0.584752,    0.101327
   0.588341,    0.101492
   0.591929,    0.101655
   0.595518,    0.101792
   0.599106,    0.101847
   0.602695,    0.101885
   0.606283,    0.101914
   0.609871,    0.101940
   0.613460,    0.101963
   0.617048,    0.101983
   0.620637,    0.101999
   0.624225,    0.102013
   0.627814,    0.101963
   0.631402,    0.101877
   0.634991,    0.101788
   0.638579,    0.101695
   0.642168,    0.101600
   0.645756,    0.101503
   0.649345,    0.101402
   0.652933,    0.101299
   0.656522,    0.101194
   0.660110,    0.101085
   0.663699,    0.100929
   0.667287,    0.100731
   0.670876,    0.100531
   0.674464,    0.100329
   0.678053,    0.100125
   0.681641,    0.099919
   0.685230,    0.099711
   0.688818,    0.099502
   0.692407,    0.099290
   0.695995,    0.099076
   0.699584,    0.098860
   0.703172,    0.098629
   0.706761,    0.098363
   0.710349,    0.098049
   0.713938,    0.097728
   0.717526,    0.097401
   0.721115,    0.097066
   0.724703,    0.096720
   0.728292,    0.096363
   0.731880,    0.095992
   0.735469,    0.095606
   0.739057,    0.095200
   0.742646,    0.094756
   0.746234,    0.094282
   0.749823,    0.093782
   0.753411,    0.093253
   0.757000,    0.092692
   0.760588,    0.092071
   0.764177,    0.091380
   0.767765,    0.090650
   0.771354,    0.089877
   0.774942,    0.089058
   0.778531,    0.088192
   0.782119,    0.096648
   0.785708,    0.116682
   0.789296,    0.147702
   0.792885,    0.202318
   0.796473,    0.324436
   0.800062,    0.789334
   0.803650,    0.235958
