Ground distance, Vertical Forces
   0.000000,    0.000000
   0.473227,    0.000000
   1.888194,    0.000000
   4.237807,    0.000000
   7.514938,    0.000000
  11.712427,    0.000000
  16.823087,    0.000000
  22.839699,    0.000000
  29.755021,    0.000000
  37.561785,    0.000000
  46.252697,    0.000000
  55.820445,    0.000000
  66.257696,    0.000000
  77.557098,    0.000000
  89.711284,    0.000000
 102.712869,    0.000000
 116.554457,    0.000000
 131.228642,    0.000000
 146.728004,    0.000000
 163.045116,    0.000000
 180.172549,    0.000000
 198.102861,    0.000000
 216.828616,    0.000000
 236.342379,    0.000000
 256.636717,    0.000000
 277.704207,    0.000000
 299.537441,    0.000000
 322.129025,    0.000000
 345.471582,    0.000000
 369.557754,    0.000000
 394.380214,    0.000000
 419.931658,    0.000000
 446.204803,    0.000000
 473.192391,    0.000000
 500.887195,    0.000000
 529.282007,    0.000000
 556.222784,    0.000000
 585.946984, 5131.069659
 616.355510, 10556.229232
 647.446876, 15012.877747
 654.254791, 15970.460704
 686.170078, 20546.709822
 694.037340, 21490.154813
 726.751558, 21357.218222
 760.025389, 20124.543264
 793.735013, 18923.098974
 827.775147, 17744.126090
 862.079069, 16581.643663
 883.055682, 15879.588869
 917.689834, 14748.467210
 952.484440, 13609.870125
 987.411505, 12477.268903
1022.447358, 11352.613704
1057.572695, 10228.765588
1092.772337, 9110.912602
1128.035125, 7993.473792
1163.354201, 6882.321403
1198.726911, 5766.501694
1230.285250, 4780.490661
1265.764496, 4775.448965
1301.301994, 4770.450014
1336.896725, 4765.513158
1372.547278, 4760.656975
1408.251859, 4755.899102
1444.008316, 4751.256083
1479.814160, 4746.743227
1515.666589, 4742.374499
1551.562522, 4738.162405
1587.498619, 4734.117912
1623.471322, 4730.250371
1659.476884, 4726.567464
1695.511404, 4723.075162
1731.570864, 4719.777700
1735.507567, 4719.429745
1771.589729, 4716.376199
1807.687180, 4713.569742
1843.794840, 4711.007541
1879.907697, 4708.684688
1882.257028, 4708.541716
1918.370790, 4216.178707
1954.484443, 3941.995734
1990.598016, 3776.889415
2026.711518, 3720.717555
2062.824993, 3718.964520
2098.938376, 3717.214656
2135.051662, 3715.463529
2171.164966, 3713.706774
2207.278320, 3766.223181
2243.391677, 3764.444221
2279.505101, 3816.885300
2315.618537, 3815.083525
2351.732036, 3867.450774
2387.845548, 3865.626335
2423.959123, 3917.919778
2429.012968, 3917.661771
2465.126433,  175.026769
2501.239727, -1674.926436
2537.352856, -2347.866163
2573.465839, -2518.467472
2609.578700, -2417.459256
2645.691407, -2272.533215
2681.804053, -2091.151458
2717.916799, -1880.770029
2754.029704,  712.839503
2790.142782, 1923.609739
2826.256005, 2468.750007
2862.369354, 2774.995556
2898.482811, 2944.785750
2934.596354, 3046.363211
2970.709970, 3113.835889
3006.823637, 3113.174633
3042.937354, 3146.562985
3079.051139, 3179.932879
3115.164920, 3179.265091
3151.278645, 3178.594866
3187.392423, 3177.920530
3223.506288, 3211.260785
3259.620047, 3210.587884
3295.733728, 3209.912968
3331.847422, 3209.234336
3367.961236, 3242.536188
3404.074993, 3241.857615
3440.188665, 3241.177474
3476.302330, 3240.494041
3512.416107, 3273.759695
3548.529856, 3273.075940
3584.643500, 3272.391064
3620.757103, 3271.703316
3656.870780, 3271.010997
3692.984518, 3304.242234
3729.098149, 3303.552078
3765.211721, 3302.859494
3801.325339, 3302.162757
3837.439054, 3335.356910
3873.552672, 3334.661675
3909.666209, 3333.964463
3945.779755, 3333.263521
3981.893419, 3366.420060
4018.007029, 3365.719433
4054.120548, 3365.017297
4090.234050, 3364.311876
4126.347658, 3397.431477
4162.461276, 3396.725335
4198.574796, 3396.018170
4234.688278, 3395.308180
4270.801833, 3394.593620
4306.915449, 3427.680613
4343.028954, 3426.968712
4379.142392, 3426.254450
4415.255860, 3425.536048
4451.369439, 3458.585014
4487.482933, 3457.867908
4523.596345, 3457.148921
4559.709759, 3456.426251
4595.823291, 3489.438250
4631.936787, 3488.715852
4668.050191, 3487.992072
4704.163570, 3487.265083
4740.277045, 3520.240879
4776.390542, 3519.513258
4812.503935, 3518.784761
4848.617276, 3518.053535
4884.730673, 3517.317781
4920.844161, 3550.260097
4956.957549, 3549.526626
4993.070868, 3548.790926
5029.184210, 3548.051167
5065.297667, 3580.956632
5101.411053, 3580.218187
5137.524352, 3579.478021
5173.637640, 3578.734280
5209.751041, 3611.602699
5245.864439, 3610.858898
5281.977743, 3610.113907
5318.091015, 3609.365848
5354.204370, 3608.612899
5390.317791, 3641.449176
5426.431114, 3640.699410
5462.544383, 3639.947098
5498.657698, 3639.190388
5534.771120, 3671.989936
5570.884453, 3671.232418
5606.997709, 3670.461713
5643.110970, 3669.687188
5679.224352, 3702.434485
5715.337708, 3701.660523
5751.450976, 3700.885166
5787.564223, 3700.106513
5823.677567, 3732.817557
5859.790942, 3732.038556
5895.904216, 3731.258715
5932.017440, 3730.476105
5968.130717, 3729.688852
6004.244097, 3762.366232
6040.357388, 3761.581479
6076.470612, 3760.794509
6112.583858, 3760.003420
6148.697223, 3792.644119
6184.810525, 3791.854649
6220.923740, 3791.063517
6257.036940, 3790.268794
6293.150248, 3822.871934
6329.263576, 3822.077092
6365.376814, 3821.281172
6401.490018, 3820.482222
6437.603297, 3819.678343
6473.716657, 3852.249737
6509.829921, 3851.449329
6545.943125, 3850.646458
6582.056363, 3849.839197
6618.169718, 3882.373209
6654.283002, 3881.568132
6690.396206, 3880.761170
6726.509409, 3879.950370
6762.622727, 3912.447652
6798.736026, 3911.637745
6834.849231, 3910.826544
6870.962403, 3910.012070
6907.075657, 3909.192401
6943.188974, 3941.657880
6979.302192, 3940.842124
7015.415357, 3940.023681
7051.528565, 3939.200599
7087.641881, 3971.629096
7123.755111, 3970.808851
7159.868266, 3969.986513
7195.981426, 3969.160103
7232.094707, 4001.551273
7268.207960, 4000.726090
7304.321128, 3999.899433
7340.434274, 3999.069296
7376.547516, 4015.456001
7412.660798, 4030.594544
7448.773982, 4029.763654
7484.887118, 4028.929888
7521.000306, 4028.091271
7557.113597, 4060.414536
7593.226800, 4059.579204
7629.339933, 4058.741616
7665.453081, 4057.899768
7701.566350, 4090.186298
7737.679571, 4089.346390
7773.792705, 4088.504857
7809.905821, 4087.659669
7846.019037, 4119.909740
7882.132277, 4119.065539
7918.245408, 4118.220350
7954.358483, 4117.372110
7990.471605, 4116.518817
8000.000000, 4116.292591
