Time, Angles
   0.000000,    0.000000
   0.500000,    0.000000
   1.000000,    0.000000
   1.500000,    0.000000
   2.000000,    0.000000
   2.500000,    0.000000
   3.000000,    0.000000
   3.500000,    0.000000
   4.000000,    0.000000
   4.500000,    0.000000
   5.000000,    0.000000
   5.500000,    0.000000
   6.000000,    0.000000
   6.500000,    0.000000
   7.000000,    0.000000
   7.500000,    0.000000
   8.000000,    0.000000
   8.500000,    0.000000
   9.000000,    0.000000
   9.500000,    0.000000
  10.000000,    0.000000
  10.500000,    0.000000
  11.000000,    0.000000
  11.500000,    0.000000
  12.000000,    0.000000
  12.500000,    0.000000
  13.000000,    0.000000
  13.500000,    0.000000
  14.000000,    0.000000
  14.500000,    0.000000
  15.000000,    0.000000
  15.500000,    0.000000
  16.000000,    0.000000
  16.500000,    0.000000
  17.000000,    0.000000
  17.500000,    0.000000
  18.000000,    0.000000
  18.500000,    0.000000
  19.000000,    0.000000
  19.500000,    0.000000
  20.000000,    0.000000
  20.500000,    0.000000
  21.000000,    0.000000
  21.500000,    0.000000
  22.000000,    0.000000
  22.500000,    0.000000
  23.000000,    0.000000
  23.500000,    0.000000
  24.000000,    0.000000
  24.500000,    0.000000
  25.000000,    0.000000
  25.500000,    0.000000
  26.000000,    0.000000
  26.500000,    0.000000
  27.000000,    0.000000
  27.500000,    0.000000
  28.000000,    0.000000
  28.388923,    0.000000
  28.888923,    0.000000
  29.388923,    0.000000
  29.888923,    0.000000
  30.388923,    0.000000
  30.888923,    0.000000
  31.388923,    0.000000
  31.888923,    0.000000
  32.111100,    0.000000
  32.611100,    1.168434
  32.958167,    1.979484
  33.458167,    3.244984
  33.958167,    4.579837
  34.458167,    5.945587
  34.674151,    6.535548
  35.174151,    7.954827
  35.674151,    9.376928
  35.740661,    9.566096
  36.240661,   10.162764
  36.740661,   10.387527
  37.240661,   10.464115
  37.740661,   10.483551
  38.240661,   10.484954
  38.363141,   10.485298
  38.863141,   10.480363
  39.363141,   10.474141
  39.863141,   10.466778
  40.363141,   10.459554
  40.863141,   10.452456
  41.363141,   10.446111
  41.863141,   10.440435
  42.363141,   10.434488
  42.863141,   10.428302
  43.363141,   10.421962
  43.863141,   10.415485
  44.363141,   10.409643
  44.863141,   10.404363
  45.363141,   10.398696
  45.863141,   10.392686
  46.363141,   10.384941
  46.674151,   10.379165
  47.174151,   10.376171
  47.674151,   10.371674
  48.174151,   10.366683
  48.674151,   10.358935
  49.174151,   10.351753
  49.674151,   10.345286
  50.174151,   10.338994
  50.674151,   10.332732
  51.174151,   10.327478
  51.674151,   10.322392
  52.174151,   10.316462
  52.674151,   10.310391
  53.174151,   10.304084
  53.674151,   10.297738
  54.174151,   10.291548
  54.674151,   10.285380
  55.174151,   10.279828
  55.674151,   10.274360
  55.850803,   10.272993
  56.350803,   10.266608
  56.850803,   10.053734
  57.350803,    9.240498
  57.850803,    8.416857
  58.350803,    7.568549
  58.850803,    6.710484
  59.350803,    5.829288
  59.850803,    4.941925
  60.350803,    4.036457
  60.850803,    3.439622
  61.350803,    3.283891
  61.850803,    3.233819
  62.350803,    3.216359
  62.850803,    3.209570
  63.350803,    3.206475
  63.850803,    3.205144
  64.350803,    3.204116
  64.850803,    3.203439
  65.350803,    3.202938
  65.850803,    3.202279
  66.350803,    3.201542
  66.850803,    3.199801
  67.350803,    3.198813
  67.850803,    3.198406
  68.350803,    3.196929
  68.850803,    3.195781
  69.350803,    3.195240
  69.850803,    3.194576
  70.350803,    3.193800
  70.850803,    3.192143
  71.350803,    3.191038
  71.850803,    3.190625
  72.350803,    3.189419
  72.850803,    3.188003
  73.350803,    3.187456
  73.850803,    3.186811
  74.350803,    3.186031
  74.850803,    3.184521
  75.350803,    3.183227
  75.850803,    3.182810
  76.350803,    3.181878
  76.850803,    3.180050
  77.350803,    3.179459
  77.850803,    3.179030
  78.350803,    3.177665
  78.850803,    3.176726
  79.350803,    3.175823
  79.850803,    3.175399
  80.350803,    3.174803
  80.850803,    3.172658
  81.350803,    3.171936
  81.850803,    3.171230
  82.350803,    3.170266
  82.850803,    3.168840
  83.350803,    3.167710
  83.850803,    3.166949
  84.350803,    3.166344
  84.850803,    3.164296
  85.350803,    3.163797
  85.850803,    3.163373
  86.350803,    3.162415
  86.850803,    3.161165
  87.350803,    3.160172
  87.850803,    3.159563
  88.350803,    3.159091
  88.850803,    3.158491
  89.350803,    3.157561
  89.850803,    3.156757
  90.350803,    3.154626
  90.850803,    3.153712
  91.350803,    3.152946
  91.850803,    3.152618
  92.350803,    3.152363
  92.850803,    3.150062
  93.350803,    3.148370
  93.850803,    3.147416
  94.350803,    3.146559
  94.850803,    3.146131
  95.350803,    3.145223
  95.850803,    3.143494
  96.350803,    3.142942
  96.850803,    3.142546
  97.350803,    3.141643
  97.850803,    3.140286
  98.350803,    3.139637
  98.850803,    3.139481
  99.350803,    3.138284
  99.850803,    3.136234
 100.350803,    3.135302
 100.850803,    3.134386
 101.350803,    3.132986
 101.850803,    3.132518
 102.350803,    3.131941
 102.850803,    3.131651
 103.350803,    3.131207
 103.850803,    3.128904
 104.350803,    3.127749
 104.850803,    3.126940
 105.350803,    3.126460
 105.850803,    3.126170
 106.350803,    3.124476
 106.850803,    3.123246
