Speed (TAS), Rate of Climb
  72.162904,    1.696323
  72.764488,    1.705984
  73.366073,    1.716464
  73.967657,    1.725499
  74.569242,    1.732456
  75.170826,    1.737487
  75.772411,    1.741242
  76.373995,    1.742823
  76.975580,    1.742650
  77.577164,    1.741363
  78.178749,    1.737282
  78.780333,    1.732259
  79.381918,    1.725037
  79.983503,    1.716283
  80.585087,    1.705843
  81.186672,    1.693436
  81.788256,    1.679653
  82.389841,    1.663697
  82.991425,    1.646447
  83.593010,    1.629225
  84.194594,    1.611852
  84.796179,    1.592711
  85.397763,    1.571747
  85.999348,    1.549611
  86.600932,    1.524953
  87.202517,    1.499769
  87.804102,    1.471575
  88.405686,    1.442541
  89.007271,    1.411752
  89.608855,    1.378778
  90.210440,    1.345161
  90.812024,    1.308662
  91.413609,    1.270963
  92.015193,    1.232409
  92.616778,    1.190554
  93.218362,    1.147939
  93.819947,    1.104197
  94.421531,    1.057302
  95.023116,    1.009587
  95.624701,    0.960963
  96.226285,    0.908853
  96.827870,    0.855864
  97.429454,    0.801992
  98.031039,    0.745232
  98.632623,    0.686805
  99.234208,    0.627436
  99.835792,    0.570874
 100.437377,    0.512659
 101.038961,    0.453513
 101.640546,    0.393432
 102.242130,    0.331199
 102.843715,    0.266476
 103.445299,    0.200761
 104.046884,    0.134048
 104.648469,    0.065234
 105.250053,   -0.006244
 105.851638,   -0.078777
 106.453222,   -0.152370
 107.054807,   -0.227163
 107.656391,   -0.305630
 108.257976,   -0.385215
 108.859560,   -0.465921
 109.461145,   -0.547753
 110.062729,   -0.631653
 110.664314,   -0.718505
 111.265898,   -0.806541
 111.867483,   -0.895765
 112.469068,   -0.986182
 113.070652,   -1.078432
 113.672237,   -1.173997
 114.273821,   -1.270811
 114.875406,   -1.368880
 115.476990,   -1.468209
 116.078575,   -1.563813
 116.680159,   -1.661730
 117.281744,   -1.761827
 117.883328,   -1.863185
 118.484913,   -1.965809
 119.086497,   -2.069702
 119.688082,   -2.174869
 120.289667,   -2.282797
 120.891251,   -2.393289
 121.492836,   -2.505112
 122.094420,   -2.618271
 122.696005,   -2.732771
 123.297589,   -2.848616
 123.899174,   -2.965812
 124.500758,   -3.086533
 125.102343,   -3.209216
 125.703927,   -3.333304
 126.305512,   -3.458804
 126.907096,   -3.585721
 127.508681,   -3.714059
 128.110265,   -3.843824
 128.711850,   -3.975819
 129.313435,   -4.111202
 129.915019,   -4.248067
 130.516604,   -4.386418
 131.118188,   -4.526262
 131.719773,   -4.667603
