Vfailure/VsTO, VRot/VsTO
   0.772573,    1.122770
   0.773273,    1.122754
   0.773974,    1.122738
   0.774675,    1.122722
   0.775375,    1.122706
   0.776076,    1.122690
   0.776777,    1.122674
   0.777477,    1.122658
   0.778178,    1.122642
   0.778879,    1.122626
   0.779580,    1.122610
   0.780280,    1.122594
   0.780981,    1.122578
   0.781682,    1.122562
   0.782382,    1.122546
   0.783083,    1.122530
   0.783784,    1.122514
   0.784484,    1.122497
   0.785185,    1.122481
   0.785886,    1.122465
   0.786587,    1.122449
   0.787287,    1.122433
   0.787988,    1.122417
   0.788689,    1.122401
   0.789389,    1.122385
   0.790090,    1.122369
   0.790791,    1.122353
   0.791491,    1.122337
   0.792192,    1.122321
   0.792893,    1.122305
   0.793594,    1.122289
   0.794294,    1.122273
   0.794995,    1.122257
   0.795696,    1.122241
   0.796396,    1.122225
   0.797097,    1.122209
   0.797798,    1.122193
   0.798498,    1.122177
   0.799199,    1.122161
   0.799900,    1.122145
   0.800601,    1.122129
   0.801301,    1.122113
   0.802002,    1.122097
   0.802703,    1.122081
   0.803403,    1.122065
   0.804104,    1.122049
   0.804805,    1.122033
   0.805506,    1.122017
   0.806206,    1.122001
   0.806907,    1.121985
   0.807608,    1.121969
   0.808308,    1.121953
   0.809009,    1.121937
   0.809710,    1.121921
   0.810410,    1.121905
   0.811111,    1.121889
   0.811812,    1.121873
   0.812513,    1.121857
   0.813213,    1.121841
   0.813914,    1.121825
   0.814615,    1.121809
   0.815315,    1.121793
   0.816016,    1.121777
   0.816717,    1.121761
   0.817417,    1.121745
   0.818118,    1.121729
   0.818819,    1.121713
   0.819520,    1.121697
   0.820220,    1.121681
   0.820921,    1.121665
   0.821622,    1.121649
   0.822322,    1.121633
   0.823023,    1.121617
   0.823724,    1.121601
   0.824424,    1.121585
   0.825125,    1.121569
   0.825826,    1.121553
   0.826527,    1.121537
   0.827227,    1.121521
   0.827928,    1.121505
   0.828629,    1.121488
   0.829329,    1.121472
   0.830030,    1.121456
   0.830731,    1.121440
   0.831431,    1.121424
   0.832132,    1.121408
   0.832833,    1.121392
   0.833534,    1.121376
   0.834234,    1.121360
   0.834935,    1.121344
   0.835636,    1.121328
   0.836336,    1.121312
   0.837037,    1.121296
   0.837738,    1.121280
   0.838438,    1.121264
   0.839139,    1.121248
   0.839840,    1.121232
   0.840541,    1.121216
   0.841241,    1.121200
   0.841942,    1.121184
   0.842643,    1.121168
   0.843343,    1.121152
   0.844044,    1.121136
   0.844745,    1.121120
   0.845445,    1.121104
   0.846146,    1.121088
   0.846847,    1.121072
   0.847548,    1.121056
   0.848248,    1.121040
   0.848949,    1.121024
   0.849650,    1.121008
   0.850350,    1.121010
   0.851051,    1.121030
   0.851752,    1.121050
   0.852452,    1.121070
   0.853153,    1.121090
   0.853854,    1.121110
   0.854555,    1.121130
   0.855255,    1.121150
   0.855956,    1.121170
   0.856657,    1.121190
   0.857357,    1.121210
   0.858058,    1.121230
   0.858759,    1.121250
   0.859459,    1.121270
   0.860160,    1.121290
   0.860861,    1.121310
   0.861562,    1.121330
   0.862262,    1.121350
   0.862963,    1.121370
   0.863664,    1.121390
   0.864364,    1.121410
   0.865065,    1.121430
   0.865766,    1.121450
   0.866466,    1.121470
   0.867167,    1.121490
   0.867868,    1.121511
   0.868569,    1.121531
   0.869269,    1.121551
   0.869970,    1.121571
   0.870671,    1.121591
   0.871371,    1.121611
   0.872072,    1.121631
   0.872773,    1.121651
   0.873473,    1.121671
   0.874174,    1.121691
   0.874875,    1.121711
   0.875576,    1.121731
   0.876276,    1.121751
   0.876977,    1.121771
   0.877678,    1.121791
   0.878378,    1.121811
   0.879079,    1.121831
   0.879780,    1.121851
   0.880480,    1.121871
   0.881181,    1.121891
   0.881882,    1.121911
   0.882583,    1.121931
   0.883283,    1.121951
   0.883984,    1.121971
   0.884685,    1.121991
   0.885385,    1.122011
   0.886086,    1.122031
   0.886787,    1.122051
   0.887487,    1.122071
   0.888188,    1.122091
   0.888889,    1.122111
   0.889590,    1.122131
   0.890290,    1.122151
   0.890991,    1.122171
   0.891692,    1.122191
   0.892392,    1.122211
   0.893093,    1.122231
   0.893794,    1.122251
   0.894494,    1.122271
   0.895195,    1.122291
   0.895896,    1.122311
   0.896597,    1.122331
   0.897297,    1.122351
   0.897998,    1.122371
   0.898699,    1.122391
   0.899399,    1.122411
   0.900100,    1.122431
   0.900801,    1.122451
   0.901502,    1.122471
   0.902202,    1.122491
   0.902903,    1.122512
   0.903604,    1.122532
   0.904304,    1.122552
   0.905005,    1.122572
   0.905706,    1.122592
   0.906406,    1.122612
   0.907107,    1.122632
   0.907808,    1.122652
   0.908509,    1.122672
   0.909209,    1.122692
   0.909910,    1.122712
   0.910611,    1.122732
   0.911311,    1.122752
   0.912012,    1.122772
   0.912713,    1.122792
   0.913413,    1.122812
   0.914114,    1.122832
   0.914815,    1.122852
   0.915516,    1.122872
   0.916216,    1.122892
   0.916917,    1.122912
   0.917618,    1.122932
   0.918318,    1.122952
   0.919019,    1.122972
   0.919720,    1.122992
   0.920420,    1.123012
   0.921121,    1.123032
   0.921822,    1.123052
   0.922523,    1.123072
   0.923223,    1.123092
   0.923924,    1.123112
   0.924625,    1.123132
   0.925325,    1.123152
   0.926026,    1.123172
   0.926727,    1.123192
   0.927427,    1.123212
   0.928128,    1.123232
   0.928829,    1.123252
   0.929530,    1.123272
   0.930230,    1.123292
   0.930931,    1.123312
   0.931632,    1.123332
   0.932332,    1.123352
   0.933033,    1.123372
   0.933734,    1.123392
   0.934434,    1.123412
   0.935135,    1.123432
   0.935836,    1.123452
   0.936537,    1.123472
   0.937237,    1.123492
   0.937938,    1.123513
   0.938639,    1.123533
   0.939339,    1.123553
   0.940040,    1.123573
   0.940741,    1.123593
   0.941441,    1.123613
   0.942142,    1.123633
   0.942843,    1.123653
   0.943544,    1.123673
   0.944244,    1.123693
   0.944945,    1.123713
   0.945646,    1.123733
   0.946346,    1.123753
   0.947047,    1.123773
   0.947748,    1.123793
   0.948448,    1.123813
   0.949149,    1.123833
   0.949850,    1.123853
   0.950551,    1.123873
   0.951251,    1.123893
   0.951952,    1.123913
   0.952653,    1.123933
   0.953353,    1.123953
   0.954054,    1.123973
   0.954755,    1.123993
   0.955455,    1.124013
   0.956156,    1.124033
   0.956857,    1.124053
   0.957558,    1.124073
   0.958258,    1.124093
   0.958959,    1.124113
   0.959660,    1.124133
   0.960360,    1.124153
   0.961061,    1.124173
   0.961762,    1.124193
   0.962462,    1.124213
   0.963163,    1.124233
   0.963864,    1.124253
   0.964565,    1.124273
   0.965265,    1.124293
   0.965966,    1.124313
   0.966667,    1.124333
   0.967367,    1.124353
   0.968068,    1.124373
   0.968769,    1.124393
   0.969469,    1.124413
   0.970170,    1.124433
   0.970871,    1.124453
   0.971572,    1.124473
   0.972272,    1.124493
   0.972973,    1.124514
   0.973674,    1.124534
   0.974374,    1.124554
   0.975075,    1.124574
   0.975776,    1.124594
   0.976476,    1.124614
   0.977177,    1.124634
   0.977878,    1.124654
   0.978579,    1.124674
   0.979279,    1.124694
   0.979980,    1.124714
   0.980681,    1.124734
   0.981381,    1.124754
   0.982082,    1.124774
   0.982783,    1.124794
   0.983483,    1.124814
   0.984184,    1.124834
   0.984885,    1.124854
   0.985586,    1.124874
   0.986286,    1.124894
   0.986987,    1.124914
   0.987688,    1.124934
   0.988388,    1.124954
   0.989089,    1.124974
   0.989790,    1.124994
   0.990490,    1.125014
   0.991191,    1.125034
   0.991892,    1.125054
   0.992593,    1.125074
   0.993293,    1.125094
   0.993994,    1.125114
   0.994695,    1.125134
   0.995395,    1.125154
   0.996096,    1.125174
   0.996797,    1.125194
   0.997497,    1.125214
   0.998198,    1.125234
   0.998899,    1.125254
   0.999600,    1.125274
   1.000300,    1.125294
   1.001001,    1.125314
   1.001702,    1.125334
   1.002402,    1.125354
   1.003103,    1.125374
   1.003804,    1.125394
   1.004505,    1.125414
   1.005205,    1.125434
   1.005906,    1.125454
   1.006607,    1.125474
   1.007307,    1.125494
   1.008008,    1.125515
   1.008709,    1.125535
   1.009409,    1.125555
   1.010110,    1.125575
   1.010811,    1.125595
   1.011512,    1.125615
   1.012212,    1.125635
   1.012913,    1.125655
   1.013614,    1.125675
   1.014314,    1.125695
   1.015015,    1.125715
   1.015716,    1.125735
   1.016416,    1.125755
   1.017117,    1.125775
   1.017818,    1.125795
   1.018519,    1.125815
   1.019219,    1.125835
   1.019920,    1.125855
   1.020621,    1.125875
   1.021321,    1.125895
   1.022022,    1.125915
   1.022723,    1.125935
   1.023423,    1.125955
   1.024124,    1.125975
   1.024825,    1.125995
   1.025526,    1.125772
   1.026226,    1.125467
   1.026927,    1.125163
   1.027628,    1.124859
   1.028328,    1.124555
   1.029029,    1.124250
   1.029730,    1.123946
   1.030430,    1.123642
   1.031131,    1.123337
   1.031832,    1.123033
   1.032533,    1.122729
   1.033233,    1.122424
   1.033934,    1.122120
   1.034635,    1.121816
   1.035335,    1.121512
   1.036036,    1.121207
   1.036737,    1.120903
   1.037437,    1.120599
   1.038138,    1.120294
   1.038839,    1.119990
   1.039540,    1.119686
   1.040240,    1.119381
   1.040941,    1.119077
   1.041642,    1.118773
   1.042342,    1.118468
   1.043043,    1.118164
   1.043744,    1.117860
   1.044444,    1.117556
   1.045145,    1.117251
   1.045846,    1.116947
   1.046547,    1.116643
   1.047247,    1.116338
   1.047948,    1.116034
   1.048649,    1.115730
   1.049349,    1.115425
   1.050050,    1.115121
   1.050751,    1.114817
   1.051451,    1.114513
   1.052152,    1.114208
   1.052853,    1.113904
   1.053554,    1.113600
   1.054254,    1.113295
   1.054955,    1.112991
   1.055656,    1.112687
   1.056356,    1.112382
   1.057057,    1.112078
   1.057758,    1.111774
   1.058458,    1.111469
   1.059159,    1.111165
   1.059860,    1.110861
   1.060561,    1.110557
   1.061261,    1.110252
   1.061962,    1.109948
   1.062663,    1.109644
   1.063363,    1.109339
   1.064064,    1.109035
   1.064765,    1.108731
   1.065465,    1.108426
   1.066166,    1.108122
   1.066867,    1.107818
   1.067568,    1.107514
   1.068268,    1.107209
   1.068969,    1.106905
   1.069670,    1.106601
   1.070370,    1.106296
   1.071071,    1.105992
   1.071772,    1.105688
   1.072472,    1.105383
   1.073173,    1.105079
   1.073874,    1.104775
   1.074575,    1.104470
   1.075275,    1.104166
   1.075976,    1.103862
   1.076677,    1.103558
   1.077377,    1.103253
   1.078078,    1.102949
   1.078779,    1.102645
   1.079479,    1.102340
   1.080180,    1.102036
   1.080881,    1.101732
   1.081582,    1.101427
   1.082282,    1.101123
   1.082983,    1.100819
   1.083684,    1.100515
   1.084384,    1.100210
   1.085085,    1.099906
   1.085786,    1.099602
   1.086486,    1.099297
   1.087187,    1.098993
   1.087888,    1.098689
   1.088589,    1.098384
   1.089289,    1.098080
   1.089990,    1.097776
   1.090691,    1.097471
   1.091391,    1.097167
   1.092092,    1.096863
   1.092793,    1.096559
   1.093493,    1.096254
   1.094194,    1.095950
   1.094895,    1.095646
   1.095596,    1.095341
   1.096296,    1.095037
   1.096997,    1.094733
   1.097698,    1.094428
   1.098398,    1.094124
   1.099099,    1.093820
   1.099800,    1.093516
   1.100501,    1.093211
   1.101201,    1.092907
   1.101902,    1.092603
   1.102603,    1.092298
   1.103303,    1.091994
   1.104004,    1.091690
   1.104705,    1.091385
   1.105405,    1.091081
   1.106106,    1.090777
   1.106807,    1.090472
   1.107508,    1.090168
   1.108208,    1.089864
   1.108909,    1.089560
   1.109610,    1.089255
   1.110310,    1.088951
   1.111011,    1.088647
   1.111712,    1.088342
   1.112412,    1.088038
   1.113113,    1.087734
   1.113814,    1.087429
   1.114515,    1.087125
   1.115215,    1.086821
   1.115916,    1.086517
   1.116617,    1.086212
   1.117317,    1.085908
   1.118018,    1.085604
   1.118719,    1.085299
   1.119419,    1.084995
   1.120120,    1.084691
   1.120821,    1.084386
   1.121522,    1.084082
   1.122222,    1.083778
   1.122923,    1.083473
   1.123624,    1.083169
   1.124324,    1.082865
   1.125025,    1.082561
   1.125726,    1.082256
   1.126426,    1.081952
   1.127127,    1.081648
   1.127828,    1.081343
   1.128529,    1.081039
   1.129229,    1.080735
   1.129930,    1.080430
   1.130631,    1.080126
   1.131331,    1.079822
   1.132032,    1.079518
   1.132733,    1.079213
   1.133433,    1.078909
   1.134134,    1.078605
   1.134835,    1.078300
   1.135536,    1.077996
   1.136236,    1.077692
   1.136937,    1.077387
   1.137638,    1.077083
   1.138338,    1.076779
   1.139039,    1.076474
   1.139740,    1.076170
   1.140440,    1.075866
   1.141141,    1.075562
   1.141842,    1.075257
   1.142543,    1.074953
   1.143243,    1.074649
   1.143944,    1.074344
   1.144645,    1.074040
   1.145345,    1.073736
   1.146046,    1.073431
   1.146747,    1.073127
   1.147447,    1.072823
   1.148148,    1.072519
   1.148849,    1.072214
   1.149550,    1.071910
   1.150250,    1.071606
   1.150951,    1.071301
   1.151652,    1.070997
   1.152352,    1.070693
   1.153053,    1.070388
   1.153754,    1.070084
   1.154454,    1.069780
   1.155155,    1.069475
   1.155856,    1.069171
   1.156557,    1.068867
   1.157257,    1.068563
   1.157958,    1.068258
   1.158659,    1.067954
   1.159359,    1.067650
   1.160060,    1.067345
   1.160761,    1.067041
   1.161461,    1.066737
   1.162162,    1.066432
   1.162863,    1.066128
   1.163564,    1.065824
   1.164264,    1.065520
   1.164965,    1.065215
   1.165666,    1.064911
   1.166366,    1.064607
   1.167067,    1.064302
   1.167768,    1.063998
   1.168468,    1.063694
   1.169169,    1.063389
   1.169870,    1.063085
   1.170571,    1.062781
   1.171271,    1.062476
   1.171972,    1.062172
   1.172673,    1.061868
   1.173373,    1.061564
   1.174074,    1.061259
   1.174775,    1.060955
   1.175475,    1.060651
   1.176176,    1.060346
   1.176877,    1.060042
   1.177578,    1.059738
   1.178278,    1.059433
   1.178979,    1.059129
   1.179680,    1.058825
   1.180380,    1.058521
   1.181081,    1.058216
   1.181782,    1.057912
   1.182482,    1.057608
   1.183183,    1.057303
   1.183884,    1.056999
   1.184585,    1.056695
   1.185285,    1.056390
   1.185986,    1.056086
   1.186687,    1.055782
   1.187387,    1.055477
   1.188088,    1.055173
   1.188789,    1.054869
   1.189489,    1.054565
   1.190190,    1.054260
   1.190891,    1.053956
   1.191592,    1.053652
   1.192292,    1.053347
   1.192993,    1.053043
   1.193694,    1.052739
   1.194394,    1.052434
   1.195095,    1.052130
   1.195796,    1.051826
   1.196496,    1.051522
   1.197197,    1.051217
   1.197898,    1.050913
   1.198599,    1.050609
   1.199299,    1.050304
   1.200000,    1.050000
