Ground Distance, Angular Velocity
   0.000000,    0.000000
  18.623565,    0.000000
  37.247175,    0.000000
  55.870786,    0.000000
  74.494962,    0.000000
  93.119186,    0.000000
 111.743410,    0.000000
 130.367634,    0.000000
 148.991858,    0.000000
 167.616082,    0.000000
 186.240306,    0.000000
 204.864530,    0.000000
 223.488754,    0.000000
 242.112977,    0.000000
 260.737998,    0.000000
 279.363086,    0.000000
 297.988174,    0.000000
 316.613263,    0.000000
 335.238351,    0.000000
 353.863439,    0.000000
 372.488528,    0.000000
 391.113616,    0.000000
 409.738704,    0.000000
 428.363793,    0.000000
 446.989654,    0.000000
 465.615581,    0.000000
 484.241508,    0.000000
 502.867434,    0.000000
 521.493361,    0.000000
 540.119288,    0.000000
 558.745215,    0.000000
 577.371142,    0.000000
 595.997069,    0.000000
 614.622996,    0.000000
 633.249675,    0.000000
 651.876418,    0.000000
 670.503161,    0.000000
 689.129904,    0.000000
 707.756647,    0.000000
 726.383391,    0.000000
 745.010134,    0.000000
 763.636877,    0.000000
 782.263620,    0.000000
 800.890363,    0.000000
 819.517981,    0.000000
 838.145674,    0.000000
 856.773367,    0.000000
 875.401060,    0.000000
 894.028753,    0.000000
 912.656445,    0.000000
 931.284138,    0.000000
 949.911831,    0.000000
 968.539524,    0.000000
 987.167217,    0.000000
1005.795774,    0.000000
1024.424405,    0.000000
1043.053035,    0.000000
1061.681666,    0.000000
1080.310297,    0.000000
1098.938928,    0.000000
1117.567558,    0.000000
1136.196189,    0.000000
1154.824820,    0.000000
1173.453451,    0.000000
1192.082866,    0.000000
1210.712349,    0.000000
1229.341832,    0.000000
1247.971314,    0.000000
1266.600797,    0.000000
1285.230280,    0.000000
1303.859762,    0.000000
1322.489245,    0.000000
1341.118728,    0.000000
1359.748210,    0.000000
1378.378445,    0.000000
1397.008744,    0.000000
1415.639042,    0.000000
1434.269341,    0.000000
1452.899640,    0.000000
1471.529938,    0.000000
1490.160237,    0.000000
1508.790536,    0.000000
1527.420834,    0.000000
1546.051133,    0.000000
1564.682295,    0.000000
1583.313531,    0.000000
1601.944767,    0.000000
1620.576003,    0.000000
1639.207239,    0.000000
1657.838475,    0.000000
1676.469711,    0.000000
1695.100947,    0.000000
1713.732183,    0.000000
1732.363419,    0.000000
1750.995497,    0.000000
1769.627648,    0.000000
1788.259798,    0.000000
1806.891949,    0.000000
1825.524100,    0.000000
1844.156250,    0.000000
1862.788401,    0.000000
1881.420551,    0.000000
1900.052702,    0.000000
1918.684852,    0.000000
1937.317759,    0.000000
1955.950729,    0.000000
1974.583700,    0.000000
1993.216670,    0.000000
2011.849641,    0.000000
2030.482612,    0.000000
2049.115582,    0.000000
2067.748553,    0.000000
2086.381523,    0.000000
2105.014494,    0.000000
2123.648181,    0.000000
2142.281929,    0.000000
2160.915678,    0.000000
2179.549426,    0.000000
2198.183174,    0.000000
2216.816923,    0.000000
2235.450671,    0.000000
2254.084419,    0.000000
2272.718168,    0.000000
2291.351916,    0.000000
2309.986491,    0.000000
2328.621136,    0.000000
2347.255781,    0.000000
2365.890427,    0.000000
2384.525072,    0.000000
2403.159717,    0.000000
2421.794362,    0.000000
2440.429008,    0.000000
2459.063653,    0.000000
2477.698298,    0.000000
2496.333749,    0.000000
2514.969268,    0.000000
2533.604788,    0.000000
2552.240307,    0.000000
2570.875826,    0.000000
2589.511346,    0.000000
2608.146865,    0.000000
2626.782384,    0.000000
2645.417904,    0.000000
2664.053423,    0.000000
2682.689663,    0.000000
2701.325965,    0.000000
2719.962266,    0.000000
2738.598568,    0.000000
2757.234869,    0.000000
2775.871171,    0.000000
2794.507472,    0.000000
2813.143774,    0.000000
2831.780075,    0.000000
2850.416377,    0.000000
2869.053365,    0.000000
2887.690413,    0.000000
2906.327460,    0.000000
2924.964507,    0.000000
2943.601554,    0.000000
2962.238601,    0.000000
2980.875648,    0.000000
2999.512696,    0.000000
3018.149743,    0.000000
3036.786790,    0.000000
3055.424640,    0.000000
3074.062559,    0.000000
3092.700478,    0.000000
3111.338397,    0.000000
3129.976316,    0.000000
3148.614234,    0.000000
3167.252153,    0.000000
3185.890072,    0.000000
3204.527991,    0.000000
3223.165910,    0.000000
3241.804619,    0.000000
3260.443396,    0.000000
3279.082173,    0.000000
3297.720950,    0.000000
3316.359727,    0.000000
3334.998504,    0.000000
3353.637280,    0.000000
3372.276057,    0.000000
3390.914834,    0.000000
3409.553611,    0.000000
3428.193103,    0.000000
3446.832656,    0.000000
3465.472208,    0.000000
3484.111761,    0.000000
3502.751314,    0.000000
3521.390867,    0.000000
3540.030420,    0.000000
3558.669972,    0.000000
3577.309525,    0.000000
3595.949078,    0.000000
3614.589321,    0.000000
3633.229624,    0.000000
3651.869926,    0.000000
3670.510229,    0.000000
3689.150531,    0.000000
3707.790834,    0.000000
3726.431136,    0.000000
3745.071439,    0.000000
3763.711741,    0.000000
3782.352043,    0.000000
3800.993162,    0.000000
3819.634351,    0.000000
3838.275539,    0.000000
3856.916727,    0.000000
3875.557916,    0.000000
3894.199104,    0.000000
3912.840293,    0.000000
3931.481481,    0.000000
3950.122669,    0.000000
3968.763858,    0.000000
3987.405858,    0.000000
4006.047928,    0.000000
4024.689998,    0.000000
4043.332068,    0.000000
4061.974138,    0.000000
4080.616208,    0.000000
4099.258278,    0.000000
4117.900347,    0.000000
4136.542417,    0.000000
4155.184487,    0.000000
4173.827301,    0.000000
4192.470178,    0.000000
4211.113055,    0.000000
4229.755932,    0.000000
4248.398809,    0.000000
4267.041685,    0.000000
4285.684562,    0.000000
4304.327439,    0.000000
4322.970316,    0.000000
4341.613193,    0.000000
4360.256795,    0.000000
4378.900459,    0.000000
4397.544123,    0.000000
4416.187787,    0.000000
4434.831451,    0.000000
4453.475115,    0.000000
4472.118779,    0.000000
4490.762443,    0.000000
4509.406106,    0.000000
4528.049770,    0.000000
4546.694289,    0.000000
4565.338880,    0.000000
4583.983471,    0.000000
4602.628063,    0.000000
4621.272654,    0.000000
4639.917245,    0.000000
4658.561837,    0.000000
4677.206428,    0.000000
4695.851019,    0.000000
4714.495611,    0.000000
4733.141054,    0.000000
4751.786570,    0.000000
4770.432086,    0.000000
4789.077603,    0.000000
4807.723119,    0.000000
4826.368635,    0.000000
4845.014151,    0.000000
4863.659667,    0.000000
4882.305183,    0.000000
4900.950700,    0.000000
4919.596999,    0.000000
4938.243365,    0.000000
4956.889731,    0.000000
4975.536097,    0.000000
4994.182464,    0.000000
5012.828830,    0.000000
5031.475196,    0.000000
5050.121562,    0.000000
5068.767928,    0.000000
5087.414294,    0.000000
5106.061423,    0.000000
5124.708617,    0.000000
5143.355810,    0.000000
5162.003004,    0.000000
5180.650197,    0.000000
5199.297391,    0.000000
5217.944584,    0.000000
5236.591778,    0.000000
5255.238972,    0.000000
5273.886165,    0.000000
5292.534247,    0.000000
5311.182404,    0.000000
5329.830562,    0.000000
5348.478719,    0.000000
5367.126877,    0.000000
5385.775034,    0.000000
5404.423191,    0.000000
5423.071349,    0.000000
5441.719506,    0.000000
5460.367664,    0.000000
5479.016701,    0.000000
5497.665814,    0.000000
5516.314927,    0.000000
5534.964040,    0.000000
5553.613153,    0.000000
5572.262265,    0.000000
5590.911378,    0.000000
5609.560491,    0.000000
5628.209604,    0.000000
5646.858717,    0.000000
5665.508634,    0.000000
5684.158621,    0.000000
5702.808607,    0.000000
5721.458594,    0.000000
5740.108580,    0.000000
5758.758566,    0.000000
5777.408553,    0.000000
5796.058539,    0.000000
5814.708526,    0.000000
5833.358512,    0.000000
5852.009276,    0.000000
5870.660105,    0.000000
5889.310935,    0.000000
5907.961765,    0.000000
5926.612594,    0.000000
5945.263424,    0.000000
5963.914254,    0.000000
5982.565084,    0.000000
6001.215913,    0.000000
6019.866743,    0.000000
6038.518469,    0.000000
6057.170271,    0.000000
6075.822073,    0.000000
6094.473875,    0.000000
6113.125677,    0.000000
6131.777478,    0.000000
6150.429280,    0.000000
6169.081082,    0.000000
6187.732884,    0.000000
6206.384686,    0.000000
6225.037369,    0.000000
6243.690127,    0.000000
6262.342886,    0.000000
6280.995644,    0.000000
6299.648402,    0.000000
6318.301160,    0.000000
6336.953918,    0.000000
6355.606677,    0.000000
6374.259435,    0.000000
6392.912193,    0.000000
6411.565751,    0.000000
6430.219376,    0.000000
6448.873002,    0.000000
6467.526628,    0.000000
6486.180253,    0.000000
6504.833879,    0.000000
6523.487505,    0.000000
6542.141130,    0.000000
6560.794756,    0.000000
6579.448382,    0.000000
6598.102774,    0.000000
6616.757231,    0.000000
6635.411688,    0.000000
6654.066145,    0.000000
