Ground distance, Thrust
   0.000000, 6789.423634
 221.831072, 6793.077396
 443.654442, 6796.605852
 665.468519, 6799.932365
 887.272979, 6803.392116
1109.068929, 6806.924755
1330.856344, 6810.379758
1552.633958, 6813.622577
1774.400798, 6816.933482
1996.158123, 6820.379144
2217.906444, 6823.812298
2439.645040, 6827.087125
2661.372256, 6830.206011
2883.088376, 6833.498431
3104.794536, 6836.859647
3326.490711, 6840.146336
3548.175686, 6843.219232
3769.847739, 6846.199485
3991.507598, 6849.345913
4213.156124, 6852.527946
4434.793046, 6855.610019
4656.416977, 6858.463080
4878.026567, 6861.328039
5099.623023, 6864.362140
5321.207216, 6867.435207
5542.778924, 6870.416221
5764.336845, 6873.178896
5985.879520, 6875.919297
6207.408117, 6878.851854
6428.923714, 6881.850547
6650.426331, 6884.787276
6871.914927, 6887.537377
7093.387698, 6890.119521
7314.844942, 6892.894629
7536.288077, 6895.783968
7757.717540, 6898.663709
7979.132738, 6901.411207
8200.532083, 6903.911029
8421.914106, 6906.413043
8643.280050, 6909.102056
8864.630995, 6911.862229
9085.967042, 6914.575419
9307.287319, 6917.126222
9528.590031, 6919.417957
9749.874008, 6921.776682
9971.140706, 6924.317238
10192.391185, 6926.930054
10413.625584, 6929.503162
10634.843117, 6931.926994
10856.042117, 6934.099357
11077.221106, 6936.275145
11298.381452, 6938.666278
11519.524520, 6941.169245
11740.650795, 6943.676414
11961.759870, 6946.080649
12182.850468, 6948.279887
12403.920553, 6950.229006
12624.969551, 6952.326763
12845.999154, 6954.607919
13067.010480, 6956.973753
13288.003812, 6959.322550
13508.978598, 6961.553960
13729.933473, 6963.573289
13950.866339, 6965.309938
14171.776013, 6967.127744
14392.664108, 6969.153339
14613.531985, 6971.298658
14834.380258, 6973.471067
15055.208771, 6975.577361
15276.016607, 6977.527754
15496.802140, 6979.239706
15717.563202, 6980.715787
15938.299598, 6982.387052
16159.013272, 6984.271563
16379.705657, 6986.287130
16600.377480, 6988.346465
16821.028742, 6990.360962
17041.658721, 6992.244494
17262.266012, 6993.917104
17482.848585, 6995.308393
17703.404274, 6996.548206
17923.933810, 6998.037160
18144.439144, 6999.729888
18364.921658, 7001.552345
18585.382106, 7003.425386
18805.820575, 7005.268198
19026.236498, 7007.001778
19246.628676, 7008.552324
