alpha body, CL_e
 -10.000000,    0.162483
  -9.090909,    0.241347
  -8.181818,    0.320210
  -7.272727,    0.399074
  -6.363636,    0.477940
  -5.454545,    0.556812
  -4.545455,    0.635692
  -3.636364,    0.714581
  -2.727273,    0.793483
  -1.818182,    0.873569
  -0.909091,    0.951541
  -0.000000,    1.029533
   0.909091,    1.107547
   1.818182,    1.185584
   2.727273,    1.263648
   3.636364,    1.341741
