alpha body, CL_e
 -10.000000,    0.158634
  -9.090909,    0.235220
  -8.181818,    0.311798
  -7.272727,    0.388373
  -6.363636,    0.464948
  -5.454545,    0.541529
  -4.545455,    0.618117
  -3.636364,    0.694718
  -2.727273,    0.771335
  -1.818182,    0.849108
  -0.909091,    0.924835
  -0.000000,    1.000589
   0.909091,    1.076374
