Mach, Climb Angle
   0.336516,    2.468299
   0.339581,    2.443241
   0.342647,    2.453752
   0.345712,    2.468161
   0.348778,    2.483449
   0.351843,    2.499449
   0.354909,    2.513033
   0.357974,    2.520849
   0.361040,    2.529006
   0.364105,    2.538010
   0.367171,    2.542146
   0.370236,    2.545760
   0.373302,    2.549623
   0.376367,    2.553391
   0.379433,    2.552343
   0.382498,    2.551495
   0.385564,    2.550849
   0.388629,    2.550406
   0.391695,    2.545130
   0.394760,    2.539596
   0.397826,    2.534220
   0.400891,    2.529002
   0.403957,    2.522350
   0.407022,    2.512042
   0.410088,    2.501852
   0.413153,    2.491779
   0.416219,    2.481824
   0.419284,    2.471473
   0.422350,    2.456673
   0.425415,    2.441953
   0.428481,    2.427313
   0.431546,    2.412827
   0.434612,    2.398515
   0.437677,    2.383069
   0.440743,    2.363992
   0.443808,    2.344962
   0.446874,    2.326246
   0.449939,    2.307603
   0.453005,    2.289006
   0.456070,    2.270454
   0.459136,    2.249534
   0.462201,    2.226795
   0.465267,    2.204070
   0.468332,    2.181361
   0.471398,    2.158666
   0.474463,    2.136459
   0.477529,    2.114344
   0.480594,    2.092245
   0.483660,    2.066628
   0.486725,    2.040332
   0.489791,    2.014478
   0.492856,    1.988610
   0.495922,    1.962729
   0.498987,    1.936835
   0.502053,    1.911543
   0.505118,    1.886388
   0.508184,    1.861220
   0.511249,    1.833186
   0.514315,    1.803977
   0.517380,    1.775222
   0.520446,    1.746428
   0.523511,    1.717596
   0.526577,    1.688726
   0.529642,    1.660224
   0.532708,    1.631820
   0.535773,    1.603378
   0.538839,    1.574897
   0.541904,    1.546468
   0.544970,    1.515380
   0.548035,    1.483258
   0.551101,    1.451076
   0.554166,    1.418833
   0.557232,    1.386719
   0.560297,    1.354628
   0.563363,    1.322477
   0.566428,    1.290265
   0.569494,    1.258015
   0.572559,    1.225819
   0.575625,    1.193562
   0.578690,    1.161245
   0.581756,    1.128868
   0.584821,    1.095315
   0.587887,    1.059180
   0.590952,    1.022965
   0.594018,    0.986670
   0.597083,    0.950281
   0.600149,    0.913694
   0.603214,    0.877027
   0.606280,    0.840281
   0.609345,    0.803455
   0.612411,    0.766392
   0.615476,    0.729138
   0.618542,    0.691804
   0.621607,    0.654391
   0.624673,    0.616874
   0.627738,    0.578897
   0.630804,    0.540840
   0.633869,    0.502704
   0.636935,    0.463761
   0.640000,    0.421841
