0.2	0.6	0.78	0.8	
0.0	6561.68	16404.2	26246.72	
0.0	10.0	
-5.0	-2.5	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.5	10.0	12.5	
-3.0	3.0	

 	-3.0	3.0
-5.0	3.0061E-6	3.0054E-6
-2.5	4.1123E-5	4.1122E-5
0.0	8.0011E-5	8.001E-5
1.0	9.5622E-5	9.5622E-5
2.0	1.1119E-4	1.1119E-4
3.0	1.2668E-4	1.2668E-4
4.0	1.4202E-4	1.4202E-4
5.0	1.5719E-4	1.5719E-4
6.0	1.7209E-4	1.7209E-4
7.5	1.9358E-4	1.9358E-4
10.0	2.2609E-4	2.2609E-4
12.5	2.5676E-4	2.5675E-4

 	-3.0	3.0
-5.0	0.002595	-0.0025833
-2.5	0.0027989	-0.0027124
0.0	0.0030048	-0.0028416
1.0	0.0030865	-0.0028924
2.0	0.0031688	-0.0029438
3.0	0.0032555	-0.0029996
4.0	0.0033586	-0.0030718
5.0	0.0035147	-0.0031965
6.0	0.0038324	-0.0034801
7.5	0.0041649	-0.0037677
10.0	0.0034763	-0.0030265
12.5	0.0033417	-0.0028391

 	-3.0	3.0
-5.0	3.0061E-6	3.0054E-6
-2.5	4.1123E-5	4.1122E-5
0.0	8.0011E-5	8.001E-5
1.0	9.5622E-5	9.5622E-5
2.0	1.1119E-4	1.1119E-4
3.0	1.2668E-4	1.2668E-4
4.0	1.4202E-4	1.4202E-4
5.0	1.5719E-4	1.5719E-4
6.0	1.7209E-4	1.7209E-4
7.5	1.9358E-4	1.9358E-4
10.0	2.2609E-4	2.2609E-4
12.5	2.5676E-4	2.5675E-4

 	-3.0	3.0
-5.0	0.002595	-0.0025833
-2.5	0.0027989	-0.0027124
0.0	0.0030048	-0.0028416
1.0	0.0030865	-0.0028924
2.0	0.0031688	-0.0029438
3.0	0.0032555	-0.0029996
4.0	0.0033586	-0.0030718
5.0	0.0035147	-0.0031965
6.0	0.0038324	-0.0034801
7.5	0.0041649	-0.0037677
10.0	0.0034763	-0.0030265
12.5	0.0033417	-0.0028391

 	-3.0	3.0
-5.0	3.0061E-6	3.0054E-6
-2.5	4.1123E-5	4.1122E-5
0.0	8.0011E-5	8.001E-5
1.0	9.5622E-5	9.5622E-5
2.0	1.1119E-4	1.1119E-4
3.0	1.2668E-4	1.2668E-4
4.0	1.4202E-4	1.4202E-4
5.0	1.5719E-4	1.5719E-4
6.0	1.7209E-4	1.7209E-4
7.5	1.9358E-4	1.9358E-4
10.0	2.2609E-4	2.2609E-4
12.5	2.5676E-4	2.5675E-4

 	-3.0	3.0
-5.0	0.002595	-0.0025833
-2.5	0.0027989	-0.0027124
0.0	0.0030048	-0.0028416
1.0	0.0030865	-0.0028924
2.0	0.0031688	-0.0029438
3.0	0.0032555	-0.0029996
4.0	0.0033586	-0.0030718
5.0	0.0035147	-0.0031965
6.0	0.0038324	-0.0034801
7.5	0.0041649	-0.0037677
10.0	0.0034763	-0.0030265
12.5	0.0033417	-0.0028391

 	-3.0	3.0
-5.0	3.0061E-6	3.0054E-6
-2.5	4.1123E-5	4.1122E-5
0.0	8.0011E-5	8.001E-5
1.0	9.5622E-5	9.5622E-5
2.0	1.1119E-4	1.1119E-4
3.0	1.2668E-4	1.2668E-4
4.0	1.4202E-4	1.4202E-4
5.0	1.5719E-4	1.5719E-4
6.0	1.7209E-4	1.7209E-4
7.5	1.9358E-4	1.9358E-4
10.0	2.2609E-4	2.2609E-4
12.5	2.5676E-4	2.5675E-4

 	-3.0	3.0
-5.0	0.002595	-0.0025833
-2.5	0.0027989	-0.0027124
0.0	0.0030048	-0.0028416
1.0	0.0030865	-0.0028924
2.0	0.0031688	-0.0029438
3.0	0.0032555	-0.0029996
4.0	0.0033586	-0.0030718
5.0	0.0035147	-0.0031965
6.0	0.0038324	-0.0034801
7.5	0.0041649	-0.0037677
10.0	0.0034763	-0.0030265
12.5	0.0033417	-0.0028391

 	-3.0	3.0
-5.0	3.6818E-6	3.6808E-6
-2.5	5.0365E-5	5.0364E-5
0.0	9.7993E-5	9.7992E-5
1.0	1.1711E-4	1.1711E-4
2.0	1.3618E-4	1.3618E-4
3.0	1.5515E-4	1.5514E-4
4.0	1.7394E-4	1.7394E-4
5.0	1.9251E-4	1.9251E-4
6.0	2.1076E-4	2.1076E-4
7.5	2.3709E-4	2.3709E-4
10.0	2.7691E-4	2.7691E-4
12.5	3.1446E-4	3.1446E-4

 	-3.0	3.0
-5.0	0.0031782	-0.0031638
-2.5	0.003428	-0.003322
0.0	0.0036801	-0.0034802
1.0	0.0037802	-0.0035424
2.0	0.003881	-0.0036053
3.0	0.0039872	-0.0036738
4.0	0.0041135	-0.0037622
5.0	0.0043046	-0.0039149
6.0	0.0046937	-0.0042623
7.5	0.005101	-0.0046144
10.0	0.0042576	-0.0037067
12.5	0.0040927	-0.0034771

 	-3.0	3.0
-5.0	3.6818E-6	3.6808E-6
-2.5	5.0365E-5	5.0364E-5
0.0	9.7993E-5	9.7992E-5
1.0	1.1711E-4	1.1711E-4
2.0	1.3618E-4	1.3618E-4
3.0	1.5515E-4	1.5514E-4
4.0	1.7394E-4	1.7394E-4
5.0	1.9251E-4	1.9251E-4
6.0	2.1076E-4	2.1076E-4
7.5	2.3709E-4	2.3709E-4
10.0	2.7691E-4	2.7691E-4
12.5	3.1446E-4	3.1446E-4

 	-3.0	3.0
-5.0	0.0031782	-0.0031638
-2.5	0.003428	-0.003322
0.0	0.0036801	-0.0034802
1.0	0.0037802	-0.0035424
2.0	0.003881	-0.0036053
3.0	0.0039872	-0.0036738
4.0	0.0041135	-0.0037622
5.0	0.0043046	-0.0039149
6.0	0.0046937	-0.0042623
7.5	0.005101	-0.0046144
10.0	0.0042576	-0.0037067
12.5	0.0040927	-0.0034771

 	-3.0	3.0
-5.0	3.6818E-6	3.6808E-6
-2.5	5.0365E-5	5.0364E-5
0.0	9.7993E-5	9.7992E-5
1.0	1.1711E-4	1.1711E-4
2.0	1.3618E-4	1.3618E-4
3.0	1.5515E-4	1.5514E-4
4.0	1.7394E-4	1.7394E-4
5.0	1.9251E-4	1.9251E-4
6.0	2.1076E-4	2.1076E-4
7.5	2.3709E-4	2.3709E-4
10.0	2.7691E-4	2.7691E-4
12.5	3.1446E-4	3.1446E-4

 	-3.0	3.0
-5.0	0.0031782	-0.0031638
-2.5	0.003428	-0.003322
0.0	0.0036801	-0.0034802
1.0	0.0037802	-0.0035424
2.0	0.003881	-0.0036053
3.0	0.0039872	-0.0036738
4.0	0.0041135	-0.0037622
5.0	0.0043046	-0.0039149
6.0	0.0046937	-0.0042623
7.5	0.005101	-0.0046144
10.0	0.0042576	-0.0037067
12.5	0.0040927	-0.0034771

 	-3.0	3.0
-5.0	3.6818E-6	3.6808E-6
-2.5	5.0365E-5	5.0364E-5
0.0	9.7993E-5	9.7992E-5
1.0	1.1711E-4	1.1711E-4
2.0	1.3618E-4	1.3618E-4
3.0	1.5515E-4	1.5514E-4
4.0	1.7394E-4	1.7394E-4
5.0	1.9251E-4	1.9251E-4
6.0	2.1076E-4	2.1076E-4
7.5	2.3709E-4	2.3709E-4
10.0	2.7691E-4	2.7691E-4
12.5	3.1446E-4	3.1446E-4

 	-3.0	3.0
-5.0	0.0031782	-0.0031638
-2.5	0.003428	-0.003322
0.0	0.0036801	-0.0034802
1.0	0.0037802	-0.0035424
2.0	0.003881	-0.0036053
3.0	0.0039872	-0.0036738
4.0	0.0041135	-0.0037622
5.0	0.0043046	-0.0039149
6.0	0.0046937	-0.0042623
7.5	0.005101	-0.0046144
10.0	0.0042576	-0.0037067
12.5	0.0040927	-0.0034771

 	-3.0	3.0
-5.0	4.7068E-6	4.7056E-6
-2.5	6.4387E-5	6.4386E-5
0.0	1.2527E-4	1.2527E-4
1.0	1.4972E-4	1.4972E-4
2.0	1.741E-4	1.741E-4
3.0	1.9834E-4	1.9834E-4
4.0	2.2237E-4	2.2237E-4
5.0	2.4611E-4	2.4611E-4
6.0	2.6944E-4	2.6944E-4
7.5	3.031E-4	3.031E-4
10.0	3.54E-4	3.54E-4
12.5	4.0201E-4	4.0201E-4

 	-3.0	3.0
-5.0	0.0040631	-0.0040447
-2.5	0.0043824	-0.0042469
0.0	0.0047046	-0.0044491
1.0	0.0048326	-0.0045286
2.0	0.0049614	-0.0046091
3.0	0.0050973	-0.0046966
4.0	0.0052587	-0.0048096
5.0	0.0055031	-0.0050049
6.0	0.0060004	-0.0054489
7.5	0.0065211	-0.0058991
10.0	0.0054429	-0.0047387
12.5	0.0052322	-0.0044452

 	-3.0	3.0
-5.0	4.7068E-6	4.7056E-6
-2.5	6.4387E-5	6.4386E-5
0.0	1.2527E-4	1.2527E-4
1.0	1.4972E-4	1.4972E-4
2.0	1.741E-4	1.741E-4
3.0	1.9834E-4	1.9834E-4
4.0	2.2237E-4	2.2237E-4
5.0	2.4611E-4	2.4611E-4
6.0	2.6944E-4	2.6944E-4
7.5	3.031E-4	3.031E-4
10.0	3.54E-4	3.54E-4
12.5	4.0201E-4	4.0201E-4

 	-3.0	3.0
-5.0	0.0040631	-0.0040447
-2.5	0.0043824	-0.0042469
0.0	0.0047046	-0.0044491
1.0	0.0048326	-0.0045286
2.0	0.0049614	-0.0046091
3.0	0.0050973	-0.0046966
