0.15	0.3	0.56	
9832574.41561	7409784.06344	4658752.50372	1.96651488312E7	1.48195681269E7	9317505.00745	3.67082778183E7	2.76631938368E7	1.73926760139E7	
-10.0	0.0	10.0	
-5.0	-2.0	0.0	2.0	4.0	6.0	8.0	10.0	12.0	15.0	
-3.0	0.0	3.0	

 	-3.0	0.0	3.0
-5.0	4.9983E-4	0.0	-3.8826E-4
-2.0	5.5707E-4	0.0	-4.4597E-4
0.0	5.9458E-4	0.0	-4.8109E-4
2.0	6.3283E-4	0.0	-5.1846E-4
4.0	6.6399E-4	0.0	-5.4998E-4
6.0	5.7324E-4	0.0	-4.484E-4
8.0	7.2649E-4	0.0	-6.0619E-4
10.0	7.6269E-4	0.0	-6.4056E-4
12.0	7.9445E-4	0.0	-6.7037E-4
15.0	8.2172E-4	0.0	-6.9382E-4

 	-3.0	0.0	3.0
-5.0	5.8491E-5	0.0	5.8491E-5
-2.0	5.9492E-5	0.0	5.9492E-5
0.0	6.0239E-5	0.0	6.0239E-5
2.0	6.1075E-5	0.0	6.1075E-5
4.0	6.2087E-5	0.0	6.2087E-5
6.0	6.281E-5	0.0	6.281E-5
8.0	6.4412E-5	0.0	6.4412E-5
10.0	6.5708E-5	0.0	6.5708E-5
12.0	6.6972E-5	0.0	6.6972E-5
15.0	6.8838E-5	0.0	6.8838E-5

 	-3.0	0.0	3.0
-5.0	-3.8826E-4	0.0	4.9983E-4
-2.0	-4.4597E-4	0.0	5.5707E-4
0.0	-4.8109E-4	0.0	5.9458E-4
2.0	-5.1846E-4	0.0	6.3283E-4
4.0	-5.4998E-4	0.0	6.6399E-4
6.0	-4.484E-4	0.0	5.7324E-4
8.0	-6.0619E-4	0.0	7.2649E-4
10.0	-6.4056E-4	0.0	7.6269E-4
12.0	-6.7037E-4	0.0	7.9445E-4
15.0	-6.9382E-4	0.0	8.2172E-4

 	-3.0	0.0	3.0
-5.0	4.9935E-4	0.0	-3.8788E-4
-2.0	5.5653E-4	0.0	-4.4554E-4
0.0	5.9401E-4	0.0	-4.8063E-4
2.0	6.3223E-4	0.0	-5.1797E-4
4.0	6.6335E-4	0.0	-5.4946E-4
6.0	5.7269E-4	0.0	-4.4797E-4
8.0	7.2579E-4	0.0	-6.0561E-4
10.0	7.6196E-4	0.0	-6.3994E-4
12.0	7.9369E-4	0.0	-6.6973E-4
15.0	8.2093E-4	0.0	-6.9316E-4

 	-3.0	0.0	3.0
-5.0	5.8435E-5	0.0	5.8435E-5
-2.0	5.9435E-5	0.0	5.9435E-5
0.0	6.0181E-5	0.0	6.0181E-5
2.0	6.1017E-5	0.0	6.1017E-5
