0.15	0.3	0.56	
4658752.50372	7409784.06344	9317505.00745	9832574.41561	1.48195681269E7	1.73926760139E7	1.96651488312E7	2.76631938368E7	3.67082778183E7	
-10.0	0.0	10.0	
-5.0	-2.0	0.0	2.0	4.0	6.0	8.0	10.0	12.0	15.0	

 	-10.0	0.0	10.0
-5.0	-0.14617	-0.15317	-0.14617
-2.0	0.15867	0.16157	0.15867
0.0	0.36189	0.37146	0.36189
2.0	0.56429	0.58056	0.56429
4.0	0.76515	0.78814	0.76515
6.0	0.96154	0.99351	0.96154
8.0	1.159	1.196	1.159
10.0	1.351	1.3949	1.351
12.0	1.5386	1.5898	1.5386
15.0	1.8102	1.8729	1.8102

 	-10.0	0.0	10.0
-5.0	-0.14603	-0.15303	-0.14603
-2.0	0.15852	0.16141	0.15852
0.0	0.36155	0.37111	0.36155
2.0	0.56375	0.58	0.56375
4.0	0.76442	0.78739	0.76442
6.0	0.96062	0.99256	0.96062
8.0	1.1579	1.1948	1.1579
10.0	1.3497	1.3936	1.3497
12.0	1.5371	1.5882	1.5371
15.0	1.8085	1.8711	1.8085

 	-10.0	0.0	10.0
-5.0	-0.14582	-0.15281	-0.14582
-2.0	0.1583	0.16118	0.1583
0.0	0.36103	0.37057	0.36103
2.0	0.56294	0.57917	0.56294
4.0	0.76332	0.78626	0.76332
6.0	0.95924	0.99114	0.95924
8.0	1.1563	1.1931	1.1563
10.0	1.3478	1.3916	1.3478
12.0	1.5349	1.586	1.5349
15.0	1.8059	1.8684	1.8059

 	-10.0	0.0	10.0
-5.0	-0.14617	-0.15317	-0.14617
-2.0	0.15867	0.16157	0.15867
0.0	0.36189	0.37146	0.36189
2.0	0.56429	0.58056	0.56429
4.0	0.76515	0.78814	0.76515
6.0	0.96154	0.99351	0.96154
8.0	1.159	1.196	1.159
10.0	1.351	1.3949	1.351
12.0	1.5386	1.5898	1.5386
15.0	1.8102	1.8729	1.8102

 	-10.0	0.0	10.0
-5.0	-0.14603	-0.15303	-0.14603
-2.0	0.15852	0.16141	0.15852
0.0	0.36155	0.37111	0.36155
2.0	0.56375	0.58	0.56375
4.0	0.76442	0.78739	0.76442
6.0	0.96062	0.99256	0.96062
8.0	1.1579	1.1948	1.1579
10.0	1.3497	1.3936	1.3497
12.0	1.5371	1.5882	1.5371
15.0	1.8085	1.8711	1.8085

 	-10.0	0.0	10.0
-5.0	-0.14582	-0.15281	-0.14582
-2.0	0.1583	0.16118	0.1583
0.0	0.36103	0.37057	0.36103
2.0	0.56294	0.57917	0.56294
4.0	0.76332	0.78626	0.76332
6.0	0.95924	0.99114	0.95924
8.0	1.1563	1.1931	1.1563
10.0	1.3478	1.3916	1.3478
12.0	1.5349	1.586	1.5349
15.0	1.8059	1.8684	1.8059

 	-10.0	0.0	10.0
-5.0	-0.14617	-0.15317	-0.14617
-2.0	0.15867	0.16157	0.15867
0.0	0.36189	0.37146	0.36189
2.0	0.56429	0.58056	0.56429
4.0	0.76515	0.78814	0.76515
6.0	0.96154	0.99351	0.96154
8.0	1.159	1.196	1.159
10.0	1.351	1.3949	1.351
12.0	1.5386	1.5898	1.5386
15.0	1.8102	1.8729	1.8102

 	-10.0	0.0	10.0
-5.0	-0.14603	-0.15303	-0.14603
-2.0	0.15852	0.16141	0.15852
0.0	0.36155	0.37111	0.36155
2.0	0.56375	0.58	0.56375
4.0	0.76442	0.78739	0.76442
6.0	0.96062	0.99256	0.96062
8.0	1.1579	1.1948	1.1579
10.0	1.3497	1.3936	1.3497
12.0	1.5371	1.5882	1.5371
15.0	1.8085	1.8711	1.8085

 	-10.0	0.0	10.0
-5.0	-0.14582	-0.15281	-0.14582
-2.0	0.1583	0.16118	0.1583
0.0	0.36103	0.37057	0.36103
2.0	0.56294	0.57917	0.56294
4.0	0.76332	0.78626	0.76332
6.0	0.95924	0.99114	0.95924
8.0	1.1563	1.1931	1.1563
10.0	1.3478	1.3916	1.3478
12.0	1.5349	1.586	1.5349
15.0	1.8059	1.8684	1.8059

 	-10.0	0.0	10.0
-5.0	-0.15271	-0.16002	-0.15271
-2.0	0.16577	0.16879	0.16577
0.0	0.37808	0.38807	0.37808
2.0	0.58952	0.60652	0.58952
4.0	0.79937	0.82338	0.79937
6.0	1.0045	1.0379	1.0045
8.0	1.2109	1.2495	1.2109
10.0	1.4114	1.4573	1.4114
12.0	1.6074	1.6609	1.6074
15.0	1.8912	1.9566	1.8912

 	-10.0	0.0	10.0
-5.0	-0.15208	-0.15936	-0.15208
-2.0	0.16508	0.16809	0.16508
0.0	0.3765	0.38646	0.3765
2.0	0.58707	0.604	0.58707
4.0	0.79604	0.81996	0.79604
6.0	1.0004	1.0336	1.0004
8.0	1.2058	1.2443	1.2058
10.0	1.4056	1.4513	1.4056
12.0	1.6007	1.6539	1.6007
15.0	1.8833	1.9485	1.8833

 	-10.0	0.0	10.0
-5.0	-0.15114	-0.15837	-0.15114
-2.0	0.16406	0.16705	0.16406
0.0	0.37418	0.38407	0.37418
2.0	0.58344	0.60027	0.58344
4.0	0.79113	0.8149	0.79113
6.0	0.99418	1.0272	0.99418
8.0	1.1984	1.2366	1.1984
10.0	1.3969	1.4423	1.3969
12.0	1.5908	1.6437	1.5908
15.0	1.8717	1.9364	1.8717

 	-10.0	0.0	10.0
-5.0	-0.15271	-0.16002	-0.15271
-2.0	0.16577	0.16879	0.16577
