0.15	0.3	0.56	
4658752.50372	7409784.06344	9317505.00745	9832574.41561	1.48195681269E7	1.73926760139E7	1.96651488312E7	2.76631938368E7	3.67082778183E7	
-10.0	0.0	10.0	
-5.0	-2.0	0.0	2.0	4.0	6.0	8.0	10.0	12.0	15.0	
-3.0	0.0	3.0	

 	-3.0	0.0	3.0
-5.0	-3.515074129575031E-4	0.0	3.8892435166859287E-4
-2.0	-3.780107039178888E-4	0.0	4.093964162404316E-4
0.0	-3.9531457962788667E-4	0.0	4.210011420148233E-4
2.0	-4.1322875800815415E-4	0.0	4.3430215021099394E-4
4.0	-4.2645796589017534E-4	0.0	4.4496449686217516E-4
6.0	-3.712794244663855E-4	0.0	3.7844150580278505E-4
8.0	-4.528086811829936E-4	0.0	4.586334816683612E-4
10.0	-4.684701247068247E-4	0.0	4.692689032017364E-4
12.0	-4.815198318034725E-4	0.0	4.7722078799377905E-4
15.0	-4.875151580349447E-4	0.0	4.7529115455101475E-4

 	-3.0	0.0	3.0
-5.0	1.4786377195135615E-5	0.0	1.4786377195135615E-5
-2.0	1.0970190498096669E-5	0.0	1.0970190498096669E-5
0.0	8.452422732056369E-6	0.0	8.452422732056369E-6
2.0	5.937706479367418E-6	0.0	5.937706479367418E-6
4.0	3.3633062155418028E-6	0.0	3.3633062155418028E-6
6.0	1.0295267545092603E-6	0.0	1.0295267545092603E-6
8.0	-1.798777370227059E-6	0.0	-1.798777370227059E-6
10.0	-4.393191971621811E-6	0.0	-4.393191971621811E-6
12.0	-6.968399988981604E-6	0.0	-6.968399988981604E-6
15.0	-1.1023143229781828E-5	0.0	-1.1023143229781828E-5

 	-3.0	0.0	3.0
-5.0	3.8892435166859287E-4	0.0	-3.515074129575031E-4
-2.0	4.093964162404316E-4	0.0	-3.780107039178888E-4
0.0	4.210011420148233E-4	0.0	-3.9531457962788667E-4
2.0	4.3430215021099394E-4	0.0	-4.1322875800815415E-4
4.0	4.4496449686217516E-4	0.0	-4.2645796589017534E-4
6.0	3.7844150580278505E-4	0.0	-3.712794244663855E-4
8.0	4.586334816683612E-4	0.0	-4.528086811829936E-4
10.0	4.692689032017364E-4	0.0	-4.684701247068247E-4
12.0	4.7722078799377905E-4	0.0	-4.815198318034725E-4
15.0	4.7529115455101475E-4	0.0	-4.875151580349447E-4

 	-3.0	0.0	3.0
-5.0	-3.511663614652936E-4	0.0	3.885563750585773E-4
-2.0	-3.77651702347142E-4	0.0	4.090104895518787E-4
0.0	-3.949376279786025E-4	0.0	4.205972652477331E-4
2.0	-4.1283385628033265E-4	0.0	4.3388929840463495E-4
4.0	-4.2605408912308514E-4	0.0	4.445426700165476E-4
6.0	-3.7092939793490734E-4	0.0	3.780825042320382E-4
8.0	-4.523778792980974E-4	0.0	4.581937047441963E-4
10.0	-4.6802137274339116E-4	0.0	4.6882015123830286E-4
12.0	-4.810621048007702E-4	0.0	4.7676306099107683E-4
15.0	-4.8704845599297376E-4	0.0	4.748424025875811E-4

 	-3.0	0.0	3.0
-5.0	1.477201713230574E-5	0.0	1.477201713230574E-5
-2.0	1.0960317954901132E-5	0.0	1.0960317954901132E-5
0.0	8.444345196714565E-6	0.0	8.444345196714565E-6
2.0	5.932052204628154E-6	0.0	5.932052204628154E-6
4.0	3.3600752014050816E-6	0.0	3.3600752014050816E-6
6.0	1.0285395001897067E-6	0.0	1.0285395001897067E-6
8.0	-1.7969823623733248E-6	0.0	-1.7969823623733248E-6
10.0	-4.388973703165535E-6	0.0	-4.388973703165535E-6
12.0	-6.961758459922788E-6	0.0	-6.961758459922788E-6
15.0	-1.1012373182659422E-5	0.0	-1.1012373182659422E-5

 	-3.0	0.0	3.0
-5.0	3.885563750585773E-4	0.0	-3.511663614652936E-4
-2.0	4.090104895518787E-4	0.0	-3.77651702347142E-4
0.0	4.205972652477331E-4	0.0	-3.949376279786025E-4
2.0	4.3388929840463495E-4	0.0	-4.1283385628033265E-4
4.0	4.445426700165476E-4	0.0	-4.2605408912308514E-4
6.0	3.780825042320382E-4	0.0	-3.7092939793490734E-4
8.0	4.581937047441963E-4	0.0	-4.523778792980974E-4
10.0	4.6882015123830286E-4	0.0	-4.6802137274339116E-4
12.0	4.7676306099107683E-4	0.0	-4.810621048007702E-4
15.0	4.748424025875811E-4	0.0	-4.8704845599297376E-4

 	-3.0	0.0	3.0
-5.0	-3.5066375926624805E-4	0.0	3.8799992262391974E-4
-2.0	-3.7711319999102173E-4	0.0	4.084181369601465E-4
0.0	-3.9437220050467616E-4	0.0	4.1999593761673213E-4
2.0	-4.1224150368860036E-4	0.0	4.332700206950967E-4
4.0	-4.254437864528155E-4	0.0	4.439054422284719E-4
6.0	-3.703908955787871E-4	0.0	3.7753502683664925E-4
8.0	-4.517316764707531E-4	0.0	4.575385268775833E-4
10.0	-4.673572198375095E-4	0.0	4.681559983324212E-4
12.0	-4.803710267770825E-4	0.0	4.760809580066578E-4
15.0	-4.8635737796928616E-4	0.0	4.741602996031621E-4

 	-3.0	0.0	3.0
-5.0	1.4750477038060932E-5	0.0	1.4750477038060932E-5
-2.0	1.0944162884217523E-5	0.0	1.0944162884217523E-5
0.0	8.432228893701859E-6	0.0	8.432228893701859E-6
2.0	5.923525917322918E-6	0.0	5.923525917322918E-6
4.0	3.355318430592686E-6	0.0	3.355318430592686E-6
6.0	1.0270137435140324E-6	0.0	1.0270137435140324E-6
