0.15	0.3	0.56	
9832574.41561	7409784.06344	4658752.50372	1.96651488312E7	1.48195681269E7	9317505.00745	3.67082778183E7	2.76631938368E7	1.73926760139E7	
-10.0	0.0	10.0	
-5.0	-2.0	0.0	2.0	4.0	6.0	8.0	10.0	12.0	15.0	

 	-10.0	0.0	10.0
-5.0	0.13657	3.7399E-18	-0.13657
-2.0	0.13299	-1.1083E-17	-0.13299
0.0	0.1299	1.4432E-17	-0.1299
2.0	0.12645	3.9895E-17	-0.12645
4.0	0.12209	1.4794E-16	-0.12209
6.0	0.12247	-1.9151E-16	-0.12247
8.0	0.11414	-7.2882E-18	-0.11414
10.0	0.10931	2.3022E-17	-0.10931
12.0	0.10403	4.9567E-17	-0.10403
15.0	0.094453	-2.2204E-16	-0.094453

 	-10.0	0.0	10.0
-5.0	0.13644	8.199E-18	-0.13644
-2.0	0.13286	-6.2379E-18	-0.13286
0.0	0.12978	4.7493E-18	-0.12978
2.0	0.12633	4.4358E-17	-0.12633
4.0	0.12197	-1.9002E-17	-0.12197
6.0	0.12235	-1.5708E-16	-0.12235
8.0	0.11403	-8.3671E-18	-0.11403
10.0	0.10921	1.6372E-17	-0.10921
12.0	0.10393	5.3061E-17	-0.10393
15.0	0.094362	-2.5781E-16	-0.094362

 	-10.0	0.0	10.0
-5.0	0.13625	6.1178E-18	-0.13625
-2.0	0.13267	-1.0664E-17	-0.13267
0.0	0.12959	7.9735E-18	-0.12959
2.0	0.12615	4.1318E-17	-0.12615
4.0	0.12179	1.5309E-16	-0.12179
6.0	0.12217	-2.0507E-16	-0.12217
8.0	0.11387	-6.8737E-18	-0.11387
10.0	0.10905	2.0845E-17	-0.10905
12.0	0.10378	1.1655E-17	-0.10378
15.0	0.094227	-2.9371E-16	-0.094227

 	-10.0	0.0	10.0
-5.0	0.13657	3.7399E-18	-0.13657
-2.0	0.13299	-1.1083E-17	-0.13299
0.0	0.1299	1.4432E-17	-0.1299
2.0	0.12645	3.9895E-17	-0.12645
4.0	0.12209	1.4794E-16	-0.12209
6.0	0.12247	-1.9151E-16	-0.12247
8.0	0.11414	-7.2882E-18	-0.11414
10.0	0.10931	2.3022E-17	-0.10931
12.0	0.10403	4.9567E-17	-0.10403
15.0	0.094453	-2.2204E-16	-0.094453

 	-10.0	0.0	10.0
-5.0	0.13644	8.199E-18	-0.13644
-2.0	0.13286	-6.2379E-18	-0.13286
0.0	0.12978	4.7493E-18	-0.12978
2.0	0.12633	4.4358E-17	-0.12633
4.0	0.12197	-1.9002E-17	-0.12197
6.0	0.12235	-1.5708E-16	-0.12235
8.0	0.11403	-8.3671E-18	-0.11403
