Mach, Climb Angle
   0.215053,    0.609572
   0.218537,    0.648906
   0.222021,    0.682976
   0.225506,    0.711691
   0.228990,    0.735074
   0.232474,    0.753750
   0.235959,    0.767877
   0.239443,    0.777720
   0.242927,    0.783938
   0.246412,    0.786149
   0.249896,    0.784557
   0.253380,    0.779562
   0.256865,    0.771954
   0.260349,    0.761225
   0.263833,    0.747518
   0.267317,    0.730298
   0.270802,    0.711396
   0.274286,    0.690203
   0.277770,    0.666152
   0.281255,    0.639554
   0.284739,    0.612321
   0.288223,    0.582097
   0.291708,    0.549763
   0.295192,    0.516348
   0.298676,    0.481044
   0.302161,    0.444892
   0.305645,    0.405373
   0.309129,    0.366115
   0.312614,    0.324636
   0.316098,    0.282575
   0.319582,    0.237905
   0.323067,    0.192750
   0.326551,    0.147000
   0.330035,    0.098871
   0.333519,    0.050512
   0.337004,   -0.000102
   0.340488,   -0.050942
   0.343972,   -0.102238
   0.347457,   -0.156818
   0.350941,   -0.211074
   0.354425,   -0.265300
   0.357910,   -0.322811
   0.361394,   -0.380651
   0.364878,   -0.438290
   0.368363,   -0.498115
   0.371847,   -0.559135
   0.375331,   -0.620512
   0.378816,   -0.681971
   0.382300,   -0.746370
   0.385784,   -0.811155
   0.389269,   -0.876326
   0.392753,   -0.941610
   0.396237,   -1.009851
   0.399721,   -1.078635
   0.403206,   -1.147830
   0.406690,   -1.217286
   0.410174,   -1.288053
   0.413659,   -1.360990
   0.417143,   -1.434361
   0.420627,   -1.508045
   0.424112,   -1.582142
   0.427596,   -1.656992
   0.431080,   -1.734535
   0.434565,   -1.812426
   0.438049,   -1.890762
   0.441533,   -1.969556
   0.445018,   -2.048807
   0.448502,   -2.128719
   0.451986,   -2.211243
   0.455471,   -2.294245
   0.458955,   -2.377724
   0.462439,   -2.461610
   0.465923,   -2.545973
   0.469408,   -2.630816
   0.472892,   -2.716427
   0.476376,   -2.804506
   0.479861,   -2.893081
   0.483345,   -2.982155
   0.486829,   -3.071723
   0.490314,   -3.161768
   0.493798,   -3.252312
   0.497282,   -3.343355
   0.500767,   -3.434897
   0.504251,   -3.528761
   0.507735,   -3.623505
   0.511220,   -3.718765
   0.514704,   -3.814547
   0.518188,   -3.910865
   0.521673,   -4.007700
   0.525157,   -4.105054
   0.528641,   -4.202939
   0.532125,   -4.301378
   0.535610,   -4.400336
   0.539094,   -4.501415
   0.542578,   -4.603496
   0.546063,   -4.706159
   0.549547,   -4.809358
   0.553031,   -4.913093
   0.556516,   -5.017403
   0.560000,   -5.122308
