Mach, Specific Range
   0.273716,    0.197724
   0.277087,    0.196674
   0.280458,    0.195934
   0.283829,    0.195237
   0.287200,    0.194603
   0.290571,    0.193988
   0.293942,    0.193387
   0.297313,    0.192800
   0.300684,    0.192230
   0.304055,    0.191677
   0.307426,    0.191093
   0.310797,    0.190507
   0.314168,    0.189939
   0.317539,    0.189386
   0.320910,    0.188761
   0.324281,    0.187934
   0.327652,    0.187123
   0.331023,    0.186326
   0.334394,    0.185537
   0.337765,    0.184751
   0.341136,    0.183979
   0.344507,    0.183221
   0.347878,    0.182469
   0.351249,    0.181714
   0.354620,    0.180973
   0.357991,    0.180245
   0.361362,    0.179526
   0.364733,    0.178794
   0.368104,    0.178076
   0.371475,    0.177372
   0.374846,    0.176679
   0.378217,    0.175964
   0.381588,    0.175264
   0.384959,    0.174576
   0.388331,    0.173902
   0.391702,    0.173202
   0.395073,    0.172513
   0.398444,    0.171837
   0.401815,    0.171175
   0.405186,    0.170491
   0.408557,    0.169813
   0.411928,    0.169148
   0.415299,    0.168497
   0.418670,    0.167834
   0.422041,    0.167174
   0.425412,    0.166527
   0.428783,    0.165893
   0.432154,    0.165256
   0.435525,    0.164485
   0.438896,    0.163394
   0.442267,    0.162318
   0.445638,    0.161246
   0.449009,    0.160179
   0.452380,    0.159125
   0.455751,    0.158086
   0.459122,    0.157055
   0.462493,    0.156030
   0.465864,    0.155018
   0.469235,    0.154019
   0.472606,    0.153031
   0.475977,    0.152050
   0.479348,    0.151082
   0.482719,    0.150126
   0.486090,    0.149182
   0.489461,    0.148249
   0.492832,    0.147327
   0.496203,    0.146417
   0.499574,    0.145517
   0.502945,    0.144631
   0.506317,    0.143755
   0.509688,    0.142889
   0.513059,    0.142035
   0.516430,    0.141188
   0.519801,    0.140350
   0.523172,    0.139523
   0.526543,    0.138706
   0.529914,    0.137892
   0.533285,    0.137086
   0.536656,    0.136289
   0.540027,    0.135502
   0.543398,    0.134715
   0.546769,    0.133933
   0.550140,    0.133160
   0.553511,    0.132396
   0.556882,    0.131632
   0.560253,    0.130869
   0.563624,    0.130114
   0.566995,    0.129368
   0.570366,    0.128622
   0.573737,    0.127873
   0.577108,    0.127132
   0.580479,    0.126399
   0.583850,    0.125668
   0.587221,    0.124928
   0.590592,    0.124197
   0.593963,    0.123475
   0.597334,    0.122756
   0.600705,    0.122023
   0.604076,    0.121299
   0.607447,    0.120584
