Time, Speed
   0.000000,   64.004363
   0.500000,   69.137708
   1.000000,   69.127172
   1.500000,   69.116768
   2.000000,   69.106499
   2.500000,   69.096274
   3.000000,   69.086095
   3.500000,   69.075894
   4.000000,   69.065672
   4.500000,   69.055431
   5.000000,   69.045173
   5.500000,   69.035045
   6.000000,   69.025051
   6.500000,   69.015096
   7.000000,   69.005180
   7.500000,   68.995358
   8.000000,   68.985631
   8.500000,   68.975945
   9.000000,   68.966300
   9.500000,   68.956729
  10.000000,   68.947234
  10.500000,   68.937781
  11.000000,   68.928371
  11.500000,   68.919002
  12.000000,   68.909673
  12.500000,   68.900446
  13.000000,   68.891321
  13.500000,   68.882233
  14.000000,   68.873181
  14.500000,   68.864187
  15.000000,   68.855253
  15.500000,   68.846303
  16.000000,   68.837334
  16.500000,   68.828328
  17.000000,   68.819284
  17.500000,   68.810307
  18.000000,   68.801399
  18.500000,   68.792516
  19.000000,   68.783658
  19.500000,   68.774813
  20.000000,   68.765982
  20.500000,   68.757219
  21.000000,   68.748525
  21.500000,   68.739969
  22.000000,   68.731554
  22.500000,   68.723154
  23.000000,   68.714770
  23.500000,   68.706431
  24.000000,   68.698137
  24.500000,   68.689929
  25.000000,   68.681809
  25.500000,   68.673717
  26.000000,   68.665652
  26.500000,   68.657588
  27.000000,   68.649523
  27.500000,   68.641500
  28.000000,   68.633518
  28.500000,   68.625612
  29.000000,   68.617784
  29.500000,   68.610060
  30.000000,   68.602443
  30.500000,   68.594836
  31.000000,   68.587240
  31.500000,   68.579650
  32.000000,   68.572065
  32.500000,   68.564514
  33.000000,   68.556998
  33.500000,   68.549542
  34.000000,   68.542148
  34.500000,   68.534837
  35.000000,   68.527613
  35.500000,   68.520493
  36.000000,   68.513478
  36.500000,   68.506602
  37.000000,   68.499870
  37.500000,   68.493121
  38.000000,   68.486355
  38.500000,   68.479572
  39.000000,   68.472770
  39.500000,   68.465963
  40.000000,   68.459151
  40.500000,   68.452349
  41.000000,   68.445556
  41.500000,   68.438784
  42.000000,   68.432035
  42.500000,   68.425319
  43.000000,   68.418638
  43.500000,   68.412001
  44.000000,   68.405408
  44.500000,   68.398867
  45.000000,   68.392379
  45.500000,   68.385949
  46.000000,   68.379579
  46.500000,   68.373269
  47.000000,   68.367022
  47.500000,   68.360837
  48.000000,   68.354716
  48.500000,   68.348655
  49.000000,   68.342656
  49.500000,   68.336713
  50.000000,   68.330828
  50.500000,   68.324993
  51.000000,   68.319209
  51.500000,   68.313466
  52.000000,   68.307767
  52.500000,   68.302099
  53.000000,   68.296465
  53.500000,   68.290852
  54.000000,   68.285261
  54.500000,   68.279679
  55.000000,   68.274109
  55.500000,   68.268536
  56.000000,   68.262963
  56.500000,   68.257376
  57.000000,   68.251777
  57.500000,   68.246156
  58.000000,   68.240511
  58.500000,   68.234834
  59.000000,   68.229125
  59.500000,   68.223376
  60.000000,   68.217587
  60.500000,   68.211754
  61.000000,   68.205874
  61.500000,   68.199946
  62.000000,   68.193969
  62.500000,   68.187942
  63.000000,   68.181864
  63.500000,   68.175736
  64.000000,   68.169559
  64.500000,   68.163335
  65.000000,   68.157065
  65.500000,   68.150752
  66.000000,   68.144397
  66.500000,   68.138008
  67.000000,   68.131582
  67.500000,   68.125129
  68.000000,   68.118649
  68.500000,   68.112150
  69.000000,   68.105632
  69.500000,   68.099105
  70.000000,   68.092569
  70.500000,   68.086034
  71.000000,   68.079500
  71.500000,   68.072975
  72.000000,   68.066462
  72.500000,   68.059967
  73.000000,   68.053492
  73.500000,   68.047044
  74.000000,   68.040623
  74.500000,   68.034237
  75.000000,   68.027885
  75.500000,   68.021571
  76.000000,   68.015298
  76.500000,   68.009067
  77.000000,   68.002879
