Ground Distance, Horizontal Forces
   0.000000,    0.000000
   0.738987,    0.000000
   1.664951,    0.000000
   3.759739,    0.000000
   6.188434,    0.000000
   9.772443,    0.000000
  13.686500,    0.000000
  18.741992,    0.000000
  24.123566,    0.000000
  30.632350,    0.000000
  37.463153,    0.000000
  45.406533,    0.000000
  53.667751,    0.000000
  63.024321,    0.000000
  72.693808,    0.000000
  83.438238,    0.000000
  94.489756,    0.000000
 106.595634,    0.000000
 119.002719,    0.000000
 132.443541,    0.000000
 146.179677,    0.000000
 160.928911,    0.000000
 175.967564,    0.000000
 191.998685,    0.000000
 208.313333,    0.000000
 225.598109,    0.000000
 243.160028,    0.000000
 261.665867,    0.000000
 280.441363,    0.000000
 300.134324,    0.000000
 320.089383,    0.000000
 340.935864,    0.000000
 362.037006,    0.000000
 384.003959,    0.000000
 406.218255,    0.000000
 429.273198,    0.000000
 452.568295,    0.000000
 476.679331,    0.000000
 501.023463,    0.000000
 526.159315,    0.000000
 551.521345,    0.000000
 577.651547,    0.000000
 604.001199,    0.000000
 631.096038,    0.000000
 658.403760,    0.000000
 670.799418,    0.000000
 699.088476,    0.000000
 727.568757,    0.000000
 756.698806,    0.000000
 786.020541,    0.000000
 815.993617,    0.000000
 846.144547,    0.000000
 876.899822,    0.000000
 900.662028,    0.000000
 931.951063, 1460.972904
 937.982452, 1742.486215
 969.454965, 3256.520514
1000.990534, 4796.006877
1031.845913, 6299.448034
1050.541211, 6526.564788
1082.045261, 6733.415738
1113.549382, 6825.948202
1145.053416, 6872.851524
1176.557282, 6891.868374
1208.061104, 6897.725646
1239.564941, 6900.219587
1256.314488, 6901.545510
1287.818279, 6902.162486
1319.322077, 6900.439384
1350.825942, 6899.238227
1382.329875, 6898.004348
1413.833849, 6896.751208
1445.338020, 6896.395893
1476.842269, 6896.396284
1508.346631, 6895.422721
1539.851037, 6894.063301
1571.355433, 6893.512391
1602.859827, 6893.110141
1634.364090, 6892.243391
1665.868348, 6891.357905
1697.372527, 6890.174549
1728.876702, 6888.979184
1760.381032, 6887.340622
1791.885367, 6885.684190
1806.639917, 6886.140785
1838.144233, 6885.940412
1869.648588, 6885.063333
1901.152967, 6883.740528
1932.657338, 6882.712612
1964.161703, 6881.878938
1995.666039, 6880.858243
2027.170355, 6879.714368
2058.674777, 6878.290193
2090.179268, 6876.681396
2121.683752, 6876.139047
2153.188231, 6876.299143
2184.692609, 6875.378288
2216.196957, 6874.144124
2247.701204, 6873.177144
2279.205422, 6872.287618
2310.709584, 6871.144988
2342.213728, 6869.929003
2373.718001, 6868.343308
2405.222312, 6866.650461
2436.726621, 6866.315786
2468.230930, 6866.374785
2499.735142, 6865.113458
2531.239348, 6863.777790
2562.743478, 6862.766410
2594.247605, 6861.773304
2625.751726, 6860.476029
2657.255848, 6859.161640
2688.759910, 6859.673196
2720.263981, 6857.459370
2751.768160, 6856.419060
2783.272329, 6855.561166
2814.776472, 6855.243277
2846.280568, 6854.766744
2877.784535, 6853.841281
2909.288473, 6852.823382
2940.792329, 6851.543895
2972.296223, 6850.133969
3003.800224, 6848.354907
3035.304225, 6847.023844
3066.808226, 6846.960469
3098.312196, 6846.452051
3129.816125, 6845.355075
3137.649847, 6845.082304
3169.153795, 6719.904716
3200.657757, 6507.688355
3232.161703, 6219.188462
3263.665650, 5918.961541
3295.169597, 5600.602961
3326.673512, 5279.781491
3358.177394, 4956.321523
3389.681181, 4683.049907
3421.184867, 4464.213477
3452.688493, 4338.877618
3484.192072, 4284.660900
3515.695714, 4257.436989
3547.199391, 4245.088798
3578.703114, 4240.873941
3610.206833, 4238.177925
3641.710527, 4237.434611
3673.214191, 4236.754286
3704.717764, 4236.257687
3736.221339, 4235.276743
3767.724924, 4234.123190
3799.228478, 4234.328067
3830.732004, 4234.383764
3862.235433, 4233.920463
3893.738853, 4233.019797
3925.242269, 4231.776808
3956.745644, 4231.903026
3988.249008, 4231.971008
4019.752255, 4231.426451
4051.255502, 4230.718739
4082.758751, 4229.233383
4114.261949, 4229.433929
4145.765146, 4229.289358
4177.268330, 4227.884984
4208.771486, 4227.815852
4240.274624, 4227.975916
4271.777669, 4227.155056
4303.280681, 4226.874940
4334.783638, 4226.357654
4366.286554, 4225.660921
4397.789397, 4225.098838
4429.292186, 4224.638634
4460.794961, 4223.228807
4492.297726, 4222.693364
4523.800460, 4222.807437
4555.303138, 4222.631217
4586.805742, 4222.070701
4618.308345, 4220.705974
4649.810934, 4220.159901
4681.313488, 4220.352084
4712.816037, 4219.197454
4744.318567, 4218.682457
4775.821080, 4218.596154
4807.323541, 4218.780492
4838.825976, 4217.163410
4870.328434, 4216.509336
4901.830907, 4215.575017
4933.333442, 4214.871926
4964.835891, 4215.476234
4996.338329, 4216.182600
5027.840702, 4214.147970
5059.343116, 4212.875276
5090.845555, 4212.424573
5122.347988, 4212.060806
5153.850391, 4212.114378
5185.352775, 4212.095420
5216.855072, 4211.728266
5248.357361, 4210.984773
5279.859628, 4209.636654
5311.361854, 4209.649083
5342.864067, 4209.613102
5374.366183, 4209.201640
5405.868293, 4208.540634
5437.370383, 4206.959114
5468.872441, 4206.909838
5500.374499, 4206.677429
5531.876582, 4205.085193
5563.378670, 4205.014811
5594.880692, 4205.178133
5626.382645, 4205.586596
5657.884558, 4204.441519
5689.386470, 4202.721068
5720.888411, 4202.190760
5752.390351, 4201.661744
5783.892262, 4201.627486
5815.394172, 4201.593839
5846.896010, 4200.935633
5878.397815, 4200.332562
5909.899619, 4199.777832
