Ground distance, CD
   0.000000,    0.076068
   6.194905,    0.076068
  24.655653,    0.076068
  55.195012,    0.076068
  97.624172,    0.076068
 151.752927,    0.076068
 217.389834,    0.076068
 294.342389,    0.076068
 382.417203,    0.076068
 481.420189,    0.076068
 591.156710,    0.076068
 711.431786,    0.076068
 842.050386,    0.076068
 982.817726,    0.076068
1133.539670,    0.076068
1294.023010,    0.076068
1464.075793,    0.076068
1643.507320,    0.076068
1824.409304,    0.076068
2021.696916,    0.076044
2149.034841,    0.075906
2276.503659,    0.076427
2383.837296,    0.099067
2603.607095,    0.202209
2827.838413,    0.215014
2895.986184,    0.213241
3123.764987,    0.202809
3353.294246,    0.191001
3584.008104,    0.179272
3815.560393,    0.167650
4036.541841,    0.157440
4269.515434,    0.156209
4503.234678,    0.154970
4737.658365,    0.153728
4972.726505,    0.152483
5208.362818,    0.151237
5444.477738,    0.149989
5680.971788,    0.148741
5692.450013,    0.148681
5929.223795,    0.148683
6166.132993,    0.148684
6176.733942,    0.148684
6413.666558,    0.145343
6650.598104,    0.144389
6887.529135,    0.144390
7124.459735,    0.144629
7361.390807,    0.144629
7598.322359,    0.144869
7835.254335,    0.145108
8072.186676,    0.145347
8309.119390,    0.145585
8546.052557,    0.145824
8782.986202,    0.146063
9019.920316,    0.146302
9256.854979,    0.146541
9493.790194,    0.146780
9730.725921,    0.147019
9967.662113,    0.147257
10204.598719,    0.147496
10441.535770,    0.147735
10678.473300,    0.147974
10915.411295,    0.148213
11152.349772,    0.148451
11389.288786,    0.148690
11626.228350,    0.148929
11863.168402,    0.149168
12100.108946,    0.149406
12337.050068,    0.149645
12573.991799,    0.149884
12810.934021,    0.150123
13047.876799,    0.150361
13284.820063,    0.150600
13521.763858,    0.150839
13758.708219,    0.151078
13995.653090,    0.151316
14232.598554,    0.151555
14469.544538,    0.151794
14706.491078,    0.152033
14943.438245,    0.152271
15180.385965,    0.152510
15417.334295,    0.152749
15654.283149,    0.152988
15891.232508,    0.153226
16128.182356,    0.153465
16365.132681,    0.153704
16602.083513,    0.153942
16839.034897,    0.154181
17075.986835,    0.154420
17312.939284,    0.154659
17549.892272,    0.154897
17786.845906,    0.155136
18023.800124,    0.155375
18260.754752,    0.155375
18497.709537,    0.155375
18734.665158,    0.155614
18971.621325,    0.155852
19208.578173,    0.156091
19445.535645,    0.156330
19682.493736,    0.156568
19919.452420,    0.156807
20156.411826,    0.157285
20393.371903,    0.157523
20630.332700,    0.157764
20867.294024,    0.158026
21104.255700,    0.158288
21341.217822,    0.158549
21578.180318,    0.158811
21815.143261,    0.159073
22052.106652,    0.159335
22289.070488,    0.159596
22526.034852,    0.159858
22762.999684,    0.160120
22999.964953,    0.160381
23236.930665,    0.160643
23473.896886,    0.160905
23710.863573,    0.161167
23947.830616,    0.161428
24184.798123,    0.161690
24421.766157,    0.161952
24658.734680,    0.162214
24895.703709,    0.162475
25132.673164,    0.162737
25369.643100,    0.162999
25606.613466,    0.163260
25843.584353,    0.163522
26080.555739,    0.163784
26246.719160,    0.164046
