Ground Roll Distance, Acceleration
 331.804022,   -0.422017
 339.247772,   -0.421355
 390.132329,   -0.416888
 400.226384,   -0.416014
 410.293001,   -0.415146
 420.332257,   -0.414284
 430.344228,   -0.413428
 432.343355,   -0.413258
 432.352806,   -0.413257
 432.357902,   -0.413256
 432.359067,   -0.413256
 432.359704,   -0.413256
 432.360036,   -2.424030
 432.360357,   -2.424033
 432.363569,   -2.424065
 432.395688,   -2.424389
 432.716817,   -2.427626
 435.921962,   -2.460206
 467.331916,   -2.807242
 498.602209,   -3.211171
 527.166420,   -3.644100
 552.952780,   -4.101338
 576.040346,   -4.578683
 596.545904,   -5.071395
 614.607331,   -5.574273
 620.208975,   -5.746317
 624.068816,   -5.869974
 628.191275,   -6.007027
 628.916837,   -6.031002
 629.709760,   -6.056952
 637.396267,   -6.318532
 642.475297,   -6.502295
 645.667347,   -6.622765
 647.022980,   -6.675159
 648.887777,   -6.747624
 659.938814,   -7.211676
 662.290874,   -7.319420
 664.588758,   -7.428345
 665.254068,   -7.460609
 665.626643,   -7.477893
 665.965224,   -7.493412
 669.229236,   -7.647133
 677.352603,   -8.070367
 683.653766,   -8.463721
 684.125818,   -8.497218
 685.027807,   -8.571364
 685.789245,   -8.637732
 689.067575,   -9.008006
 689.484577,   -9.087208
 689.650317,   -9.130070
 689.752432,   -9.166713
 689.807844,   -9.199224
 689.825114,   -9.228036
 689.825122,   -9.228710
