Time, Emissions
   0.000000,    0.097346
   0.001667,   97.351393
   0.003333,  194.748848
   0.005000,  292.151977
   0.006667,  389.555105
   0.008333,  486.958233
   0.010000,  584.361362
   0.011667,  681.764490
   0.013333,  779.167619
   0.015000,  876.570747
   0.016667,  973.973876
   0.018333, 1071.377004
   0.020000, 1168.849223
   0.021667, 1266.330069
   0.023333, 1363.810914
   0.025000, 1461.291760
   0.026667, 1558.772605
   0.028333, 1656.253451
   0.030000, 1753.734297
   0.031667, 1851.215142
   0.033333, 1948.695988
   0.035000, 2046.176833
   0.036667, 2143.707913
   0.038333, 2241.245264
   0.040000, 2338.782615
   0.041667, 2436.319967
   0.043333, 2533.857318
   0.045000, 2631.394670
   0.046667, 2728.932021
   0.048333, 2826.469372
   0.050000, 2924.006724
   0.051667, 3021.544075
   0.053333, 3119.113420
   0.055000, 3216.686759
   0.056667, 3314.260098
   0.058333, 3411.833437
   0.060000, 3509.406776
   0.061667, 3606.980115
   0.063333, 3704.553454
   0.065000, 3802.126793
   0.066667, 3899.700132
   0.068333, 3997.273472
   0.070000, 4094.861199
   0.071667, 4192.450722
   0.073333, 4290.040245
   0.075000, 4387.629769
   0.076667, 4485.219292
   0.078333, 4582.808815
   0.080000, 4680.398339
   0.081667, 4777.987862
   0.083333, 4875.577385
   0.085000, 4973.166909
   0.086667, 5070.758829
   0.088333, 5168.351049
   0.090000, 5265.943268
   0.091667, 5363.535488
   0.093333, 5461.127707
   0.095000, 5558.719927
   0.096667, 5656.312147
   0.098333, 5753.904366
   0.100000, 5851.496586
   0.101667, 5949.088805
   0.103333, 6046.769193
   0.105000, 6144.460589
   0.106667, 6242.151985
   0.108333, 6339.843381
   0.110000, 6437.534777
   0.111667, 6535.226173
   0.113333, 6632.917569
   0.115000, 6730.608965
   0.116667, 6828.300361
   0.118333, 6925.991757
   0.120000, 7023.761409
   0.121667, 7121.540832
   0.123333, 7219.320256
   0.125000, 7317.099679
   0.126667, 7414.879102
   0.128333, 7512.658526
   0.130000, 7610.437949
   0.131667, 7708.217372
   0.133333, 7805.996795
   0.135000, 7903.776219
   0.136667, 8001.596068
   0.138333, 8099.420965
   0.140000, 8197.245862
   0.141667, 8295.070759
   0.143333, 8392.895656
   0.145000, 8490.720554
   0.146667, 8588.545451
   0.148333, 8686.370348
   0.150000, 8784.195245
   0.151667, 8882.020142
