Time, Emissions
   0.000000,    0.041561
   0.001667,   41.563892
   0.003333,   83.148981
   0.005000,  124.736680
   0.006667,  166.324380
   0.008333,  207.912079
   0.010000,  249.499779
   0.011667,  291.087478
   0.013333,  332.675178
   0.015000,  374.262877
   0.016667,  415.850577
   0.018333,  457.438276
   0.020000,  499.057186
   0.021667,  540.679993
   0.023333,  582.302800
   0.025000,  623.925606
   0.026667,  665.548413
   0.028333,  707.171220
   0.030000,  748.794027
   0.031667,  790.416834
   0.033333,  832.039640
   0.035000,  873.662447
   0.036667,  915.306999
   0.038333,  956.954265
   0.040000,  998.601531
   0.041667, 1040.248798
   0.043333, 1081.896064
   0.045000, 1123.543330
   0.046667, 1165.190597
   0.048333, 1206.837863
   0.050000, 1248.485129
   0.051667, 1290.132396
   0.053333, 1331.792276
   0.055000, 1373.453731
   0.056667, 1415.115186
   0.058333, 1456.776641
   0.060000, 1498.438096
   0.061667, 1540.099552
   0.063333, 1581.761007
   0.065000, 1623.422462
   0.066667, 1665.083917
   0.068333, 1706.745372
   0.070000, 1748.410654
   0.071667, 1790.076414
   0.073333, 1831.742174
   0.075000, 1873.407934
   0.076667, 1915.073694
   0.078333, 1956.739454
   0.080000, 1998.405214
   0.081667, 2040.070974
   0.083333, 2081.736734
   0.085000, 2123.402494
   0.086667, 2165.084061
   0.088333, 2206.767603
   0.090000, 2248.451144
   0.091667, 2290.134685
   0.093333, 2331.818227
   0.095000, 2373.501768
   0.096667, 2415.185309
   0.098333, 2456.868851
   0.100000, 2498.552392
   0.101667, 2540.235933
   0.103333, 2581.963244
   0.105000, 2623.696019
   0.106667, 2665.428794
   0.108333, 2707.161569
   0.110000, 2748.894343
   0.111667, 2790.627118
   0.113333, 2832.359893
   0.115000, 2874.092668
   0.116667, 2915.825443
   0.118333, 2957.558218
   0.120000, 2999.316302
   0.121667, 3041.077547
   0.123333, 3082.838791
   0.125000, 3124.600035
   0.126667, 3166.361279
   0.128333, 3208.122523
   0.130000, 3249.883767
   0.131667, 3291.645011
   0.133333, 3333.406255
   0.135000, 3375.167499
   0.136667, 3416.935593
   0.138333, 3458.704543
   0.140000, 3500.473492
   0.141667, 3542.242441
   0.143333, 3584.011390
   0.145000, 3625.780340
   0.146667, 3667.549289
   0.148333, 3709.318238
   0.150000, 3751.087187
   0.151667, 3792.856137
   0.153333, 3834.614597
   0.155000, 3876.371747
   0.156667, 3918.128897
   0.158333, 3959.886047
   0.160000, 4001.643197
   0.161667, 4043.400347
   0.163333, 4085.157497
   0.165000, 4126.914648
   0.166667, 4168.671798
   0.168333, 4210.428948
   0.170000, 4252.159367
   0.171667, 4293.886448
   0.173333, 4335.613529
   0.175000, 4377.340611
   0.176667, 4419.067692
   0.178333, 4460.794773
   0.180000, 4502.521854
   0.181667, 4544.248936
   0.183333, 4585.976017
   0.185000, 4627.703098
   0.186667, 4669.460490
   0.188333, 4711.221666
   0.190000, 4752.982843
   0.191667, 4794.744019
   0.193333, 4836.505196
   0.195000, 4878.266372
   0.196667, 4920.027549
   0.198333, 4961.788725
   0.200000, 5003.549902
   0.201667, 5045.311078
   0.203333, 5087.154479
   0.205000, 5129.008146
   0.206667, 5170.861813
   0.208333, 5212.715480
   0.210000, 5254.569147
   0.211667, 5296.422814
   0.213333, 5338.276481
   0.215000, 5380.130149
   0.216667, 5421.983816
   0.218333, 5463.837483
   0.220000, 5505.736072
   0.221667, 5547.640269
   0.223333, 5589.544467
   0.225000, 5631.448664
   0.226667, 5673.352862
   0.228333, 5715.257059
   0.230000, 5757.161257
   0.231667, 5799.065454
   0.233333, 5840.969652
   0.235000, 5882.873849
   0.236667, 5924.788320
   0.238333, 5966.704074
   0.240000, 6008.619828
   0.241667, 6050.535582
   0.243333, 6092.451337
   0.245000, 6134.367091
   0.246667, 6176.282845
   0.248333, 6218.198599
   0.250000, 6260.114353
   0.251667, 6302.030107
   0.253333, 6343.924523
   0.255000, 6385.816275
   0.256667, 6427.708027
   0.258333, 6469.599778
   0.260000, 6511.491530
   0.261667, 6553.383282
   0.263333, 6595.275034
   0.265000, 6637.166786
   0.266667, 6679.058538
   0.268333, 6720.950290
   0.270000, 6762.791965
   0.271667, 6804.627387
   0.273333, 6846.462810
   0.275000, 6888.298232
   0.276667, 6930.133655
   0.278333, 6971.969078
