alpha_w, Cl
   0.000000,   -0.059386
   0.005025,   -0.059846
   0.010050,   -0.060147
   0.015075,   -0.060460
   0.020101,   -0.060784
   0.025126,   -0.061121
   0.030151,   -0.061470
   0.035176,   -0.061831
   0.040201,   -0.062205
   0.045226,   -0.062592
   0.050251,   -0.062992
   0.055276,   -0.063405
   0.060302,   -0.063831
   0.065327,   -0.064271
   0.070352,   -0.064723
   0.075377,   -0.065189
   0.080402,   -0.065669
   0.085427,   -0.066162
   0.090452,   -0.066669
   0.095477,   -0.067190
   0.100503,   -0.067724
   0.105528,   -0.068273
   0.110553,   -0.068835
   0.115578,   -0.069411
   0.120603,   -0.070001
   0.125628,   -0.070605
   0.130653,   -0.071223
   0.135678,   -0.071856
   0.140704,   -0.072503
   0.145729,   -0.073164
   0.150754,   -0.073840
   0.155779,   -0.074530
   0.160804,   -0.075234
   0.165829,   -0.075954
   0.170854,   -0.076688
   0.175879,   -0.077436
   0.180905,   -0.078200
   0.185930,   -0.078979
   0.190955,   -0.079772
   0.195980,   -0.080581
   0.201005,   -0.081405
   0.206030,   -0.082244
   0.211055,   -0.083099
   0.216080,   -0.083969
   0.221106,   -0.084855
   0.226131,   -0.085756
   0.231156,   -0.086673
   0.236181,   -0.087606
   0.241206,   -0.088556
   0.246231,   -0.089521
   0.251256,   -0.090502
   0.256281,   -0.091500
   0.261307,   -0.092515
   0.266332,   -0.093546
   0.271357,   -0.094594
   0.276382,   -0.095658
   0.281407,   -0.096740
   0.286432,   -0.097839
   0.291457,   -0.098956
   0.296482,   -0.100092
   0.301508,   -0.101336
   0.306533,   -0.102792
   0.311558,   -0.104269
   0.316583,   -0.105761
   0.321608,   -0.107266
   0.326633,   -0.108785
   0.331658,   -0.110318
   0.336683,   -0.111863
   0.341709,   -0.113422
   0.346734,   -0.114993
   0.351759,   -0.116577
   0.356784,   -0.118174
   0.361809,   -0.119782
   0.366834,   -0.121404
   0.371859,   -0.123037
   0.376884,   -0.124682
   0.381910,   -0.126340
   0.386935,   -0.128009
   0.391960,   -0.129689
   0.396985,   -0.131382
   0.402010,   -0.133085
   0.407035,   -0.134800
   0.412060,   -0.136527
   0.417085,   -0.138265
   0.422111,   -0.140013
   0.427136,   -0.141773
   0.432161,   -0.143544
   0.437186,   -0.145325
   0.442211,   -0.147118
   0.447236,   -0.148921
   0.452261,   -0.150735
   0.457286,   -0.152559
   0.462312,   -0.154394
   0.467337,   -0.156239
   0.472362,   -0.158095
   0.477387,   -0.159961
   0.482412,   -0.161837
   0.487437,   -0.163723
   0.492462,   -0.165619
   0.497487,   -0.167525
   0.502513,   -0.169441
   0.507538,   -0.171367
   0.512563,   -0.173303
   0.517588,   -0.175248
   0.522613,   -0.177203
   0.527638,   -0.179167
   0.532663,   -0.181141
   0.537688,   -0.183124
   0.542714,   -0.185117
   0.547739,   -0.187118
   0.552764,   -0.189129
   0.557789,   -0.191148
   0.562814,   -0.193177
   0.567839,   -0.195214
   0.572864,   -0.197260
   0.577889,   -0.199314
   0.582915,   -0.201377
   0.587940,   -0.203448
   0.592965,   -0.205527
   0.597990,   -0.207614
   0.603015,   -0.209709
   0.608040,   -0.211811
   0.613065,   -0.213922
   0.618090,   -0.216039
   0.623116,   -0.218163
   0.628141,   -0.220295
   0.633166,   -0.222433
   0.638191,   -0.224578
   0.643216,   -0.226728
   0.648241,   -0.228885
   0.653266,   -0.231048
   0.658291,   -0.233216
   0.663317,   -0.235389
   0.668342,   -0.237567
   0.673367,   -0.239749
   0.678392,   -0.241935
   0.683417,   -0.244125
   0.688442,   -0.246318
   0.693467,   -0.248513
   0.698492,   -0.250711
   0.703518,   -0.252910
   0.708543,   -0.255111
   0.713568,   -0.257311
   0.718593,   -0.259512
   0.723618,   -0.261711
   0.728643,   -0.263909
   0.733668,   -0.266104
   0.738693,   -0.268296
   0.743719,   -0.270483
   0.748744,   -0.272664
   0.753769,   -0.274839
   0.758794,   -0.277006
   0.763819,   -0.279163
   0.768844,   -0.281310
   0.773869,   -0.283444
   0.778894,   -0.285564
   0.783920,   -0.287669
   0.788945,   -0.289755
   0.793970,   -0.291822
   0.798995,   -0.293866
   0.804020,   -0.295885
   0.809045,   -0.297876
   0.814070,   -0.299836
   0.819095,   -0.301762
   0.824121,   -0.303651
   0.829146,   -0.305497
   0.834171,   -0.307297
   0.839196,   -0.309045
   0.844221,   -0.310738
   0.849246,   -0.312367
   0.854271,   -0.313928
   0.859296,   -0.315413
   0.864322,   -0.316814
   0.869347,   -0.318122
   0.874372,   -0.319327
   0.879397,   -0.320418
   0.884422,   -0.321384
   0.889447,   -0.322210
   0.894472,   -0.322882
   0.899497,   -0.323380
   0.904523,   -0.323687
   0.909548,   -0.323779
   0.914573,   -0.323631
   0.919598,   -0.323213
   0.924623,   -0.322491
   0.929648,   -0.321426
   0.934673,   -0.319972
   0.939698,   -0.318074
   0.944724,   -0.315666
   0.949749,   -0.312669
   0.954774,   -0.308988
   0.959799,   -0.304499
   0.964824,   -0.299049
   0.969849,   -0.292430
   0.974874,   -0.284360
   0.979899,   -0.274423
   0.984925,   -0.261958
   0.989950,   -0.245761
   0.994975,   -0.223003
   1.000000,    0.000000
