alpha_w, Cl
   0.000000,    0.117062
   0.005025,    0.115706
   0.010050,    0.114821
   0.015075,    0.113904
   0.020101,    0.112953
   0.025126,    0.111969
   0.030151,    0.110949
   0.035176,    0.109894
   0.040201,    0.108803
   0.045226,    0.107675
   0.050251,    0.106511
   0.055276,    0.105310
   0.060302,    0.104071
   0.065327,    0.102794
   0.070352,    0.101480
   0.075377,    0.100127
   0.080402,    0.098735
   0.085427,    0.097305
   0.090452,    0.095836
   0.095477,    0.094328
   0.100503,    0.092780
   0.105528,    0.091193
   0.110553,    0.089566
   0.115578,    0.087899
   0.120603,    0.086191
   0.125628,    0.084444
   0.130653,    0.082655
   0.135678,    0.080826
   0.140704,    0.078956
   0.145729,    0.077045
   0.150754,    0.075093
   0.155779,    0.073098
   0.160804,    0.071062
   0.165829,    0.068984
   0.170854,    0.066863
   0.175879,    0.064700
   0.180905,    0.062493
   0.185930,    0.060244
   0.190955,    0.057951
   0.195980,    0.055615
   0.201005,    0.053234
   0.206030,    0.050809
   0.211055,    0.048340
   0.216080,    0.045826
   0.221106,    0.043266
   0.226131,    0.040661
   0.231156,    0.038010
   0.236181,    0.035312
   0.241206,    0.032568
   0.246231,    0.029777
   0.251256,    0.026939
   0.256281,    0.024053
   0.261307,    0.021119
   0.266332,    0.018136
   0.271357,    0.015104
   0.276382,    0.012023
   0.281407,    0.008892
   0.286432,    0.005710
   0.291457,    0.002479
   0.296482,   -0.000812
   0.301508,   -0.004419
   0.306533,   -0.008660
   0.311558,   -0.012963
   0.316583,   -0.017311
   0.321608,   -0.021704
   0.326633,   -0.026141
   0.331658,   -0.030625
   0.336683,   -0.035154
   0.341709,   -0.039728
   0.346734,   -0.044348
   0.351759,   -0.049014
   0.356784,   -0.053727
   0.361809,   -0.058485
   0.366834,   -0.063290
   0.371859,   -0.068142
   0.376884,   -0.073041
   0.381910,   -0.077987
   0.386935,   -0.082980
   0.391960,   -0.088020
   0.396985,   -0.093108
   0.402010,   -0.098244
   0.407035,   -0.103428
   0.412060,   -0.108660
   0.417085,   -0.113941
   0.422111,   -0.119270
   0.427136,   -0.124648
   0.432161,   -0.130076
   0.437186,   -0.135552
   0.442211,   -0.141079
   0.447236,   -0.146655
   0.452261,   -0.152281
   0.457286,   -0.157958
   0.462312,   -0.163685
   0.467337,   -0.169463
   0.472362,   -0.175293
   0.477387,   -0.181173
   0.482412,   -0.187105
   0.487437,   -0.193089
   0.492462,   -0.199125
   0.497487,   -0.205214
   0.502513,   -0.211355
   0.507538,   -0.217549
   0.512563,   -0.223796
   0.517588,   -0.230096
   0.522613,   -0.236450
   0.527638,   -0.242857
   0.532663,   -0.249319
   0.537688,   -0.255835
   0.542714,   -0.262406
   0.547739,   -0.269031
   0.552764,   -0.275711
   0.557789,   -0.282446
   0.562814,   -0.289236
   0.567839,   -0.296082
   0.572864,   -0.302984
   0.577889,   -0.309941
   0.582915,   -0.316954
   0.587940,   -0.324023
   0.592965,   -0.331148
   0.597990,   -0.338330
   0.603015,   -0.345567
   0.608040,   -0.352860
   0.613065,   -0.360210
   0.618090,   -0.367616
   0.623116,   -0.375077
   0.628141,   -0.382594
   0.633166,   -0.390167
   0.638191,   -0.397796
   0.643216,   -0.405479
   0.648241,   -0.413217
   0.653266,   -0.421010
   0.658291,   -0.428857
   0.663317,   -0.436757
   0.668342,   -0.444709
   0.673367,   -0.452714
   0.678392,   -0.460770
   0.683417,   -0.468876
   0.688442,   -0.477032
   0.693467,   -0.485236
   0.698492,   -0.493487
   0.703518,   -0.501783
   0.708543,   -0.510124
   0.713568,   -0.518507
   0.718593,   -0.526930
   0.723618,   -0.535392
   0.728643,   -0.543889
   0.733668,   -0.552420
   0.738693,   -0.560982
   0.743719,   -0.569571
   0.748744,   -0.578185
   0.753769,   -0.586818
   0.758794,   -0.595469
   0.763819,   -0.604130
   0.768844,   -0.612799
   0.773869,   -0.621469
   0.778894,   -0.630135
   0.783920,   -0.638790
   0.788945,   -0.647426
   0.793970,   -0.656037
   0.798995,   -0.664612
   0.804020,   -0.673143
   0.809045,   -0.681620
   0.814070,   -0.690030
   0.819095,   -0.698361
   0.824121,   -0.706599
   0.829146,   -0.714729
   0.834171,   -0.722734
   0.839196,   -0.730594
   0.844221,   -0.738290
   0.849246,   -0.745797
   0.854271,   -0.753092
   0.859296,   -0.760144
   0.864322,   -0.766923
   0.869347,   -0.773394
   0.874372,   -0.779518
   0.879397,   -0.785249
   0.884422,   -0.790541
   0.889447,   -0.795336
   0.894472,   -0.799573
   0.899497,   -0.803182
   0.904523,   -0.806081
   0.909548,   -0.808181
   0.914573,   -0.809377
   0.919598,   -0.809549
   0.924623,   -0.808559
   0.929648,   -0.806245
   0.934673,   -0.802419
   0.939698,   -0.796858
   0.944724,   -0.789295
   0.949749,   -0.779409
   0.954774,   -0.766805
   0.959799,   -0.750988
   0.964824,   -0.731327
   0.969849,   -0.706985
   0.974874,   -0.676813
   0.979899,   -0.639134
   0.984925,   -0.591282
   0.989950,   -0.528419
   0.994975,   -0.439211
   1.000000,    0.000000
