Mach, Efficiency
   0.341940,   15.258212
   0.346365,   15.494531
   0.350790,   15.725073
   0.355214,   15.949539
   0.359639,   16.167703
   0.364064,   16.379421
   0.368489,   16.584113
   0.372914,   16.780416
   0.377339,   16.969546
   0.381763,   17.151679
   0.386188,   17.327098
   0.390613,   17.496194
   0.395038,   17.654237
   0.399463,   17.804918
   0.403888,   17.949949
   0.408313,   18.085846
   0.412737,   18.212025
   0.417162,   18.333933
   0.421587,   18.444028
   0.426012,   18.547719
   0.430437,   18.644804
   0.434862,   18.730705
   0.439287,   18.813745
   0.443711,   18.882682
   0.448136,   18.950821
   0.452561,   19.004007
   0.456986,   19.056579
   0.461411,   19.095594
   0.465836,   19.132130
   0.470260,   19.158884
   0.474685,   19.179113
   0.479110,   19.195809
   0.483535,   19.199650
   0.487960,   19.203527
   0.492385,   19.196283
   0.496810,   19.183733
   0.501234,   19.171088
   0.505659,   19.143248
   0.510084,   19.114417
   0.514509,   19.085391
   0.518934,   19.040875
   0.523359,   18.996188
   0.527784,   18.951333
   0.532208,   18.894349
   0.536633,   18.834503
   0.541058,   18.774544
   0.545483,   18.709616
   0.549908,   18.635528
   0.554333,   18.561433
   0.558757,   18.487337
   0.563182,   18.405872
   0.567607,   18.318760
   0.572032,   18.231796
   0.576457,   18.144989
   0.580882,   18.053423
   0.585307,   17.954832
   0.589731,   17.856576
   0.594156,   17.758662
   0.598581,   17.661096
   0.603006,   17.554877
   0.607431,   17.446998
   0.611856,   17.339664
   0.616281,   17.232876
   0.620705,   17.126641
   0.625130,   17.014015
   0.629555,   16.898935
   0.633980,   16.784606
   0.638405,   16.671029
   0.642830,   16.558205
   0.647254,   16.446134
   0.651679,   16.326394
   0.656104,   16.207055
   0.660529,   16.088658
   0.664954,   15.971200
   0.669379,   15.854677
   0.673804,   15.739086
   0.678228,   15.621087
   0.682653,   15.499643
   0.687078,   15.379301
   0.691503,   15.260055
   0.695928,   15.141895
   0.700353,   15.024815
   0.704778,   14.908806
   0.709202,   14.793861
   0.713627,   14.673656
   0.718052,   14.554375
   0.722477,   14.436297
   0.726902,   14.319412
   0.731327,   14.203708
   0.735751,   14.089173
   0.740176,   13.975797
   0.744601,   13.863567
   0.749026,   13.750976
   0.753451,   13.635610
   0.757876,   13.521501
   0.762301,   13.408634
   0.766725,   13.296996
   0.771150,   13.186570
   0.775575,   13.077344
   0.780000,   12.969303
