Speed (TAS), Climb Angle
  83.326277,    7.259015
  84.443421,    7.239079
  85.560564,    7.216587
  86.677707,    7.192469
  87.794851,    7.165393
  88.911994,    7.135482
  90.029138,    7.103608
  91.146281,    7.070982
  92.263424,    7.035941
  93.380568,    6.998159
  94.497711,    6.958841
  95.614854,    6.919609
  96.731998,    6.878460
  97.849141,    6.835442
  98.966285,    6.790550
 100.083428,    6.746423
 101.200571,    6.700955
 102.317715,    6.652832
 103.434858,    6.604153
 104.552002,    6.556130
 105.669145,    6.505902
 106.786288,    6.455033
 107.903432,    6.402167
 109.020575,    6.350583
 110.137719,    6.296881
 111.254862,    6.242519
 112.372005,    6.186577
 113.489149,    6.131751
 114.606292,    6.074711
 115.723435,    6.017623
 116.840579,    5.958411
 117.957722,    5.900256
 119.074866,    5.840629
 120.192009,    5.779821
 121.309152,    5.719110
 122.426296,    5.656899
 123.543439,    5.594570
 124.660583,    5.531479
 125.777726,    5.466677
 126.894869,    5.402435
 128.012013,    5.337336
 129.129156,    5.270499
 130.246299,    5.203588
 131.363443,    5.136748
 132.480586,    5.067729
 133.597730,    4.998533
 134.714873,    4.929221
 135.832016,    4.858792
 136.949160,    4.787312
 138.066303,    4.715638
 139.183447,    4.643814
 140.300590,    4.570474
 141.417733,    4.496455
 142.534877,    4.422225
 143.652020,    4.347814
 144.769164,    4.272308
 145.886307,    4.195684
 147.003450,    4.118833
 148.120594,    4.041775
 149.237737,    3.964689
 150.354880,    3.885628
 151.472024,    3.806104
 152.589167,    3.726349
 153.706311,    3.646487
 154.823454,    3.566384
 155.940597,    3.484779
 157.057741,    3.402290
 158.174884,    3.319616
 159.292028,    3.236686
 160.409171,    3.153499
 161.526314,    3.070056
 162.643458,    2.984945
 163.760601,    2.899164
 164.877744,    2.813114
 165.994888,    2.726793
 167.112031,    2.640133
 168.229175,    2.553204
 169.346318,    2.465877
 170.463461,    2.376670
 171.580605,    2.287040
 172.697748,    2.197130
 173.814892,    2.106937
 174.932035,    2.016463
 176.049178,    1.925490
 177.166322,    1.834236
 178.283465,    1.742134
 179.400609,    1.648662
 180.517752,    1.554610
 181.634895,    1.460262
 182.752039,    1.365622
 183.869182,    1.270688
 184.986325,    1.175107
 186.103469,    1.079223
 187.220612,    0.983045
 188.337756,    0.886115
 189.454899,    0.787367
 190.572042,    0.688297
 191.689186,    0.588924
 192.806329,    0.489246
 193.923473,    0.388783
