Speed (CAS), Efficiency
  62.747630,   14.629365
  63.155439,   14.696551
  63.563247,   14.770897
  63.971055,   14.841204
  64.378863,   14.910849
  64.786671,   14.977067
  65.194480,   15.042160
  65.602288,   15.104024
  66.010096,   15.164769
  66.417904,   15.222035
  66.825712,   15.278694
  67.233520,   15.331138
  67.641329,   15.384028
  68.049137,   15.431452
  68.456945,   15.479457
  68.864753,   15.523171
  69.272561,   15.565883
  69.680370,   15.606569
  70.088178,   15.643846
  70.495986,   15.681520
  70.903794,   15.713720
  71.311602,   15.745757
  71.719410,   15.775953
  72.127219,   15.802269
  72.535027,   15.828822
  72.942835,   15.851600
  73.350643,   15.872305
  73.758451,   15.893180
  74.166260,   15.909188
  74.574068,   15.924130
  74.981876,   15.939182
  75.389684,   15.949176
  75.797492,   15.958252
  76.205300,   15.967386
  76.613109,   15.972219
  77.020917,   15.975373
  77.428725,   15.978546
  77.836533,   15.979150
  78.244341,   15.976377
  78.652150,   15.973591
  79.059958,   15.970791
  79.467766,   15.962307
  79.875574,   15.953611
  80.283382,   15.944879
  80.691190,   15.934349
  81.098999,   15.919831
  81.506807,   15.905266
  81.914615,   15.890655
  82.322423,   15.873593
  82.730231,   15.853330
  83.138040,   15.833018
  83.545848,   15.812660
  83.953656,   15.790536
  84.361464,   15.764698
  84.769272,   15.738821
  85.177080,   15.712904
  85.584889,   15.686949
  85.992697,   15.656060
  86.400505,   15.624848
  86.808313,   15.593613
  87.216121,   15.562356
  87.623930,   15.529713
  88.031738,   15.493437
  88.439546,   15.457164
  88.847354,   15.420893
  89.255162,   15.384626
  89.662970,   15.347036
  90.070779,   15.306033
  90.478587,   15.265065
  90.886395,   15.224132
  91.294203,   15.183236
  91.702011,   15.142377
  92.109820,   15.097415
  92.517628,   15.052157
  92.925436,   15.006972
  93.333244,   14.961860
  93.741052,   14.916822
  94.148860,   14.871241
  94.556669,   14.822121
  94.964477,   14.773114
  95.372285,   14.724221
  95.780093,   14.675443
  96.187901,   14.626781
  96.595710,   14.578236
  97.003518,   14.526229
  97.411326,   14.473997
  97.819134,   14.421921
  98.226942,   14.370004
  98.634750,   14.318246
  99.042559,   14.266647
  99.450367,   14.214743
  99.858175,   14.159807
 100.265983,   14.105071
 100.673791,   14.050537
 101.081599,   13.996203
 101.489408,   13.942072
 101.897216,   13.888142
 102.305024,   13.834413
 102.712832,   13.778427
 103.120640,   13.721777
