Speed (CAS), Rate of Climb
 130.082149, 1292.276818
 131.107014, 1303.512490
 132.131879, 1314.465118
 133.156744, 1325.149174
 134.181609, 1335.269280
 135.206474, 1345.356648
 136.231339, 1355.058096
 137.256204, 1364.274994
 138.281069, 1373.329764
 139.305934, 1381.715809
 140.330799, 1390.130075
 141.355663, 1398.008496
 142.380528, 1405.628235
 143.405393, 1412.801816
 144.430258, 1419.654751
 145.455123, 1426.161542
 146.479988, 1432.361359
 147.504853, 1438.122865
 148.529718, 1443.630568
 149.554583, 1448.608290
 150.579448, 1453.450325
 151.604313, 1457.589227
 152.629178, 1461.681165
 153.654043, 1465.130211
 154.678908, 1468.376967
 155.703772, 1471.243289
 156.728637, 1473.529581
 157.753502, 1475.740986
 158.778367, 1477.253817
 159.803232, 1478.563704
 160.828097, 1479.657136
 161.852962, 1480.021524
 162.877827, 1480.284031
 163.902692, 1480.187329
 164.927557, 1479.501306
 165.952422, 1478.700222
 166.977287, 1477.570909
 168.002152, 1475.860943
 169.027017, 1474.023538
 170.051881, 1471.894658
 171.076746, 1469.059223
 172.101611, 1466.199322
 173.126476, 1463.247902
 174.151341, 1459.504961
 175.176206, 1455.524382
 176.201071, 1451.391961
 177.225936, 1446.992807
 178.250801, 1442.081539
 179.275666, 1437.008416
 180.300531, 1431.773282
 181.325396, 1425.972413
 182.350261, 1419.763453
 183.375126, 1413.661029
 184.399991, 1407.387537
 185.424855, 1400.572441
 186.449720, 1393.210119
 187.474585, 1385.680233
 188.499450, 1378.443787
 189.524315, 1370.906091
 190.549180, 1362.569115
 191.574045, 1354.040288
 192.598910, 1345.319250
 193.623775, 1336.878272
 194.648640, 1327.993219
 195.673505, 1318.544676
 196.698370, 1308.896961
 197.723235, 1299.049653
 198.748100, 1289.318212
 199.772964, 1279.275717
 200.797829, 1268.634688
 201.822694, 1257.786569
 202.847559, 1246.730880
 203.872424, 1235.630740
 204.897289, 1224.618428
 205.922154, 1212.663798
 206.947019, 1200.493222
 207.971884, 1188.106164
 208.996749, 1175.550647
 210.021614, 1163.100195
 211.046479, 1150.396822
 212.071344, 1136.777250
 213.096209, 1122.931397
 214.121073, 1108.858678
 215.145938, 1094.809023
 216.170803, 1080.559819
 217.195668, 1066.084624
 218.220533, 1050.986534
 219.245398, 1035.313068
 220.270263, 1019.521883
 221.295128, 1003.549812
 222.319993,  987.339927
 223.344858,  970.891592
 224.369723,  954.204174
 225.394588,  937.042804
 226.419453,  919.206206
 227.444318,  901.119194
 228.469182,  882.781084
 229.494047,  864.191197
 230.518912,  845.340486
 231.543777,  826.208355
