eta, Cl
   0.000000,    1.651795
   0.034483,    1.662168
   0.068966,    1.681538
   0.103448,    1.699530
   0.137931,    1.716059
   0.172414,    1.731032
   0.206897,    1.744345
   0.241379,    1.755881
   0.275862,    1.765506
   0.310345,    1.773070
   0.344828,    1.778396
   0.379310,    1.781286
   0.413793,    1.781506
   0.448276,    1.778785
   0.482759,    1.772809
   0.517241,    1.763139
   0.551724,    1.749311
   0.586207,    1.730849
   0.620690,    1.707105
   0.655172,    1.677289
   0.689655,    1.640418
   0.724138,    1.595251
   0.758621,    1.540180
   0.793103,    1.473061
   0.827586,    1.390915
   0.862069,    1.289363
   0.896552,    1.161405
   0.931034,    0.994254
   0.965517,    0.757826
   1.000000,    0.000000
