CLe, Static Stability Margin
  -0.810882,    0.036624
  -0.704210,    0.027156
  -0.597667,    0.008368
  -0.491251,   -0.010095
  -0.384966,   -0.027882
  -0.278799,   -0.044938
  -0.172753,   -0.058259
  -0.066835,   -0.067699
   0.039318,   -0.085291
   0.145051,   -0.102488
   0.250658,   -0.110122
   0.356146,   -0.117323
   0.461507,   -0.124546
   0.566737,   -0.131328
   0.671836,   -0.137549
   0.776806,   -0.142860
   0.881659,   -0.147622
   0.986386,   -0.152230
   1.090984,   -0.156513
   1.195453,   -0.160272
   1.299795,   -0.163683
   1.403714,   -0.183504
   1.496071,   -0.271231
   1.559115,   -0.653645
   1.588351,   -3.409606
   1.593750,   -6.740395
