CLe, Static Stability Margin
  -0.867846,    0.444595
  -0.753527,    0.435509
  -0.639374,    0.417409
  -0.525389,    0.399491
  -0.411575,    0.382104
  -0.297919,    0.365328
  -0.184421,    0.351753
  -0.071093,    0.341487
   0.042452,    0.324079
   0.155517,    0.307041
   0.268412,    0.298413
   0.381150,    0.290173
   0.493719,    0.281861
   0.606114,    0.273928
   0.718334,    0.266524
   0.830384,    0.260047
   0.942277,    0.254124
   1.054004,    0.248299
   1.165559,    0.242773
   1.276942,    0.237773
   1.388155,    0.233245
   1.498888,    0.215370
   1.597283,    0.142248
   1.664471,   -0.171476
   1.695720,   -2.321723
   1.701687,   -4.931879
   1.708300,   -3.139566
   1.755645,   -0.278593
   1.899748,    0.073916
