CLe, Static Stability Margin
  -0.854711,    0.452987
  -0.752413,    0.444625
  -0.650251,    0.428424
  -0.548210,    0.412514
  -0.446304,    0.396217
  -0.344542,    0.380047
  -0.242922,    0.364763
  -0.141423,    0.352490
  -0.040064,    0.345431
   0.061547,    0.329856
   0.162692,    0.312485
   0.263710,    0.304496
   0.364587,    0.296325
   0.465316,    0.288497
   0.565907,    0.281518
   0.666370,    0.274780
   0.766688,    0.268054
   0.866860,    0.261981
   0.966899,    0.256596
   1.066807,    0.251333
   1.166569,    0.246225
   1.266189,    0.241857
   1.365679,    0.237850
   1.464920,    0.227588
   1.557308,    0.182750
   1.629998,    0.054534
   1.676698,   -0.330260
   1.698680,   -2.423389
   1.704744,   -5.053504
   1.711161,   -3.525494
   1.740820,   -0.703016
   1.824665,   -0.076074
   2.001744,    0.143687
   2.317757,    0.200797
