Ground Roll distance, Vertical Forces
1124.919493, 120727.872161
1151.977200, 120134.069361
1339.892803, 116066.757256
1377.089768, 115273.288971
1414.159458, 114486.325655
1451.102482, 113705.800572
1487.919444, 112931.647820
1490.435235, 112878.882899
1492.398265, 112837.723242
1494.063853, 112802.808417
1494.974062, 112783.731366
1495.591051, 112770.801212
1495.818118, 112766.042841
1495.854322, 112765.275935
1495.887504, 112764.508145
1496.219311, 112756.828938
1499.536760, 112679.905695
1532.648238, 111897.422149
1680.024277, 108065.649114
1825.870739, 103633.336908
1963.574289, 98750.066607
2030.954670, 96073.625213
2058.890539, 94902.731394
2085.870365, 93735.776337
2201.473657, 88299.532732
2313.059365, 82293.167652
2416.055226, 75967.730112
2510.327188, 69402.549744
2596.036935, 62677.714484
2673.437116, 55880.736212
2742.851981, 49103.568933
2804.660520, 42439.320551
2859.276457, 35979.510158
2884.335547, 32813.329728
2887.872003, 32355.453491
2891.682652, 31858.997983
2928.132502, 26945.014354
2940.515841, 25203.893900
2948.108884, 24117.274117
2950.919863, 23711.243925
2953.871984, 23282.582438
2981.884029, 19095.620719
2994.079626, 17201.524361
3001.542738, 16019.759066
3009.242267, 14781.803280
3011.401480, 14431.128285
3013.280885, 14124.652621
3014.967867, 13848.600791
3030.911589, 11193.729067
3055.246588, 6969.683631
3062.737508, 5623.397164
3067.514477, 4752.452999
3071.630437, 3993.834723
3073.102228, 3720.650367
3073.734078, 3603.052195
3075.806927, 3215.771694
3077.571959, 2884.110028
3088.972959,  693.959988
3090.677469,  357.734541
3091.382162,  217.756711
3091.867370,  120.959490
3092.193162,   55.722452
3092.385295,   17.122863
3092.465154,    1.033852
3092.469881,    0.079881
3092.470237,    0.007906
3092.470276,    0.000009
