Time, Mach number
   0.000000,    0.000001
   0.001667,    0.000972
   0.003333,    0.001939
   0.005000,    0.002904
   0.006667,    0.003870
   0.008333,    0.004836
   0.010000,    0.005802
   0.011667,    0.006768
   0.013333,    0.007733
   0.015000,    0.008699
   0.016667,    0.009665
   0.018333,    0.010631
   0.020000,    0.011586
   0.021667,    0.012540
   0.023333,    0.013494
   0.025000,    0.014448
   0.026667,    0.015403
   0.028333,    0.016357
   0.030000,    0.017311
   0.031667,    0.018265
   0.033333,    0.019219
   0.035000,    0.020173
   0.036667,    0.021117
   0.038333,    0.022059
   0.040000,    0.023001
   0.041667,    0.023943
   0.043333,    0.024885
   0.045000,    0.025827
   0.046667,    0.026769
   0.048333,    0.027711
   0.050000,    0.028653
   0.051667,    0.029596
   0.053333,    0.030527
   0.055000,    0.031456
   0.056667,    0.032386
   0.058333,    0.033316
   0.060000,    0.034246
   0.061667,    0.035175
   0.063333,    0.036105
   0.065000,    0.037035
   0.066667,    0.037965
   0.068333,    0.038895
   0.070000,    0.039813
   0.071667,    0.040730
   0.073333,    0.041647
   0.075000,    0.042564
   0.076667,    0.043481
   0.078333,    0.044399
   0.080000,    0.045316
   0.081667,    0.046233
   0.083333,    0.047150
   0.085000,    0.048067
   0.086667,    0.048971
   0.088333,    0.049874
   0.090000,    0.050776
   0.091667,    0.051679
   0.093333,    0.052582
   0.095000,    0.053484
   0.096667,    0.054387
   0.098333,    0.055290
   0.100000,    0.056192
   0.101667,    0.057095
   0.103333,    0.057982
   0.105000,    0.058866
   0.106667,    0.059751
   0.108333,    0.060636
   0.110000,    0.061521
   0.111667,    0.062406
   0.113333,    0.063290
   0.115000,    0.064175
   0.116667,    0.065060
   0.118333,    0.065945
   0.120000,    0.066814
   0.121667,    0.067680
   0.123333,    0.068547
   0.125000,    0.069414
   0.126667,    0.070281
   0.128333,    0.071148
   0.130000,    0.072014
   0.131667,    0.072881
   0.133333,    0.073748
   0.135000,    0.074615
   0.136667,    0.075466
   0.138333,    0.076314
   0.140000,    0.077163
   0.141667,    0.078012
   0.143333,    0.078861
   0.145000,    0.079709
   0.146667,    0.080558
   0.148333,    0.081407
   0.150000,    0.082256
   0.151667,    0.083104
   0.153333,    0.083937
   0.155000,    0.084768
   0.156667,    0.085598
   0.158333,    0.086429
   0.160000,    0.087260
   0.161667,    0.088091
   0.163333,    0.088921
   0.165000,    0.089752
   0.166667,    0.090583
   0.168333,    0.091413
   0.170000,    0.092228
   0.171667,    0.093041
   0.173333,    0.093853
   0.175000,    0.094666
   0.176667,    0.095479
   0.178333,    0.096291
   0.180000,    0.097104
   0.181667,    0.097917
   0.183333,    0.098729
   0.185000,    0.099542
   0.186667,    0.100337
   0.188333,    0.101129
   0.190000,    0.101921
   0.191667,    0.102713
   0.193333,    0.103505
   0.195000,    0.104297
   0.196667,    0.105089
   0.198333,    0.105881
   0.200000,    0.106673
   0.201667,    0.107465
   0.203333,    0.108237
   0.205000,    0.109005
   0.206667,    0.109774
   0.208333,    0.110543
   0.210000,    0.111312
   0.211667,    0.112080
   0.213333,    0.112849
   0.215000,    0.113618
   0.216667,    0.114387
   0.218333,    0.115155
   0.220000,    0.115904
   0.221667,    0.116649
   0.223333,    0.117395
   0.225000,    0.118141
   0.226667,    0.118887
   0.228333,    0.119632
   0.230000,    0.120378
   0.231667,    0.121124
   0.233333,    0.121869
   0.235000,    0.122615
   0.236667,    0.123341
   0.238333,    0.124064
   0.240000,    0.124787
   0.241667,    0.125510
   0.243333,    0.126233
   0.245000,    0.126956
   0.246667,    0.127680
   0.248333,    0.128403
   0.250000,    0.129126
   0.251667,    0.129849
   0.253333,    0.130552
   0.255000,    0.131253
   0.256667,    0.131954
   0.258333,    0.132655
   0.260000,    0.133356
   0.261667,    0.134057
   0.263333,    0.134758
   0.265000,    0.135459
   0.266667,    0.136160
   0.268333,    0.136860
   0.270000,    0.137542
   0.271667,    0.138221
   0.273333,    0.138900
   0.275000,    0.139579
   0.276667,    0.140258
   0.278333,    0.140938
   0.280000,    0.141617
   0.281667,    0.142296
   0.283333,    0.142975
   0.285000,    0.143654
   0.286667,    0.144314
   0.288333,    0.144972
   0.290000,    0.145630
   0.291667,    0.146288
   0.293333,    0.146945
   0.295000,    0.147603
   0.296667,    0.148261
   0.298333,    0.148919
   0.300000,    0.149576
   0.301667,    0.150234
   0.303333,    0.150877
   0.305000,    0.151517
   0.306667,    0.152158
   0.308333,    0.152798
   0.310000,    0.153439
   0.311667,    0.154080
   0.312642,    0.154454
