Ground Distance, 
   0.000000,   50.000000
 798.165224,    8.169933
 832.831575,    6.454326
 867.497926,    4.940966
 902.164277,    3.629698
 936.830628,    2.520389
 971.496978,    1.612926
1006.163329,    0.907217
1040.829680,    0.403191
1075.496031,    0.100795
1110.162382,    0.000000
1112.799381,    0.000000
1139.150625,    0.000000
1322.101989,    0.000000
1358.494576,    0.000000
1394.821551,    0.000000
1431.083034,    0.000000
1467.279146,    0.000000
1474.510534,    0.000000
1474.736660,    0.000000
1474.853863,    0.000000
1474.910239,    0.000000
1474.933754,    0.000000
1474.940039,    0.000000
1474.943320,    0.000000
1474.946314,    0.000000
1474.976256,    0.000000
1475.275669,    0.000000
1478.269145,    0.000000
1508.138492,    0.000000
1685.825868,    0.000000
1858.700951,    0.000000
2026.307574,    0.000000
2188.162256,    0.000000
2343.756073,    0.000000
2492.557427,    0.000000
2634.015790,    0.000000
2767.566530,    0.000000
2892.636831,    0.000000
3008.652730,    0.000000
3115.047183,    0.000000
3211.269050,    0.000000
3296.792790,    0.000000
3371.128574,    0.000000
3433.832498,    0.000000
3484.516475,    0.000000
3522.857383,    0.000000
3548.605041,    0.000000
3561.059765,    0.000000
3563.263987,    0.000000
