Ground Distance, 
   0.000000,  123.045772
 798.165224,  123.045772
 832.831575,  121.489637
 867.497926,  119.933503
 902.164277,  118.377368
 936.830628,  116.821234
 971.496978,  115.265100
1006.163329,  113.708965
1040.829680,  112.152831
1075.496031,  110.596696
1110.162382,  109.040562
1112.799381,  109.026461
1139.150625,  108.885553
1322.101989,  107.907396
1358.494576,  107.712847
1394.821551,  107.518654
1431.083034,  107.324818
1467.279146,  107.131337
1474.510534,  107.092684
1474.736660,  107.091475
1474.853863,  107.090849
1474.910239,  107.090547
1474.933754,  107.090421
1474.940039,  107.090388
1474.943320,  107.090344
1474.946314,  107.090302
1474.976256,  107.089879
1475.275669,  107.085652
1478.269145,  107.043343
1508.138492,  106.616593
1685.825868,  103.894947
1858.700951,  100.911371
2026.307574,   97.649287
2188.162256,   94.092985
2343.756073,   90.228117
2492.557427,   86.042256
2634.015790,   81.525507
2767.566530,   76.671159
2892.636831,   71.476339
3008.652730,   65.942659
3115.047183,   60.076801
3211.269050,   53.890999
3296.792790,   47.403391
3371.128574,   40.638172
3433.832498,   33.625533
3484.516475,   26.401351
3522.857383,   19.006615
3548.605041,   11.486611
3561.059765,    4.461455
3563.263987,   -0.000000
